customer_id,Sub_flag,subscription,Recency_flag,Refreq,points
4087328,16,0,4,2,8
4430272,16,0,4,4,5
4670736,16,0,4,5,15
4823056,16,0,5,0,2
4965408,16,0,4,2,3
5013792,16,0,5,4,14
5055344,16,0,5,5,17
5313840,16,0,5,5,8
5385184,16,0,4,5,9
5425952,16,0,5,5,15
5426960,16,0,5,0,20
5512192,16,0,3,5,11
5691840,16,0,4,0,3
6058976,16,0,4,0,15
6111728,16,0,4,5,11
6202224,16,0,4,0,4
6230448,16,0,5,4,8
6246464,16,0,4,0,6
6292272,16,0,4,0,8
6378512,16,0,4,0,4
6403936,16,0,5,0,3
6473040,16,0,5,5,9
6566896,16,0,5,5,11
6660192,16,0,4,0,2
6825504,16,0,2,0,3
6918912,16,0,5,0,1
6923280,16,0,5,5,11
6999664,16,0,5,4,5
7024416,16,0,4,0,2
7092848,16,0,4,4,7
7224000,16,0,5,4,5
7228032,16,0,5,5,17
7489216,16,0,5,0,3
7756224,16,0,4,5,25
7978992,16,0,4,5,13
8027376,16,0,4,0,3
8336272,16,0,5,0,5
8880256,16,0,5,1,7
9094624,16,0,5,0,3
9124976,16,0,5,1,5
9163392,16,0,4,4,8
9320416,16,0,5,5,20
9633568,16,0,5,4,6
9901248,16,0,5,0,1
10044496,16,0,5,0,9
1202320,16,1,2,4,6
1621424,16,1,5,5,30
1701280,16,1,5,5,7
1708336,16,1,4,5,8
1715728,16,1,5,4,5
1881040,16,1,5,0,12
2006592,16,1,5,0,1
2076704,16,1,5,5,14
2084096,16,1,5,0,10
2336208,16,1,5,0,8
2382800,16,1,5,0,8
2452016,16,1,5,4,6
2478560,16,1,5,5,20
2574208,16,1,5,5,30
2842336,16,1,5,0,2
2903376,16,1,5,5,9
3325728,16,1,4,5,10
3546480,16,1,5,4,5
3686592,16,1,5,5,11
4215120,16,1,4,5,17
4476528,16,1,4,0,4
4543504,16,1,4,0,4
4798640,16,1,4,4,10
5306672,16,1,5,0,6
5340160,16,1,3,4,8
5472208,16,1,5,5,11
5800032,16,1,4,4,12
5826464,16,1,5,0,10
6499808,16,1,5,5,17
6701184,16,1,4,0,2
6973792,16,1,5,4,5
7258048,16,1,4,0,3
7524160,16,1,5,4,7
7525504,16,1,4,5,13
7824320,16,1,5,0,6
9281216,16,1,4,4,12
1140160,15,0,4,3,13
1155840,15,0,4,3,13
1175552,15,0,5,5,11
1179024,15,0,5,4,8
1193360,15,0,5,0,4
1194032,15,0,4,5,11
1214976,15,0,5,4,7
1224608,15,0,5,5,7
1235696,15,0,5,0,1
1244880,15,0,4,4,24
1281392,15,0,5,5,7
1296736,15,0,5,5,11
1305024,15,0,5,0,2
1323280,15,0,5,0,2
1328656,15,0,4,0,10
1328992,15,0,5,5,7
1336272,15,0,5,0,3
1342544,15,0,5,3,4
1362816,15,0,4,5,15
1377152,15,0,5,0,4
1377488,15,0,5,4,5
1378160,15,0,5,0,4
1382304,15,0,2,0,10
1391376,15,0,4,3,5
1397760,15,0,4,4,6
1419264,15,0,4,0,4
1426208,15,0,4,0,1
1429680,15,0,5,0,2
1447040,15,0,4,0,1
1479296,15,0,5,0,2
1489488,15,0,4,0,3
1535296,15,0,5,0,4
1551312,15,0,4,5,11
1557920,15,0,5,4,16
1569120,15,0,4,0,10
1579088,15,0,5,4,5
1581888,15,0,5,4,6
1604064,15,0,5,5,7
1618176,15,0,5,0,2
1647856,15,0,5,0,6
1704416,15,0,5,4,9
1760080,15,0,5,0,1
1769936,15,0,4,0,3
1777440,15,0,4,5,7
1800848,15,0,4,0,5
1819888,15,0,5,5,7
1822240,15,0,4,5,6
1823472,15,0,5,0,3
1828512,15,0,5,0,15
1830192,15,0,5,5,13
1837136,15,0,5,0,2
1873088,15,0,5,5,7
1882608,15,0,5,5,8
1894592,15,0,4,5,14
1898064,15,0,3,5,11
1926288,15,0,4,4,19
1943312,15,0,4,0,1
1943760,15,0,5,3,18
1978032,15,0,5,5,13
1978928,15,0,5,0,10
1979264,15,0,5,0,3
1988448,15,0,5,0,2
2034704,15,0,5,0,10
2052400,15,0,5,0,2
2080512,15,0,4,0,3
2088016,15,0,5,5,15
2153536,15,0,5,5,7
2166752,15,0,5,5,11
2184112,15,0,4,0,2
2184672,15,0,4,0,8
2192624,15,0,4,0,6
2205168,15,0,5,5,14
2237872,15,0,5,0,10
2240896,15,0,5,4,10
2270464,15,0,5,5,20
2295440,15,0,2,5,6
2322544,15,0,4,5,25
2325792,15,0,5,4,6
2335648,15,0,5,5,11
2364432,15,0,4,0,8
2379664,15,0,5,0,4
2395680,15,0,5,0,2
2400496,15,0,5,4,8
2413712,15,0,5,0,15
2456944,15,0,4,0,2
2459856,15,0,5,5,9
2466352,15,0,5,0,1
2518096,15,0,5,0,8
2539040,15,0,5,5,6
2559312,15,0,5,5,9
2566816,15,0,5,0,6
2602208,15,0,4,0,6
2603888,15,0,5,5,11
2623376,15,0,5,5,6
2642416,15,0,5,5,7
2659552,15,0,4,0,8
2668624,15,0,5,5,9
2679600,15,0,5,5,7
2682624,15,0,5,5,6
2703680,15,0,5,0,10
2704800,15,0,5,5,30
2736048,15,0,4,2,10
2749264,15,0,5,3,5
2778944,15,0,4,0,4
2784432,15,0,5,0,1
2810080,15,0,4,5,15
2840880,15,0,5,0,3
2862608,15,0,5,5,13
2872016,15,0,4,5,9
2878176,15,0,5,0,3
2891168,15,0,5,0,8
2906736,15,0,5,0,20
2910880,15,0,5,0,10
2914240,15,0,4,5,20
2929248,15,0,5,0,8
2940448,15,0,4,5,7
2992976,15,0,5,4,6
3026688,15,0,4,0,2
3036992,15,0,4,4,5
3053792,15,0,5,0,6
3060512,15,0,4,5,13
3105424,15,0,5,0,10
3130400,15,0,4,0,8
3145968,15,0,5,4,6
3157616,15,0,4,5,13
3169936,15,0,1,5,13
3178336,15,0,4,0,15
3194352,15,0,4,5,11
3196928,15,0,5,0,3
3208688,15,0,5,5,7
3237024,15,0,5,5,13
3251920,15,0,5,5,15
3253936,15,0,5,5,11
3273872,15,0,4,0,4
3320016,15,0,4,5,11
3331216,15,0,5,4,9
3337600,15,0,2,5,9
3341968,15,0,5,4,29
3352272,15,0,5,0,4
3403008,15,0,4,4,6
3412304,15,0,5,0,4
3452400,15,0,4,5,30
3457664,15,0,5,0,8
3483088,15,0,5,4,24
3488352,15,0,5,0,6
3517920,15,0,5,4,6
3581200,15,0,5,4,6
3617712,15,0,5,4,10
3670688,15,0,5,5,6
3672704,15,0,4,5,7
3682112,15,0,5,0,3
3700032,15,0,5,0,4
3759280,15,0,4,4,19
3761520,15,0,5,5,7
3811920,15,0,4,4,7
3853584,15,0,5,0,6
3864448,15,0,4,4,5
3885616,15,0,5,4,7
3918320,15,0,4,5,8
3969952,15,0,4,5,7
4001200,15,0,4,0,2
4018784,15,0,5,5,9
4041632,15,0,4,5,20
4045104,15,0,5,0,1
4054624,15,0,4,0,3
4057424,15,0,5,4,14
4070976,15,0,5,4,5
4081840,15,0,5,5,17
4084304,15,0,3,0,2
4096288,15,0,5,0,2
4126304,15,0,5,0,6
4144224,15,0,4,5,11
4161584,15,0,5,0,4
4167072,15,0,5,5,6
4169872,15,0,5,5,15
4176928,15,0,4,4,8
4185888,15,0,5,5,30
