customer_id,Sub_flag,subscription,Recency_flag,Refreq,points
4209184,12,1,4,5,9
4281760,12,1,4,4,8
4307632,12,1,5,4,5
4415264,12,1,2,0,4
4444832,12,1,5,0,3
4446400,12,1,5,5,17
4586512,12,1,4,3,7
4637248,12,1,4,4,19
4638592,12,1,4,5,10
4643744,12,1,5,5,13
4649904,12,1,5,5,11
4654496,12,1,4,0,2
4781952,12,1,4,0,2
4806368,12,1,5,0,8
4809840,12,1,5,0,1
4855872,12,1,4,0,3
4878272,12,1,5,5,7
4922400,12,1,4,4,7
4930576,12,1,4,0,10
5097232,12,1,5,0,10
5293904,12,1,5,0,8
5343520,12,1,4,0,8
5398624,12,1,4,4,10
5436480,12,1,4,5,11
5475680,12,1,4,0,8
5560912,12,1,5,4,5
5587232,12,1,4,0,1
5666640,12,1,5,0,2
5705504,12,1,5,4,6
5721296,12,1,4,5,25
5972288,12,1,5,0,4
6001408,12,1,4,4,12
6015856,12,1,4,4,7
6016976,12,1,5,0,2
6115984,12,1,5,4,6
6116656,12,1,5,5,17
6152496,12,1,4,5,20
6166272,12,1,5,0,1
6195392,12,1,5,0,6
6252624,12,1,5,5,10
6303472,12,1,5,4,7
6597024,12,1,4,0,12
6660752,12,1,3,0,4
6905696,12,1,5,5,7
6925296,12,1,4,4,7
6961472,12,1,4,5,20
7081984,12,1,5,4,14
7152320,12,1,4,5,21
7179984,12,1,5,0,10
7207984,12,1,5,0,4
7212240,12,1,5,5,11
7219072,12,1,5,0,3
7240240,12,1,5,0,2
7331632,12,1,5,0,2
7393904,12,1,5,0,4
7413280,12,1,4,0,15
7499184,12,1,5,0,2
7507584,12,1,5,3,6
7538048,12,1,4,3,6
7588112,12,1,5,0,2
7700112,12,1,4,4,13
7829808,12,1,4,5,15
7867440,12,1,4,2,3
7939456,12,1,5,4,10
8431360,12,1,5,5,9
8446704,12,1,5,5,30
8512672,12,1,4,0,3
8656368,12,1,5,0,8
8929424,12,1,5,5,9
8930432,12,1,4,0,10
8988112,12,1,4,0,8
9147376,12,1,5,0,1
9157792,12,1,5,0,5
9297232,12,1,5,5,13
9427152,12,1,5,0,3
9434432,12,1,4,0,8
9449888,12,1,3,5,9
9463776,12,1,4,5,14
9469824,12,1,3,0,5
9561664,12,1,5,5,11
9580256,12,1,5,4,6
9588096,12,1,4,4,5
9618448,12,1,5,5,7
9639056,12,1,5,0,2
9747584,12,1,4,0,4
9782640,12,1,4,0,4
9838752,12,1,5,5,9
9857232,12,1,5,5,7
9873360,12,1,4,0,3
9890048,12,1,4,5,17
9919168,12,1,5,0,4
9936304,12,1,5,0,4
10002608,12,1,5,4,12
10015936,12,1,5,4,9
10152352,12,1,4,5,17
10153808,12,1,3,0,1
10160640,12,1,4,5,7
10169152,12,1,5,4,6
10189312,12,1,4,5,7
10223360,12,1,5,0,8
10253264,12,1,5,4,12
10420368,12,1,5,0,2
10432240,12,1,5,0,4
10519712,12,1,4,5,15
10520160,12,1,5,5,17
10531136,12,1,4,0,1
10572576,12,1,5,4,12
10634064,12,1,5,5,20
10767456,12,1,5,5,14
10781568,12,1,5,5,15
10823456,12,1,3,5,7
10873744,12,1,4,4,16
10894688,12,1,5,4,6
10911152,12,1,4,0,8
10943968,12,1,5,0,4
10991008,12,1,5,5,17
11003888,12,1,5,4,5
11006240,12,1,5,0,6
11075568,12,1,5,0,6
11107712,12,1,5,5,15
11115552,12,1,5,4,6
11119584,12,1,4,0,2
11260480,12,1,5,0,2
11324656,12,1,4,3,5
11353216,12,1,5,0,4
11483248,12,1,5,0,2
11630864,12,1,5,4,13
11644416,12,1,5,0,8
11685968,12,1,5,0,4
11753616,12,1,5,0,4
11787104,12,1,4,4,10
11918816,12,1,5,0,4
12055008,12,1,5,4,10
12070016,12,1,4,0,3
12100256,12,1,4,0,4
12107200,12,1,5,5,15
12284272,12,1,5,0,10
12333888,12,1,5,0,4
12383056,12,1,5,5,13
12438496,12,1,5,0,3
12836768,12,1,5,0,6
12859280,12,1,5,4,24
12953920,12,1,5,0,12
13067376,12,1,4,0,2
13130656,12,1,5,5,20
13134912,12,1,5,0,4
13218128,12,1,5,4,12
13447728,12,1,4,5,8
13521760,12,1,4,0,2
13683600,12,1,5,0,8
13686624,12,1,4,0,2
13709248,12,1,4,5,11
13723360,12,1,2,5,11
13806464,12,1,3,4,14
13860560,12,1,5,5,6
13928880,12,1,4,4,14
13929888,12,1,5,0,6
14003248,12,1,5,4,6
14148736,12,1,3,4,14
14161168,12,1,2,0,6
14184016,12,1,4,4,12
14185920,12,1,4,0,2
14240464,12,1,5,5,20
14333088,12,1,5,0,1
14337008,12,1,5,5,10
14424928,12,1,5,0,3
14460208,12,1,5,5,10
14723072,12,1,5,0,8
14832832,12,1,5,5,15
14939680,12,1,5,5,9
14944048,12,1,5,0,1
15011696,12,1,5,4,5
15026256,12,1,5,0,10
15225616,12,1,4,0,6
15233456,12,1,4,5,11
15250928,12,1,4,0,1
15910608,12,1,4,0,4
15956304,12,1,5,5,11
15987104,12,1,5,5,30
16491440,12,1,4,4,14
16574880,12,1,3,5,15
16576672,12,1,4,0,2
16602768,12,1,5,0,4
16968112,12,1,4,5,11
17116400,12,1,5,0,2
17614688,12,1,5,4,6
17781792,12,1,5,0,5
18106032,12,1,4,5,20
1124256,10,0,4,5,20
1139824,10,0,5,4,10
1150912,10,0,5,0,1
1151360,10,0,5,0,10
1155168,10,0,5,4,6
1156512,10,0,4,5,13
1165024,10,0,1,0,3
1220912,10,0,4,0,8
1244544,10,0,5,5,13
1278480,10,0,5,0,8
1281280,10,0,5,5,9
1307152,10,0,5,0,8
1337728,10,0,5,5,11
1346464,10,0,3,5,25
1363376,10,0,4,0,2
1364048,10,0,5,0,1
1393616,10,0,5,0,4
1402016,10,0,4,4,6
1413216,10,0,4,4,6
1425088,10,0,5,0,8
1451856,10,0,5,0,2
1465408,10,0,5,0,8
1474144,10,0,5,5,15
1482208,10,0,4,4,8
1503712,10,0,5,0,1
1505504,10,0,4,4,14
1532048,10,0,5,5,15
1543360,10,0,5,0,3
1548960,10,0,5,5,7
1614928,10,0,5,0,12
1623216,10,0,5,5,7
1641696,10,0,5,5,11
1654352,10,0,5,5,15
1656480,10,0,4,0,3
1665104,10,0,4,5,20
1666448,10,0,5,3,6
1706992,10,0,4,0,10
1718640,10,0,1,5,25
1723568,10,0,5,5,6
1729728,10,0,5,5,15
1753696,10,0,5,0,12
1756272,10,0,4,5,13
1805552,10,0,4,0,8
1807456,10,0,5,0,6
1830640,10,0,5,4,6
1835680,10,0,5,0,6
1849008,10,0,5,4,13
1870960,10,0,5,0,2
1884064,10,0,5,0,10
1902544,10,0,5,0,2
1908592,10,0,5,0,2
1919568,10,0,5,4,8
1937040,10,0,4,4,19
1937264,10,0,5,4,19
1943648,10,0,5,4,6
1957536,10,0,5,5,13
1961680,10,0,4,0,1
1976016,10,0,3,5,15
1985424,10,0,5,5,13
1988672,10,0,5,0,1
1998976,10,0,4,0,6
2022832,10,0,5,0,12
2037728,10,0,4,5,20
2041872,10,0,5,5,15
2054528,10,0,4,5,9
2111312,10,0,4,5,10
2132704,10,0,4,5,6
2159472,10,0,4,0,8
2165968,10,0,5,0,2
2171904,10,0,4,5,7
2175600,10,0,2,0,1
2177952,10,0,5,5,13
2189040,10,0,5,0,3
2193520,10,0,4,4,6
2198672,10,0,4,0,15
2200576,10,0,5,5,25
2226896,10,0,5,5,11
2236192,10,0,5,4,5
2247056,10,0,3,5,25
2254224,10,0,5,4,5
2256240,10,0,1,0,9
2261280,10,0,5,5,25
2264192,10,0,5,0,10
2277408,10,0,5,1,2
2283904,10,0,4,4,6
2285024,10,0,5,0,2
2287264,10,0,5,0,5
2292528,10,0,5,4,10
2333408,10,0,5,0,2
2360736,10,0,5,5,11
2394000,10,0,4,5,6
2394784,10,0,4,0,1
2395120,10,0,5,0,2
2411920,10,0,1,0,2
2434544,10,0,5,5,15
2451008,10,0,5,0,4
2465120,10,0,4,0,3
2470048,10,0,4,0,10
2483824,10,0,4,4,7
2504768,10,0,5,0,3
2523584,10,0,5,5,10
2531760,10,0,5,0,1
2542400,10,0,4,5,6
2544528,10,0,5,4,6
2558416,10,0,5,0,4
2566592,10,0,4,0,6
2599072,10,0,5,0,1
2602432,10,0,4,0,2
2615312,10,0,5,0,8
2617552,10,0,3,0,2
2617888,10,0,5,4,8
2626512,10,0,5,5,11
2630320,10,0,4,5,17
2632448,10,0,4,5,15
2633680,10,0,4,0,10
2638496,10,0,4,4,12
2652608,10,0,4,0,8
2655632,10,0,4,0,2
2675120,10,0,4,5,17
2687104,10,0,4,0,2
2687664,10,0,5,5,15
2688112,10,0,4,4,12
2694608,10,0,4,0,5
2698864,10,0,5,0,2
2718576,10,0,4,0,2
2718688,10,0,5,4,7
2723280,10,0,4,4,6
2748592,10,0,3,0,1
2771552,10,0,5,5,13
2772224,10,0,5,4,10
2774016,10,0,5,5,13
2776592,10,0,4,4,16
2776816,10,0,5,0,4
2814784,10,0,5,3,6
2821504,10,0,1,5,9
2821616,10,0,5,1,2
2842784,10,0,5,0,2
2844016,10,0,4,4,12
2881984,10,0,4,5,11
2902368,10,0,5,0,8
2914576,10,0,4,5,15
2935408,10,0,4,0,1
2945824,10,0,2,4,14
2953552,10,0,5,5,14
2973936,10,0,4,4,6
2974496,10,0,4,0,9
2989280,10,0,5,4,12
3009664,10,0,5,0,2
3010448,10,0,4,5,15
3011344,10,0,4,0,4
3012688,10,0,4,4,29
3022096,10,0,5,0,10
3022208,10,0,5,0,1
3029600,10,0,5,0,2
3045952,10,0,4,4,5
3052112,10,0,5,4,10
3056480,10,0,5,0,2
3073168,10,0,4,0,2
3085936,10,0,5,4,7
3110912,10,0,3,5,7
3125136,10,0,5,5,9
3134096,10,0,1,4,5
3134208,10,0,5,0,2
3142048,10,0,5,0,8
3146080,10,0,5,3,23
3155264,10,0,5,0,1
3163216,10,0,5,0,1
3169600,10,0,5,5,20
3186400,10,0,5,4,6
3201520,10,0,5,5,7
3208016,10,0,5,0,5
3214288,10,0,5,0,2
3218432,10,0,4,5,15
3223024,10,0,5,4,5
3229184,10,0,5,0,5
3230640,10,0,5,4,7
3242064,10,0,5,5,8
3251248,10,0,5,0,1
3265136,10,0,5,5,20
3274992,10,0,5,0,2
3288880,10,0,5,4,7
3304000,10,0,5,5,8
3316880,10,0,3,4,10
3348352,10,0,5,0,1
3350480,10,0,5,0,1
3370640,10,0,5,0,4
3382736,10,0,4,5,9
3385984,10,0,1,5,15
3399088,10,0,4,5,15
3399536,10,0,5,0,2
3410512,10,0,4,4,5
3415664,10,0,5,0,4
3441648,10,0,4,0,4
3456656,10,0,4,0,4
3477712,10,0,5,5,9
3487232,10,0,5,0,8
3492048,10,0,5,0,2
3496976,10,0,5,0,3
3508288,10,0,2,4,12
3521728,10,0,5,5,9
3537632,10,0,5,0,2
3554432,10,0,5,4,12
3562048,10,0,4,5,15
3562272,10,0,4,3,4
3583440,10,0,5,0,4
3600464,10,0,4,0,12
3617264,10,0,5,5,6
3632832,10,0,4,0,1
3641568,10,0,4,4,10
3658480,10,0,4,5,7
3660384,10,0,5,0,1
3672928,10,0,5,5,6
3685584,10,0,4,5,13
3700368,10,0,5,0,6
3728256,10,0,3,0,1
3730048,10,0,2,5,7
3731056,10,0,4,2,5
3733968,10,0,3,0,8
3767456,10,0,4,0,8
3775184,10,0,5,0,2
3779328,10,0,4,4,6
3791200,10,0,4,0,5
3818304,10,0,5,0,8
3820096,10,0,4,5,20
3832640,10,0,5,5,7
3838016,10,0,5,0,3
3854480,10,0,5,4,5
3856832,10,0,4,0,1
3862320,10,0,4,0,6
3871616,10,0,5,5,7
3883264,10,0,4,4,5
3889872,10,0,5,0,8
3909248,10,0,4,0,3
3915184,10,0,5,5,30
3927392,10,0,4,0,1
3934672,10,0,4,4,6
3942064,10,0,4,0,6
3949120,10,0,5,0,2
3955840,10,0,5,4,6
3973200,10,0,4,0,1
3976448,10,0,4,4,10
3992352,10,0,5,5,20
3993472,10,0,5,5,8
4002992,10,0,5,0,3
4003104,10,0,4,0,1
4004784,10,0,5,4,6
4011056,10,0,5,0,8
4011728,10,0,5,5,11
4015984,10,0,4,4,14
4031328,10,0,5,0,12
4033120,10,0,4,4,16
4034016,10,0,5,4,6
4051376,10,0,4,0,5
4071312,10,0,5,0,4
4073552,10,0,5,5,20
4082176,10,0,4,4,5
4085424,10,0,4,0,1
4087776,10,0,4,4,14
4105696,10,0,4,5,20
4113424,10,0,4,0,2
4123280,10,0,5,0,12
4155760,10,0,4,0,1
4181184,10,0,5,5,20
4207952,10,0,4,0,4
4221616,10,0,4,0,1
4252416,10,0,5,1,5
4255552,10,0,4,4,5
4267872,10,0,4,0,6
4277952,10,0,4,0,8
4278512,10,0,4,0,8
4280080,10,0,5,0,6
4289488,10,0,4,5,9
4292736,10,0,5,5,8
4303936,10,0,4,4,8
4304384,10,0,5,4,8
4329584,10,0,4,5,9
4350640,10,0,5,0,3
4369904,10,0,4,0,2
4387376,10,0,5,0,2
4396336,10,0,4,0,3
4411120,10,0,5,4,6
4438448,10,0,5,3,5
4448304,10,0,4,4,12
4452448,10,0,5,0,2
4453008,10,0,3,0,5
4453120,10,0,4,0,8
4463984,10,0,5,0,8
4494448,10,0,4,4,5
4524576,10,0,5,0,10
4530288,10,0,4,0,5
4534544,10,0,4,0,2
4540928,10,0,2,0,2
4560752,10,0,5,5,7
4568480,10,0,5,4,12
4578672,10,0,5,2,3
4595360,10,0,5,0,2
4599840,10,0,5,0,9
4603648,10,0,5,4,5
4618320,10,0,4,4,10
4626496,10,0,5,4,7
4637584,10,0,5,0,15
4644528,10,0,5,4,8
4669056,10,0,5,0,5
4673984,10,0,4,1,7
4684400,10,0,4,0,8
4687648,10,0,5,0,3
4689552,10,0,4,0,5
4714976,10,0,4,0,4
4744432,10,0,5,0,3
4746448,10,0,5,4,8
4749360,10,0,5,0,2
4763360,10,0,4,0,4
4773552,10,0,4,0,4
4791024,10,0,4,3,9
4810288,10,0,1,4,14
4810736,10,0,4,0,2
4819136,10,0,4,1,7
4819808,10,0,5,4,12
4820816,10,0,4,4,12
4827872,10,0,3,5,10
4836160,10,0,5,4,7
4849488,10,0,4,0,5
4854192,10,0,5,4,8
4857888,10,0,5,4,10
4858448,10,0,4,5,15
4878384,10,0,5,5,13
4891712,10,0,5,0,1
4898992,10,0,4,0,12
4900336,10,0,2,4,29
4901344,10,0,4,4,6
4930464,10,0,5,0,10
4940208,10,0,5,5,15
4945920,10,0,4,0,2
4949728,10,0,4,0,6
4960704,10,0,4,5,13
4964624,10,0,4,5,11
4976048,10,0,4,4,8
4989488,10,0,5,5,9
4992288,10,0,4,0,3
4994304,10,0,4,4,9
5000240,10,0,5,0,10
5002032,10,0,4,0,1
5015360,10,0,5,2,3
5019168,10,0,5,4,19
5030144,10,0,5,5,15
5037536,10,0,5,4,14
5059824,10,0,4,0,4
5068000,10,0,5,5,7
5069792,10,0,4,0,2
5082672,10,0,4,4,14
5096784,10,0,5,5,6
5097568,10,0,5,0,2
5125456,10,0,5,1,2
5128032,10,0,5,0,5
5163088,10,0,5,5,25
5168128,10,0,5,0,5
5189520,10,0,5,0,6
5191088,10,0,5,0,8
5191312,10,0,5,5,7
5207440,10,0,4,5,20
5240928,10,0,4,5,13
5261424,10,0,4,0,2
5282144,10,0,4,5,13
5283040,10,0,5,5,9
5283936,10,0,5,0,4
5292112,10,0,4,0,5
5296928,10,0,5,0,1
5301520,10,0,4,5,9
5323248,10,0,4,0,12
5349344,10,0,5,4,12
5373200,10,0,4,4,6
5377792,10,0,4,0,2
5384064,10,0,4,5,7
5387872,10,0,4,5,9
5392352,10,0,4,5,9
5407136,10,0,5,0,2
5419456,10,0,4,4,9
5423936,10,0,5,0,2
5428416,10,0,5,5,17
5434352,10,0,5,0,4
5439616,10,0,4,5,7
5454960,10,0,4,0,1
5456752,10,0,5,4,19
5458096,10,0,4,0,2
5465488,10,0,5,0,4
5468288,10,0,2,5,15
5485648,10,0,4,0,2
5496176,10,0,5,4,5
5533024,10,0,5,5,8
5549936,10,0,5,0,8
5558336,10,0,5,5,6
5589136,10,0,4,0,4
5612096,10,0,5,5,13
5616352,10,0,4,5,8
5620720,10,0,5,4,6
5627104,10,0,4,5,6
5632480,10,0,4,0,2
5685120,10,0,5,0,4
5713456,10,0,5,0,2
5714688,10,0,1,0,2
5716368,10,0,4,5,20
5720512,10,0,3,4,6
5720736,10,0,4,5,6
5724096,10,0,5,5,8
5730592,10,0,5,0,5
5733616,10,0,5,0,2
5741232,10,0,5,4,6
5766208,10,0,5,0,2
5803952,10,0,5,4,6
5814816,10,0,5,0,1
5829712,10,0,4,5,15
5862752,10,0,5,0,6
5863536,10,0,5,4,14
5865664,10,0,5,0,10
5871264,10,0,5,4,6
5873168,10,0,4,0,4
5890304,10,0,4,5,9
5911248,10,0,5,5,8
5917072,10,0,4,5,7
5923120,10,0,4,1,3
5931968,10,0,5,1,9
5933312,10,0,4,5,9
5959520,10,0,5,4,8
5965232,10,0,3,4,12
5972960,10,0,5,5,11
5994688,10,0,5,5,15
6014736,10,0,5,0,4
6047664,10,0,4,5,7
6071072,10,0,4,5,30
6073648,10,0,5,0,8
6076896,10,0,5,5,15
6077904,10,0,5,0,1
6087984,10,0,4,4,7
6095936,10,0,5,0,4
6096048,10,0,5,5,13
6102992,10,0,4,4,6
6129200,10,0,5,5,6
6139616,10,0,1,4,10
6140736,10,0,5,4,8
6151040,10,0,4,5,15
6159776,10,0,5,3,9
6159888,10,0,5,0,1
6257552,10,0,1,4,6
6266288,10,0,4,5,17
6267856,10,0,4,5,20
6303920,10,0,4,0,6
6309856,10,0,5,4,10
6320832,10,0,5,0,4
6338080,10,0,4,5,7
6366976,10,0,5,5,11
6376048,10,0,4,5,21
6376832,10,0,4,5,30
6394192,10,0,5,0,6
6394416,10,0,1,5,25
6404832,10,0,5,5,25
6405504,10,0,4,0,1
6407408,10,0,5,5,6
6414576,10,0,5,0,4
6448624,10,0,5,2,22
6454784,10,0,4,0,4
6468560,10,0,3,0,4
6470128,10,0,5,0,6
6473264,10,0,5,0,5
6474608,10,0,5,3,9
6487040,10,0,5,4,8
6508432,10,0,5,0,3
6509552,10,0,5,4,16
6538224,10,0,5,0,6
6543376,10,0,5,5,14
6569360,10,0,4,0,6
6594672,10,0,5,4,14
6629168,10,0,5,4,6
6629504,10,0,4,0,4
6630288,10,0,5,4,10
6637456,10,0,4,0,12
6657952,10,0,5,0,6
6665568,10,0,5,0,4
6676320,10,0,5,0,3
6678896,10,0,3,0,3
6683376,10,0,4,0,1
6687408,10,0,5,0,1
6698832,10,0,4,4,6
6715408,10,0,5,0,2
6716528,10,0,5,0,8
6749120,10,0,4,0,3
6761664,10,0,5,4,14
6772752,10,0,5,0,2
6783616,10,0,4,5,6
6786752,10,0,4,0,2
6813632,10,0,5,0,4
6839280,10,0,5,0,4
6840848,10,0,5,5,6
6845328,10,0,5,0,15
6847120,10,0,1,4,12
6857200,10,0,5,5,20
6864368,10,0,5,4,7
6874672,10,0,5,5,7
6881504,10,0,4,0,8
6895056,10,0,4,5,13
6898416,10,0,5,5,8
6907936,10,0,4,5,20
6980624,10,0,5,4,14
6998992,10,0,4,5,11
7002464,10,0,5,4,16
7004816,10,0,5,0,6
7006832,10,0,5,5,25
7025088,10,0,4,4,7
7053536,10,0,4,4,7
7056000,10,0,5,5,8
7058128,10,0,3,0,4
7071568,10,0,1,4,8
7087808,10,0,4,5,9
7101584,10,0,5,0,8
7138432,10,0,5,5,11
7139888,10,0,5,4,16
7158592,10,0,5,0,6
7160384,10,0,5,5,15
7163072,10,0,4,4,8
7177296,10,0,5,5,11
7198128,10,0,4,0,2
7198464,10,0,5,0,1
7200144,10,0,3,4,5
7200816,10,0,5,0,2
7210448,10,0,4,5,6
7214368,10,0,1,0,12
7221872,10,0,4,0,15
7237328,10,0,4,0,1
7263872,10,0,5,0,1
7265552,10,0,5,5,11
7274176,10,0,5,0,8
7284032,10,0,4,4,9
7326032,10,0,5,4,9
7333312,10,0,5,0,4
7336336,10,0,4,5,10
7348992,10,0,5,3,11
7367920,10,0,5,0,8
7368928,10,0,1,5,9
7387968,10,0,5,0,4
7399840,10,0,5,5,9
7405664,10,0,4,4,10
7407008,10,0,4,4,10
7410480,10,0,5,0,4
7415296,10,0,4,5,15
7417312,10,0,4,5,20
7418880,10,0,4,0,1
7419216,10,0,4,2,3
7422912,10,0,4,5,15
7431984,10,0,4,0,2
7447552,10,0,4,5,7
7460656,10,0,4,0,8
7462000,10,0,5,0,1
7467712,10,0,4,0,1
7469728,10,0,4,0,4
7473872,10,0,4,0,2
7479360,10,0,5,5,17
7490784,10,0,5,4,5
7497616,10,0,5,5,10
7526736,10,0,5,4,6
7540176,10,0,4,3,5
7558096,10,0,5,0,4
7567168,10,0,5,0,10
7579152,10,0,5,4,6
7590464,10,0,5,5,9
7613088,10,0,4,5,7
7619472,10,0,5,4,5
7624624,10,0,5,0,1
7625072,10,0,4,4,14
7641088,10,0,5,0,1
7644112,10,0,5,5,7
7646016,10,0,1,5,11
7678944,10,0,5,4,12
7683424,10,0,4,0,2
7690816,10,0,4,0,1
7695856,10,0,4,4,8
7704592,10,0,3,3,7
7711648,10,0,5,0,4
7727888,10,0,5,0,1
7740656,10,0,5,0,10
7752528,10,0,5,5,11
7798224,10,0,3,5,11
7817936,10,0,5,4,9
7828352,10,0,2,4,8
7833280,10,0,5,4,6
7843696,10,0,5,2,6
7845376,10,0,5,0,3
7850640,10,0,5,0,4
7851648,10,0,4,0,1
7855680,10,0,5,0,1
7941472,10,0,4,0,8
7942032,10,0,3,0,4
7943376,10,0,4,4,8
7946960,10,0,4,4,7
7956256,10,0,4,0,3
7969248,10,0,4,4,12
7982016,10,0,5,5,9
7997808,10,0,4,0,1
7999488,10,0,4,5,17
7999824,10,0,4,5,17
8005424,10,0,5,0,2
8007216,10,0,4,5,17
8035888,10,0,4,0,6
8041712,10,0,5,4,6
8043616,10,0,5,0,6
8071056,10,0,5,0,2
8081920,10,0,4,4,5
8099056,10,0,5,4,10
8099840,10,0,4,0,4
8104656,10,0,5,5,13
8122352,10,0,4,0,8
8131760,10,0,5,5,14
8159424,10,0,4,0,2
8161104,10,0,5,0,1
8193024,10,0,5,4,6
8194032,10,0,5,0,2
8204560,10,0,5,4,6
8209936,10,0,5,5,9
8213184,10,0,5,0,6
8266384,10,0,5,0,3
8314880,10,0,3,4,14
8333696,10,0,5,5,8
8353968,10,0,4,0,8
8365280,10,0,4,0,6
8392048,10,0,5,5,11
8408288,10,0,5,0,2
8443232,10,0,5,5,17
8481312,10,0,5,5,7
8512112,10,0,5,5,13
8516592,10,0,4,0,10
8525328,10,0,5,0,10
8538768,10,0,4,4,9
8557360,10,0,4,3,4
8568896,10,0,5,0,5
8572032,10,0,4,0,8
8592416,10,0,5,0,4
8605632,10,0,4,0,3
8606080,10,0,5,0,8
8618064,10,0,5,5,9
8621984,10,0,5,0,5
8638336,10,0,2,5,15
8645280,10,0,5,0,6
8674064,10,0,5,0,4
8690752,10,0,4,0,15
8695008,10,0,5,2,4
8710464,10,0,4,4,14
8732640,10,0,5,0,2
8746864,10,0,5,0,2
8750336,10,0,3,4,10
8835904,10,0,4,5,17
8868384,10,0,4,0,3
8923936,10,0,5,4,5
8927520,10,0,4,0,12
8967056,10,0,4,4,9
8968400,10,0,5,0,8
8972768,10,0,5,5,25
8977024,10,0,5,0,5
8981280,10,0,5,0,5
9011968,10,0,5,4,10
9015888,10,0,5,0,2
9021712,10,0,4,5,20
9028768,10,0,4,0,9
9037616,10,0,4,0,25
9071440,10,0,4,5,11
9118256,10,0,4,4,7
9120608,10,0,4,0,1
9158912,10,0,5,0,1
9166080,10,0,5,5,17
9166416,10,0,4,0,15
9177952,10,0,5,0,1
9187472,10,0,5,5,15
9192624,10,0,4,5,20
9198336,10,0,5,5,20
9215360,10,0,3,0,3
9233056,10,0,5,0,4
9277632,10,0,4,5,17
9279648,10,0,4,5,13
9307424,10,0,5,5,9
9308096,10,0,5,5,9
9334864,10,0,5,4,9
9351216,10,0,4,4,6
9371264,10,0,4,1,9
9420992,10,0,5,5,13
9427376,10,0,4,4,8
9463104,10,0,5,4,7
9493120,10,0,5,0,1
9495248,10,0,4,5,13
9507568,10,0,2,5,25
9508464,10,0,4,0,1
9535792,10,0,5,0,3
9545312,10,0,2,5,6
9546208,10,0,5,5,8
9548896,10,0,5,0,4
9572976,10,0,3,5,6
9629424,10,0,5,0,3
9634016,10,0,5,0,2
9655632,10,0,5,0,1
9674560,10,0,5,4,5
9686768,10,0,5,4,5
9713088,10,0,4,0,9
9713648,10,0,5,0,4
9719584,10,0,4,4,6
9722272,10,0,4,4,12
9726080,10,0,4,0,6
9729216,10,0,5,5,9
9730224,10,0,5,0,10
9731120,10,0,5,5,11
9739408,10,0,5,0,4
9750384,10,0,5,5,11
9754752,10,0,5,0,10
9761920,10,0,5,0,1
9772448,10,0,4,0,10
9774352,10,0,5,0,1
9775696,10,0,5,0,8
9809296,10,0,5,5,11
9820048,10,0,5,0,3
9845920,10,0,4,5,9
9846032,10,0,5,0,8
9850176,10,0,5,4,7
9855216,10,0,4,0,2
9880976,10,0,5,5,30
9885680,10,0,5,4,5
9900800,10,0,4,0,12
9901920,10,0,5,0,5
9906848,10,0,4,0,1
9921408,10,0,4,5,25
9923424,10,0,5,0,2
9924544,10,0,5,0,3
9944256,10,0,2,4,12
9954896,10,0,4,0,6
9968448,10,0,5,5,20
9971920,10,0,3,5,13
9998800,10,0,5,5,8
10000256,10,0,5,0,1
10010112,10,0,5,5,13
10012688,10,0,5,4,5
10023440,10,0,4,5,20
10025232,10,0,5,4,8
10027024,10,0,4,0,8
10032960,10,0,5,0,5
10040912,10,0,5,4,7
10050880,10,0,3,5,20
10068688,10,0,4,4,6
10094224,10,0,5,0,6
10094784,10,0,5,0,8
10101840,10,0,5,3,7
10103968,10,0,4,0,4
10150224,10,0,5,0,6
10151568,10,0,5,1,7
10158288,10,0,5,4,16
10164000,10,0,4,3,9
10168368,10,0,5,5,13
10169824,10,0,4,4,5
10174416,10,0,4,0,9
10197600,10,0,5,0,5
10201632,10,0,4,0,1
10224032,10,0,4,5,11
10239264,10,0,5,0,2
10268160,10,0,5,4,5
10270288,10,0,5,4,12
10300864,10,0,5,4,6
10307472,10,0,5,0,5
10312176,10,0,4,0,10
10348352,10,0,4,0,6
10393488,10,0,5,0,1
10405136,10,0,5,0,10
10427872,10,0,5,0,1
10431456,10,0,5,0,4
10478944,10,0,4,4,9
10496864,10,0,5,5,30
10509408,10,0,5,4,8
10523632,10,0,5,0,15
10542896,10,0,5,2,5
10559808,10,0,4,5,13
10572464,10,0,5,0,2
10631936,10,0,4,4,7
10635520,10,0,4,0,10
10636416,10,0,5,0,1
10656464,10,0,5,0,3
10657584,10,0,4,3,5
10658480,10,0,4,5,11
10661056,10,0,4,5,10
10664416,10,0,5,0,9
10686368,10,0,4,0,3
10693312,10,0,4,0,5
10704288,10,0,5,0,10
10707872,10,0,5,5,13
10712576,10,0,5,5,25
10718624,10,0,1,5,9
10727360,10,0,5,0,10
10763200,10,0,5,0,1
10763984,10,0,5,0,3
10795792,10,0,4,0,1
10806992,10,0,5,5,13
10811136,10,0,5,0,2
10819872,10,0,4,0,15
10838912,10,0,5,0,9
10840704,10,0,5,0,10
10847312,10,0,4,5,13
10871280,10,0,5,0,4
10888864,10,0,5,0,6
10895136,10,0,3,0,2
10916864,10,0,5,0,8
10937472,10,0,4,0,6
10964464,10,0,5,4,5
10977120,10,0,4,4,9
10980144,10,0,4,0,4
10986640,10,0,1,4,12
11001312,10,0,5,5,9
11037376,10,0,5,5,10
11037600,10,0,5,0,9
