,index,product_id,category_id,subcategory_id,manufacturer_id,selling_price_per_unit
0,0,1120336,1122576,1125264,1122016,16.01
1,1,1939280,1122576,1125152,1134336,8.79
2,2,1681456,1123472,1130640,1150128,25.0
3,3,1120224,1122576,1125264,1122016,20.38
4,4,1120112,1122576,1125264,1122016,25.38
5,7,2080176,1122576,1125264,1122016,22.6
6,8,1125488,1122576,1125376,1134896,63.64
7,9,2199568,1122576,1125376,1126048,32.0
8,10,2223200,1122912,1127392,1148896,16.8
9,11,1741936,1122464,1124144,1134336,96.99
10,12,1902656,1123472,1131312,1150128,19.0
11,13,1668240,1122576,1125376,1134336,22.0
12,14,1685040,1123472,1130640,1150128,12.0
13,16,1672608,1123472,1131312,1150128,30.0
14,20,1571024,1122576,1125264,1124592,29.5
15,21,1684032,1123472,1130640,1150128,5.0
16,23,1125040,1122576,1125040,1128288,58.0
17,24,2122736,1123472,1130640,1150128,5.0
18,25,1686160,1123472,1130640,1150128,8.0
19,27,1366960,1122688,1138704,1136464,21.0
20,28,1371552,1122464,1124704,1186528,49.87
21,29,2165520,1123136,1128960,1149120,116.97
22,30,2118368,1123472,1130640,1150128,7.0
23,31,1683024,1123472,1130640,1150128,8.0
24,33,2026640,1122576,1125264,1122016,20.35
25,34,2035488,1122464,1124816,1137360,20.5
26,36,1121008,1122576,1125264,1134896,70.42
27,37,1683808,1123472,1130640,1150128,5.0
28,39,2118816,1123472,1130640,1150128,16.0
29,40,1379840,1122576,1125040,1134336,53.09
30,41,1124256,1122576,1124928,1122016,40.66
31,43,1647632,1123472,1131312,1150128,70.0
32,44,2219952,1123472,1130640,1150128,18.0
33,45,1684256,1123472,1130640,1150128,4.0
34,46,1681904,1123472,1130640,1150128,5.0
35,50,2207184,1123472,1130640,1150128,15.0
36,51,1120560,1122576,1125264,1134336,20.01
37,54,2165968,1122576,1125376,1122016,21.9
38,55,1933568,1122576,1125376,1134336,35.2
39,56,1845648,1123024,1128064,1136352,147.32
40,57,1688064,1123472,1130640,1150128,11.0
41,59,2333744,1123472,1137808,1150128,50.0
42,61,2081408,1122464,1124816,1134896,45.87
43,64,1707888,1122576,1125264,1134336,20.01
44,66,1120672,1122576,1125264,1134336,17.01
45,71,1694560,1123472,1131312,1150128,140.0
46,72,2255568,1122464,1124144,1152592,110.5
47,73,1690080,1123472,1131312,1150128,50.0
48,77,2186016,1123472,1131312,1150128,110.0
49,78,1722448,1122464,1124480,1150128,38.4
50,79,1685824,1123472,1137808,1150128,30.0
51,80,1966160,1122576,1125264,1145424,72.0
52,82,1612016,1122464,1124704,1186528,246.75
53,84,1693776,1123472,1131312,1150128,55.0
54,86,2049488,1122576,1125264,1146992,25.5
55,87,1683696,1123472,1130640,1150128,5.0
56,89,1371328,1122464,1124704,1138144,16.38
57,90,1695568,1123472,1131312,1150128,155.0
58,91,1626912,1124480,1126272,1136352,85.73
59,92,1686720,1123472,1137808,1150128,50.0
60,93,1120896,1122688,1125488,1129072,26.75
61,97,2096416,1122912,1127280,1135904,4.75
62,98,1120448,1122576,1125264,1134336,25.01
63,99,2166080,1122576,1125152,1122016,8.1
64,103,1418032,1122912,1127280,1123248,24.63
65,105,1687392,1123472,1130640,1150128,5.0
66,106,1666448,1123472,1130640,1150128,15.0
67,108,1693888,1123472,1130640,1150128,30.0
68,109,2160144,1124480,1126272,1140496,14.8
69,110,1371216,1122464,1124704,1138144,27.1
70,115,1670032,1123472,1131312,1150128,38.0
71,116,1121120,1122688,1125488,1129072,16.8
72,117,2356816,1122576,1125264,1156064,27.9
73,120,1687504,1123472,1130640,1150128,25.0
74,127,2119264,1123472,1130640,1150128,5.0
75,131,1122464,1122688,1125488,1129072,42.0
76,135,1666224,1122576,1125376,1134896,27.27
77,136,1120784,1122688,1125488,1129072,23.4
78,137,1132320,1122912,1127280,1123248,35.71
79,140,2109744,1122464,1124816,1148224,24.75
80,141,1688624,1123472,1130640,1150128,5.0
81,143,1682688,1123472,1130640,1150128,75.0
82,145,2072448,1123024,1127952,1135120,0.0
83,150,1872976,1122576,1125040,1122016,52.13
84,151,2361744,1122464,1124144,1130528,0.0
85,156,1688960,1123472,1130640,1150128,8.0
86,161,1673952,1122688,1125488,1122688,23.0
87,163,1915760,1123472,1132992,1141952,53.89
88,164,1684816,1123472,1130640,1150128,12.0
89,169,1931776,1122576,1124928,1122016,48.29
90,172,1926288,1122688,1125600,1142512,29.25
91,173,1745856,1122464,1124144,1135904,107.65
92,180,2332960,1124480,1126160,1149344,25.96
93,181,1667008,1122688,1125488,1129072,22.0
94,186,2028320,1123024,1128288,1124368,0.0
95,188,1676304,1122688,1125488,1122688,42.0
96,191,1917552,1123248,1126048,1135232,133.0
97,196,1122576,1122688,1125488,1129072,21.3
98,197,2043664,1122576,1125376,1128288,24.0
99,200,2049376,1122576,1125264,1146992,19.8
100,202,1673840,1122688,1125488,1122688,23.0
101,203,1570912,1122576,1125264,1124592,24.0
102,208,1677536,1122576,1125152,1134336,14.0
103,209,1966048,1122576,1125040,1172192,42.0
104,211,2061920,1123472,1131312,1150128,20.0
105,213,2377088,1122576,1124928,1134336,63.7
106,214,1708336,1123472,1130640,1150128,25.0
107,215,1617728,1122464,1124816,1137360,47.8
108,216,2351776,1123136,1130304,1134896,21.81
109,219,1971536,1122688,1125488,1122688,27.0
110,221,2122848,1123472,1130640,1150128,12.0
111,227,1399216,1124480,1126272,1140496,50.92
112,229,1650992,1123472,1130640,1150128,8.0
113,232,2083536,1122912,1127616,1136016,17.63
114,233,2055984,1123024,1128288,1124368,41.44
115,234,1690640,1123472,1130640,1150128,5.0
116,240,2186240,1124480,1126160,1149344,123.9
117,241,1617392,1122464,1124816,1137360,0.0
118,243,1125936,1122576,1125152,1140160,50.99
119,249,1915872,1123472,1132992,1141952,26.95
120,253,2227904,1122912,1127616,1136016,41.0
121,255,1729280,1122464,1124480,1150128,47.4
122,256,1131760,1122912,1127280,1123248,18.18
123,261,1611008,1122464,1124592,1132208,273.0
124,267,1144528,1123248,1129520,1124256,29.95
125,268,1926512,1122464,1124032,1142512,142.5
126,270,1709120,1123472,1137808,1150128,10.0
127,272,1685712,1123472,1137808,1150128,50.0
128,273,2226448,1122912,1127616,1136016,57.31
129,278,2185904,1123136,1130304,1134896,17.27
130,279,1620528,1122464,1124816,1137360,0.0
131,280,2288608,1122912,1127280,1139152,0.0
132,284,1666560,1123472,1131312,1150128,90.0
133,286,1235808,1122912,1127280,1123248,13.19
134,287,1690416,1123472,1131312,1150128,120.0
135,292,1647968,1123472,1131312,1150128,140.0
136,293,1970192,1122912,1127280,1123248,45.4
137,305,1902208,1122576,1125376,1134336,17.5
138,307,1617280,1122464,1124816,1137360,0.0
139,308,1666784,1123472,1131312,1150128,24.0
140,311,2045568,1123472,1131312,1150128,59.0
141,319,1696016,1123472,1131312,1150128,100.0
142,334,2155888,1124144,1135232,1149008,95.79
143,336,1873200,1122688,1125824,1140832,70.0
144,339,1568672,1122912,1127616,1121568,24.0
145,345,1694672,1123472,1130640,1150128,26.0
146,347,1681120,1123472,1131312,1150128,70.0
147,348,2329824,1123472,1132992,1154384,24.25
148,352,1902320,1122576,1125152,1134336,8.8
149,353,2118480,1123472,1130640,1150128,7.0
150,354,1648192,1123472,1131312,1150128,60.0
151,358,1616608,1122464,1124816,1137360,55.8
152,359,1969184,1122464,1131088,1128400,88.0
153,360,1397200,1124480,1126272,1140496,59.25
154,361,1673728,1122688,1125488,1122688,23.0
155,367,2075360,1123136,1128960,1147328,95.92
156,368,1131872,1122912,1127280,1123248,17.6
157,369,1685488,1123472,1130640,1150128,10.0
158,376,1901872,1122576,1125376,1134336,44.0
159,378,1665104,1123024,1128176,1133440,99.25
160,380,1576512,1122464,1124032,1130528,205.0
161,381,1673504,1122688,1125488,1122688,23.0
162,386,1367184,1122464,1124480,1133104,32.02
163,387,1731408,1122464,1124480,1150128,36.6
164,388,1630160,1122464,1131088,1150128,175.0
165,394,1901984,1122576,1125376,1134336,17.5
166,396,1681344,1123472,1130640,1150128,10.0
167,397,1647296,1123472,1131312,1150128,40.0
168,411,1522976,1123024,1128400,1135120,0.0
169,414,1367072,1122464,1124480,1133104,40.95
170,415,1381968,1122576,1125264,1134896,156.48
171,425,1690304,1123472,1131312,1150128,34.0
172,426,1946672,1122688,1138704,1122576,81.81
173,429,1684928,1123472,1130640,1150128,10.0
174,432,2199904,1122576,1125376,1126048,32.0
175,434,2119488,1123472,1130640,1150128,16.0
176,437,2314816,1123248,1128512,1123472,257.26
177,439,1698256,1122576,1125264,1122016,26.07
178,440,2142672,1122912,1127280,1133776,57.7
179,443,1397312,1124480,1126272,1140496,25.0
180,444,1414000,1122912,1127280,1123248,17.85
181,446,1676864,1124480,1126272,1140496,100.0
182,447,1919008,1123136,1128960,1134896,139.45
183,453,1685936,1123472,1137808,1150128,50.0
184,457,1635200,1124480,1126496,1140496,37.04
185,472,1413440,1122912,1127280,1123248,26.39
186,474,1413776,1122912,1127280,1123248,13.19
187,479,2050272,1123024,1128288,1124368,91.3
188,480,1681792,1123472,1130640,1150128,10.0
189,488,1694112,1123472,1130640,1150128,12.0
190,491,1604176,1124480,1126272,1140496,309.23
191,492,2119376,1123472,1130640,1150128,7.0
192,506,1497328,1124704,1139488,1140496,0.0
193,518,1856288,1123136,1129072,1121568,0.0
194,523,2189040,1124480,1137360,1147776,174.64
195,524,1964480,1122576,1125264,1134336,58.0
196,525,1971648,1122464,1124816,1123696,19.48
197,548,2222864,1122464,1124816,1148896,30.71
198,556,1553664,1123248,1129632,1125040,17.39
199,567,1121568,1122576,1125264,1122016,62.17
200,568,1383088,1122576,1125376,1134896,31.82
201,577,1786288,1122912,1127280,1135904,8.88
202,578,1123696,1122688,1125824,1122464,80.0
203,582,2061584,1123472,1131312,1150128,25.0
204,583,1383872,1122688,1125600,1131536,174.55
205,586,2045792,1124480,1126160,1137584,0.0
206,589,1673392,1122688,1125488,1122688,28.0
207,602,1816528,1123024,1128288,1129744,44.64
208,604,1434832,1123024,1127728,1123024,158.0
209,617,2144352,1122464,1131088,1150128,349.0
210,619,1687952,1123472,1130640,1150128,10.0
211,621,1601376,1122576,1124928,1122016,41.55
212,623,1646400,1122912,1127280,1123248,33.32
213,624,1378608,1122576,1124928,1122016,71.22
214,633,1673616,1122688,1125488,1122688,25.0
215,639,1382752,1122576,1125376,1134336,13.2
216,645,1596784,1123024,1127952,1133664,0.0
217,650,1601264,1122800,1135008,1128176,221.73
218,651,2119152,1123472,1130640,1150128,12.0
219,657,2275952,1122464,1124816,1134560,57.6
220,658,1693328,1122464,1124032,1130528,141.5
221,663,1124368,1122576,1124928,1122016,24.09
222,664,1556464,1123248,1129856,1136016,13.3
223,665,1713600,1122912,1127280,1133776,28.31
224,666,1676080,1122576,1125376,1126048,32.0
225,672,1782256,1122912,1127392,1128624,38.28
226,673,1372336,1122464,1124704,1123584,0.0
227,674,1694000,1123472,1130640,1150128,6.0
228,677,1553888,1123248,1129632,1125040,17.39
229,681,1622992,1122464,1124816,1133888,48.67
230,682,1413664,1122912,1127280,1123248,17.85
231,687,1686944,1123472,1137808,1150128,25.0
232,705,1932896,1122576,1139376,1129632,25.86
233,713,2141552,1122912,1127280,1133776,23.25
234,720,1527120,1123136,1128624,1135904,58.33
235,722,1646624,1124480,1126160,1140496,74.1
236,725,2109072,1122464,1124816,1148224,27.5
237,726,1123584,1122688,1125824,1122464,100.0
238,727,1125600,1122576,1125152,1122016,10.32
239,728,2188592,1123024,1128288,1124368,79.27
240,733,1908816,1122576,1124928,1134336,114.12
241,735,1767248,1124480,1126160,1191344,77.27
242,741,1649872,1124480,1126496,1135904,8.89
243,742,1358000,1122464,1124032,1136464,21.5
244,744,2054528,1123024,1128288,1124368,48.64
245,748,1422960,1122912,1127280,1188768,4.4
246,752,2329040,1123472,1132992,1154384,28.0
247,756,1902096,1122576,1125376,1134336,17.5
248,759,1725472,1123696,1131760,1147552,199.75
249,771,2164736,1122576,1125376,1134896,31.82
250,776,1576400,1122464,1124032,1130528,210.0
251,778,1691760,1123472,1130640,1150128,60.0
252,784,2092944,1122464,1124816,1135904,35.55
253,792,1636992,1123024,1127728,1131872,37.5
254,796,1441664,1123024,1127728,1131872,37.5
255,800,1727152,1122688,1138704,1121680,54.15
256,801,1674064,1122688,1125488,1122688,13.5
257,802,2159808,1124480,1126272,1140496,48.14
258,806,1419040,1122912,1127280,1123248,26.39
259,807,1121344,1122576,1125264,1122016,54.53
260,810,2285808,1123024,1127728,1140496,36.1
261,816,1870512,1122464,1124704,1154160,245.0
262,820,1689520,1122464,1124816,1124704,34.0
263,825,1399552,1124480,1126272,1133440,90.32
264,826,1750224,1122688,1125600,1122240,231.3
265,832,1968288,1123024,1127728,1136688,90.9
266,839,1729168,1122464,1124480,1150128,31.1
267,844,1916432,1123024,1128288,1135904,71.98
268,847,1867152,1123136,1130304,1135904,8.88
269,848,1661744,1122576,1125376,1126048,32.0
270,849,1903888,1124480,1137360,1147776,29.5
271,858,2129232,1123024,1127728,1131872,40.0
272,862,2307648,1122464,1131088,1153488,46.73
273,877,2118592,1123472,1130640,1150128,8.0
274,882,1662864,1124480,1126160,1191344,70.9
275,886,2079728,1123248,1129632,1123472,111.41
276,887,1377712,1122576,1124928,1122016,95.87
277,898,1971984,1123248,1129632,1129296,107.31
278,899,1770272,1124480,1126496,1153040,114.0
279,900,1748992,1122576,1125264,1122016,63.93
280,902,2291968,1123472,1131312,1150128,140.0
281,910,1674736,1122688,1125488,1122688,32.0
282,911,1902432,1123136,1128960,1140496,112.61
283,917,1870064,1122688,1125824,1122464,200.0
284,918,1690192,1123472,1130640,1150128,7.0
285,929,1492512,1123024,1128064,1130976,122.65
286,937,2129008,1123024,1127728,1131872,40.0
287,938,2337104,1123024,1128064,1155728,0.0
288,944,1552544,1123248,1129632,1123472,111.41
289,945,1124144,1122576,1124928,1122016,198.91
290,947,2044224,1122576,1125376,1128288,33.0
291,952,2140656,1123024,1128176,1128176,54.16
292,954,2057216,1123024,1128288,1124368,76.57
293,969,1360800,1122464,1124144,1121344,104.5
294,970,2376864,1122576,1125264,1134336,24.17
295,971,1597792,1124480,1137360,1147776,29.5
296,973,2108512,1122464,1124816,1148224,104.53
297,980,1694336,1123472,1130640,1150128,60.0
298,984,1687840,1123472,1130640,1150128,9.0
299,986,1426096,1122912,1127280,1130528,9.36
300,992,1667456,1123248,1129632,1129296,200.0
301,993,1129296,1122688,1125600,1131536,146.2
302,994,1507296,1123024,1128176,1140496,0.0
303,1003,1593424,1122576,1125376,1134896,31.82
304,1010,2207296,1122800,1134896,1136352,0.0
305,1016,1958544,1123136,1128960,1126720,61.5
306,1020,2042096,1123248,1129632,1146768,148.8
307,1021,2107504,1122912,1127280,1133776,17.0
308,1027,2117808,1122688,1125488,1148336,78.0
309,1028,1610000,1122464,1124144,1121344,610.0
310,1035,2080288,1123136,1134784,1141616,124.69
311,1039,1364608,1123136,1134784,1128400,47.99
312,1045,2075136,1123472,1131312,1150128,125.0
313,1046,1698032,1123472,1137808,1150128,15.0
314,1051,1664992,1122688,1125824,1122464,168.0
315,1063,1928864,1124144,1135232,1142624,216.66
316,1064,1725696,1123696,1131760,1147552,144.5
317,1065,1758736,1122800,1126832,1191344,0.0
318,1069,2333968,1122688,1125824,1150128,41.0
319,1070,2106272,1122464,1124704,1148112,45.0
320,1075,1677760,1122576,1125152,1122016,17.2
321,1080,1411648,1122800,1126832,1191344,27.26
322,1086,1580768,1122464,1124592,1132208,73.5
323,1092,2373952,1123136,1128960,1124816,0.0
324,1093,1683248,1123472,1130640,1150128,10.0
325,1101,2373504,1123472,1137808,1150128,112.5
326,1102,2050048,1124144,1134672,1134336,214.87
327,1109,1370432,1122464,1124592,1132208,84.525
328,1122,2344496,1122688,1125824,1150128,117.0
329,1123,1671264,1123248,1129632,1128736,115.5
330,1143,2030896,1122576,1125152,1129632,28.54
331,1152,1386672,1122688,1138704,1136464,34.0
332,1154,2062368,1122912,1127280,1147216,321.8
333,1168,1964368,1122576,1125152,1134336,21.49
334,1184,2104144,1122800,1134448,1148000,149.3
335,1185,1358784,1122464,1124144,1121344,102.0
336,1193,1682464,1123472,1130640,1150128,25.0
337,1203,1955184,1122464,1124704,1128400,71.28
338,1205,1453872,1123024,1127728,1136688,79.09
339,1207,2329152,1123472,1132992,1154384,28.0
340,1214,2136064,1124144,1134672,1148560,283.5
341,1215,2306864,1122688,1138704,1153600,26.0
342,1217,1990128,1123136,1130304,1123696,9.0
343,1223,1921360,1123696,1133552,1147552,126.65
344,1232,2066848,1122464,1124480,1137248,40.18
345,1234,1861552,1123248,1129856,1125040,36.36
346,1236,1999312,1123136,1132320,1127952,0.0
347,1244,1428224,1122912,1127392,1128624,37.85
348,1245,2066624,1122688,1125824,1140832,160.0
349,1249,1677984,1124480,1126272,1140496,9.26
350,1256,1718080,1122688,1125488,1138480,66.0
351,1257,1552432,1123248,1129632,1123472,28.0
352,1262,1420720,1122912,1127280,1123248,18.18
353,1263,1827056,1123024,1128176,1133440,0.0
354,1270,1671712,1123024,1128400,1135120,0.0
355,1271,1836912,1123024,1128288,1140496,0.0
356,1282,1367296,1122464,1124480,1133104,34.65
357,1284,1947232,1122912,1127280,1123472,8.9
358,1291,1610896,1122464,1124592,1132208,60.0
359,1313,1885744,1123696,1133552,1147552,254.15
360,1314,1361024,1122464,1124144,1121344,95.83
361,1328,1367968,1122464,1124480,1133104,43.57
362,1329,1432816,1122912,1127616,1136016,30.38
363,1330,1398656,1124480,1126272,1140496,175.92
364,1333,1766240,1122800,1126832,1137584,58.24
365,1334,1132096,1122912,1127280,1123248,21.99
366,1340,1774304,1124480,1126496,1140496,41.66
367,1344,1393616,1124480,1126160,1191344,68.18
368,1347,1121680,1122576,1125264,1134896,75.11
369,1348,1829296,1124704,1139488,1135120,0.0
370,1355,1552656,1123248,1129632,1123472,28.0
371,1359,2182544,1124480,1126272,1136352,169.95
372,1360,1518384,1123024,1128288,1125040,81.82
373,1366,1680784,1123136,1128624,1140496,121.62
374,1367,1717520,1122688,1125488,1138480,44.0
375,1372,1782032,1122912,1127392,1128624,38.69
376,1377,2181760,1123248,1129856,1129184,0.0
377,1385,2334752,1123136,1128624,1140496,0.0
378,1396,1600816,1122464,1124144,1123808,91.58
379,1405,2214800,1123024,1128288,1136352,0.0
380,1408,1365504,1122464,1124704,1128400,51.99
381,1416,1758960,1124480,1126272,1140496,189.81
382,1432,2257248,1122912,1127392,1148896,19.6875
383,1437,1400112,1124480,1126272,1191344,54.55
384,1439,2370704,1122464,1124816,1125824,0.0
385,1440,2118032,1123472,1130640,1150128,12.0
386,1451,1906352,1123024,1127952,1147776,64.9
387,1453,1125376,1122576,1125376,1134896,50.0
388,1454,1720432,1123248,1129632,1128400,88.76
389,1455,2289728,1124480,1126496,1140496,9.26
390,1468,2374736,1124704,1139712,1135120,128.52
391,1485,2084768,1123136,1134784,1120224,0.0
392,1497,1685152,1123472,1130640,1150128,3.0
393,1498,1667120,1122688,1125488,1129072,22.3
394,1500,1612464,1122912,1127616,1121232,63.75
395,1505,1963248,1122688,1125600,1142512,59.25
396,1514,1385776,1122688,1125600,1131536,254.38
397,1517,1682912,1123472,1130640,1150128,25.0
398,1521,2152864,1122688,1125824,1140832,125.0
399,1522,1886976,1123696,1133552,1147552,126.65
400,1561,1728608,1122464,1124480,1150128,40.0
401,1566,1385216,1122688,1125600,1131536,118.42
402,1575,2356928,1122576,1125152,1140160,67.98
403,1579,1648304,1123472,1131312,1150128,60.0
404,1585,2139984,1122800,1134896,1128176,43.86
405,1588,1682800,1123472,1130640,1150128,15.0
406,1592,2165856,1122576,1125376,1122016,33.0
407,1597,2181872,1123136,1132320,1149680,121.97
408,1598,1144080,1123248,1129632,1136016,16.8
409,1601,1687280,1123472,1130640,1150128,15.0
410,1604,1396416,1124480,1126160,1191344,54.55
411,1605,2320304,1122912,1127280,1123472,8.91
412,1606,1652672,1122464,1124704,1159984,0.0
413,1610,1676416,1123472,1131312,1150128,50.0
414,1611,1136240,1123248,1126048,1140496,292.23
415,1612,1635648,1123136,1130304,1134896,10.09
416,1618,1636320,1123136,1130304,1134896,40.36
417,1626,1363152,1122464,1124480,1128400,71.99
418,1628,1131648,1122912,1127280,1123248,44.84
419,1632,2121616,1122464,1124144,1134336,95.0
420,1635,1873424,1122688,1125824,1140832,40.0
421,1638,2377536,1122688,1125488,1156960,82.5
422,1645,1908032,1124480,1137360,1121008,120.36
423,1662,2003680,1122800,1134896,1191344,0.0
424,1669,1579648,1122464,1124144,1135904,504.0
425,1675,1574048,1122800,1126832,1126384,8.0
426,1683,2110192,1122464,1124816,1148224,19.25
427,1685,2314144,1122912,1127280,1123472,8.9
428,1694,1132992,1122912,1127280,1123472,26.73
429,1696,1687616,1123472,1137808,1150128,15.0
430,1712,1491952,1123024,1128064,1162224,0.0
431,1716,1640352,1122800,1126832,1126384,9.0
432,1727,2200240,1122576,1125376,1126048,48.0
433,1728,1694896,1123472,1130640,1150128,16.0
434,1733,1602832,1124480,1126496,1140496,38.99
435,1735,1781696,1122912,1127392,1128624,25.81
436,1736,1717632,1122688,1125488,1138480,48.4
437,1741,1947120,1122912,1127616,1136016,17.63
438,1748,1671936,1123136,1128624,1135904,112.5
439,1757,1645728,1123248,1129632,1135792,8.8
440,1771,2333856,1123472,1137808,1150128,15.0
441,1775,2018576,1123248,1129632,1123472,111.41
442,1782,2108960,1122464,1124816,1148224,19.26
443,1784,2226784,1122912,1127616,1136016,30.86
444,1791,1397984,1124480,1126272,1135904,39.56
445,1801,1859984,1123248,1129520,1124256,52.21
446,1807,1691088,1123472,1131312,1150128,135.0
447,1817,1550864,1123248,1129520,1136016,28.7
448,1819,2141104,1122800,1135008,1128176,65.21
449,1827,1432704,1122912,1127616,1136016,17.63
450,1829,1886528,1123696,1133552,1147552,84.15
451,1841,1900752,1122688,1125488,1122688,23.0
452,1853,1431808,1122912,1127616,1136016,17.63
453,1855,1625344,1122800,1135008,1128176,153.04
454,1870,2112880,1122464,1124816,1148224,16.5
455,1877,1760080,1123136,1134784,1128064,7.44
456,1885,1471680,1124704,1139600,1125040,60.71
457,1887,2283680,1122800,1134896,1125040,0.0
458,1890,1405824,1122800,1126720,1130528,13.0
459,1893,1678208,1123136,1128624,1140496,54.05
460,1903,1773968,1124480,1126496,1140496,143.52
461,1913,1636768,1122912,1127392,1128624,37.85
462,1917,1682240,1123472,1130640,1150128,20.0
463,1922,1432256,1122912,1127616,1136016,17.63
464,1932,1665328,1122576,1125376,1126048,30.39
465,1933,1493072,1123024,1128064,1136352,71.24
466,1949,1666896,1122688,1125488,1129072,21.75
467,1957,2378432,1123248,1129520,1124256,0.0
468,1968,2154880,1124144,1135232,1149008,83.3
469,1974,1759520,1123024,1138816,1136688,114.58
470,1975,1125264,1122576,1125376,1134896,63.64
471,1980,2033808,1123024,1127952,1140496,0.0
472,1989,2137856,1124144,1134672,1148560,348.3
473,1991,1432144,1122912,1127616,1136016,17.63
474,2031,1701280,1122464,1124816,1138144,46.5
475,2036,2004352,1122576,1125376,1134896,31.82
476,2037,2299696,1122464,1131088,1153488,303.87
477,2040,1131984,1122912,1127280,1123248,9.08
478,2043,2035264,1122800,1135008,1128176,65.21
479,2049,1376592,1122464,1124816,1133888,0.0
480,2056,2377648,1122688,1125488,1156960,82.5
481,2065,1432928,1122912,1127616,1136016,17.63
482,2066,1916208,1122576,1125152,1134336,10.32
483,2075,1886752,1123696,1133552,1147552,84.15
484,2079,1728832,1122464,1124480,1150128,30.0
485,2088,2377200,1122576,1125376,1134336,37.8
486,2091,2209424,1123024,1128064,1136352,67.83
487,2107,2142448,1122912,1127280,1133776,29.75
488,2115,1578192,1122464,1124480,1133104,41.47
489,2121,1887424,1123696,1133552,1147552,152.15
490,2123,1399104,1124480,1126272,1140496,189.81
491,2124,1571360,1124480,1126160,1191344,149.09
492,2173,1723008,1122912,1127392,1122912,180.54
493,2183,1740144,1122464,1124144,1122016,217.31
494,2185,1746864,1122464,1124032,1138144,34.0
495,2187,1697808,1123472,1130640,1150128,15.0
496,2190,2144576,1122464,1131088,1150128,65.0
497,2206,1901536,1123472,1130640,1150128,27.0
498,2208,1126496,1123136,1128960,1134896,88.99
499,2213,1873536,1122688,1125824,1140832,115.0
500,2224,2111536,1122464,1124704,1148224,8.3
501,2241,1387456,1123248,1126048,1140496,109.58
502,2242,1725920,1123696,1131760,1147552,96.91
503,2272,2139312,1124144,1134672,1148560,459.0
504,2273,1984304,1122576,1125152,1134336,21.49
505,2303,1714160,1122912,1127280,1131312,136.0
506,2307,1995728,1122912,1127280,1188768,17.6
507,2335,1726928,1122464,1124480,1150128,37.9
508,2346,1886080,1123696,1133552,1147552,126.65
509,2351,2157904,1123248,1129856,1124256,41.5
510,2352,1886416,1123696,1133552,1147552,84.15
511,2359,1424416,1122912,1127280,1188768,25.2
512,2360,2023840,1123024,1128064,1136352,71.24
513,2365,1722336,1123136,1130304,1134896,20.18
514,2393,1970752,1122576,1124928,1134336,97.25
515,2401,1862672,1123136,1132320,1122576,66.96
516,2402,1367520,1122464,1124480,1133104,30.45
517,2413,1970528,1122576,1125152,1134336,17.23
518,2424,2137744,1124144,1134672,1148560,225.0
519,2447,1570128,1124480,1126160,1191344,72.72
520,2448,1964704,1122464,1124032,1123808,138.99
521,2450,1681008,1123024,1128288,1124368,57.14
522,2456,1669584,1122800,1126720,1159984,15.56
523,2465,1700608,1122464,1124480,1138144,48.0
524,2471,1609328,1122464,1124144,1121344,89.5
525,2479,1672048,1123024,1128288,1135904,35.61
526,2481,2367120,1122352,1123696,1156288,77.22
527,2486,2072784,1122576,1125376,1122016,51.01
528,2488,2082864,1122912,1127168,1120224,0.0
529,2500,2258480,1122688,1125824,1152704,84.79
530,2508,2258144,1122464,1124704,1134112,45.0
531,2510,2289952,1124480,1126496,1140496,0.0
532,2514,2122960,1124480,1126272,1140496,184.25
533,2516,1431360,1122912,1127616,1121568,26.77
534,2526,2030784,1122576,1125152,1129632,28.54
535,2535,2057328,1123024,1128288,1124368,150.3
536,2548,1862112,1123248,1129520,1124256,51.6
537,2578,2222640,1122464,1124816,1148896,43.31
538,2618,2360960,1122912,1127616,1120672,38.85
539,2622,2199680,1122576,1125376,1126048,32.0
540,2642,1610560,1122464,1124144,1123808,99.0
541,2670,1661408,1123248,1129856,1166032,30.39
542,2680,1428560,1122912,1127392,1128624,39.59
543,2681,2335200,1122464,1124816,1136576,0.0
544,2687,2034368,1123472,1131312,1150128,75.0
545,2700,1661520,1122576,1125376,1126048,32.0
546,2712,2366672,1123136,1132320,1156288,69.0
547,2713,2208192,1124704,1139488,1136352,0.0
548,2738,1566544,1123136,1130304,1123696,20.0
549,2754,2383360,1123472,1131312,1150128,350.0
550,2769,2075920,1123472,1131312,1150128,230.0
551,2776,1922592,1122464,1131088,1150128,254.6
552,2777,2375968,1123248,1129856,1124256,0.0
553,2780,1357888,1122464,1124032,1136464,21.0
554,2781,1970640,1122576,1125376,1134336,13.5
555,2791,1658496,1122576,1125376,1134336,44.5
556,2797,1427888,1122912,1127392,1128624,36.12
557,2808,1676192,1122912,1127392,1128624,39.59
558,2811,1782704,1122912,1127392,1128624,37.85
559,2832,2017680,1123248,1129520,1136016,28.7
560,2854,1701392,1122464,1124816,1138144,60.0
561,2862,1402240,1123024,1138816,1130976,62.0
562,2864,1766352,1122800,1126832,1137584,53.36
563,2877,2301488,1122464,1131088,1153488,271.15
564,2882,1635424,1124480,1126160,1191344,74.54
565,2887,2108064,1123248,1129520,1124256,12.89
566,2893,1949808,1122576,1125152,1134336,43.75
567,2911,2366784,1123136,1132320,1156288,69.0
568,2930,1477280,1124704,1139600,1129744,57.0
569,2931,1491840,1123024,1128064,1130976,0.0
