,customer_id,Recency_flag,monetary_flag
13620,13529376,5,3
13621,13530944,5,3
13632,13542928,5,3
13634,13545504,5,3
13644,13563648,5,3
13647,13568576,5,3
13652,13572608,5,3
13656,13576528,5,3
13659,13580224,5,3
13668,13589296,5,3
13681,13603072,5,3
13683,13604976,5,3
13696,13614832,5,3
13698,13617184,5,3
13714,13633424,5,3
13715,13635328,5,3
13718,13638128,5,3
13719,13638912,5,3
13741,13665904,5,3
13745,13666912,5,3
13753,13672512,5,3
13758,13680128,5,3
13764,13685168,5,3
13772,13688752,5,3
13790,13706784,5,3
13800,13720560,5,3
13806,13729744,5,3
13812,13735456,5,3
13821,13744976,5,3
13823,13746208,5,3
13834,13755728,5,3
13845,13772528,5,3
13853,13778688,5,3
13855,13780144,5,3
13856,13780704,5,3
13857,13780928,5,3
13890,13808704,5,3
13891,13808816,5,3
13899,13817216,5,3
13901,13821808,5,3
13907,13837376,5,3
13913,13841968,5,3
13941,13867616,5,3
13955,13882064,5,3
13977,13897072,5,3
14006,13927088,5,3
14017,13934704,5,3
14025,13940752,5,3
14051,13978496,5,3
14105,14040208,5,3
14106,14040320,5,3
14112,14046032,5,3
14115,14048160,5,3
14116,14048496,5,3
14117,14048608,5,3
14126,14061936,5,3
14149,14087808,5,3
14151,14096432,5,3
14159,14107296,5,3
14167,14111552,5,3
14172,14116816,5,3
14184,14130368,5,3
14185,14130480,5,3
14207,14150864,5,3
14217,14163856,5,3
14218,14163968,5,3
14228,14176288,5,3
14260,14202160,5,3
14268,14210560,5,3
14276,14218288,5,3
14281,14221088,5,3
14286,14226800,5,3
14292,14231056,5,3
14293,14232400,5,3
14314,14244496,5,3
14316,14245168,5,3
14334,14258272,5,3
14349,14268688,5,3
14359,14278208,5,3
14379,14306992,5,3
14403,14334768,5,3
14405,14336560,5,3
14409,14339136,5,3
14427,14352576,5,3
14433,14360080,5,3
14441,14368928,5,3
14444,14372512,5,3
14448,14374752,5,3
14470,14391552,5,3
14497,14416080,5,3
14509,14424144,5,3
14516,14429072,5,3
14530,14444752,5,3
14534,14445536,5,3
14540,14449344,5,3
14541,14450464,5,3
14549,14454384,5,3
14550,14455056,5,3
14557,14459648,5,3
14561,14462672,5,3
14576,14478576,5,3
14580,14481376,5,3
14583,14482944,5,3
14602,14501424,5,3
14604,14502768,5,3
14605,14503552,5,3
14606,14504224,5,3
14615,14517328,5,3
14630,14532784,5,3
14632,14533792,5,3
14647,14544992,5,3
14653,14552048,5,3
14654,14553168,5,3
14664,14560672,5,3
14674,14570640,5,3
14691,14588224,5,3
14694,14591360,5,3
14701,14596848,5,3
14734,14627088,5,3
14737,14634704,5,3
14739,14639296,5,3
14748,14646464,5,3
14751,14648144,5,3
14752,14649040,5,3
14761,14656992,5,3
14762,14658448,5,3
14765,14659232,5,3
14787,14690032,5,3
14822,14729680,5,3
14824,14733040,5,3
14827,14733824,5,3
14829,14735616,5,3
14832,14736736,5,3
14836,14742672,5,3
14839,14749168,5,3
14840,14749840,5,3
14845,14754432,5,3
14858,14763392,5,3
14860,14764288,5,3
14881,14781536,5,3
14897,14794976,5,3
14899,14796656,5,3
14907,14805280,5,3
14910,14809536,5,3
14915,14813232,5,3
14916,14813568,5,3
14917,14814576,5,3
14946,14847952,5,3
14947,14852096,5,3
14974,14885248,5,3
14977,14887264,5,3
14980,14891968,5,3
14982,14894096,5,3
14995,14911680,5,3
15004,14920528,5,3
15006,14920976,5,3
15013,14924000,5,3
15015,14927024,5,3
15018,14929376,5,3
15023,14935984,5,3
15034,14941808,5,3
15040,14947408,5,3
15042,14950096,5,3
15044,14950432,5,3
15054,14964208,5,3
15064,14971376,5,3
15069,14975968,5,3
15072,14983136,5,3
15076,14985488,5,3
15104,15011584,5,3
15127,15031408,5,3
15139,15041936,5,3
15140,15042496,5,3
15142,15043504,5,3
15145,15050448,5,3
15154,15059856,5,3
15155,15060640,5,3
15157,15062432,5,3
15162,15064784,5,3
15165,15065904,5,3
15174,15072736,5,3
15186,15086512,5,3
15188,15091888,5,3
15193,15099616,5,3
15194,15101184,5,3
15201,15110032,5,3
15211,15118880,5,3
15214,15121568,5,3
15216,15122352,5,3
15234,15137024,5,3
15236,15138368,5,3
15238,15138816,5,3
15242,15143856,5,3
15243,15144192,5,3
15249,15155392,5,3
15254,15159200,5,3
15257,15162784,5,3
15270,15174432,5,3
15272,15175552,5,3
15289,15191680,5,3
15291,15192128,5,3
15311,15211728,5,3
15316,15214640,5,3
15322,15219344,5,3
15392,15298304,5,3
15394,15301552,5,3
15399,15305472,5,3
15413,15322608,5,3
15416,15328096,5,3
15418,15328432,5,3
15426,15342320,5,3
15427,15344000,5,3
15428,15344560,5,3
15460,15384992,5,3
15475,15402688,5,3
15494,15423744,5,3
15504,15431136,5,3
15511,15442784,5,3
15515,15445248,5,3
15523,15459920,5,3
15524,15460256,5,3
15534,15482432,5,3
15542,15494752,5,3
15548,15502928,5,3
15559,15517264,5,3
15571,15526448,5,3
15573,15527680,5,3
15598,15563520,5,3
15604,15568336,5,3
15615,15582448,5,3
15619,15589728,5,3
15622,15596000,5,3
15627,15606864,5,3
15635,15623664,5,3
15645,15632400,5,3
15651,15642704,5,3
15654,15644048,5,3
15655,15644608,5,3
15690,15684480,5,3
15691,15684592,5,3
15693,15686384,5,3
15696,15690528,5,3
15698,15691200,5,3
15699,15691312,5,3
15703,15693328,5,3
15725,15714384,5,3
15732,15720880,5,3
15740,15731744,5,3
15745,15736560,5,3
15765,15759744,5,3
15772,15774416,5,3
15775,15777216,5,3
15782,15785392,5,3
15788,15793120,5,3
15793,15798384,5,3
15795,15798608,5,3
15816,15815184,5,3
15820,15819552,5,3
15822,15821344,5,3
15827,15827392,5,3
15835,15833328,5,3
15860,15866480,5,3
15872,15883168,5,3
15874,15886192,5,3
15889,15902208,5,3
15891,15904896,5,3
15893,15906688,5,3
15894,15907024,5,3
15899,15912512,5,3
15903,15917888,5,3
15906,15919008,5,3
15932,15941184,5,3
15936,15946000,5,3
15972,15989008,5,3
15974,15990352,5,3
15981,15999200,5,3
15994,16022496,5,3
16009,16040752,5,3
16016,16047248,5,3
16019,16049600,5,3
16031,16062816,5,3
16032,16064720,5,3
16038,16074240,5,3
16039,16074688,5,3
16043,16081296,5,3
16047,16086224,5,3
16054,16091600,5,3
16056,16092608,5,3
16057,16093168,5,3
16059,16094288,5,3
16063,16100784,5,3
16066,16107504,5,3
16067,16108624,5,3
16077,16121280,5,3
16082,16128000,5,3
16096,16143792,5,3
16097,16144800,5,3
16100,16149392,5,3
16103,16156784,5,3
16115,16181760,5,3
16116,16183104,5,3
16125,16194864,5,3
16129,16197104,5,3
16130,16197216,5,3
16132,16197664,5,3
16135,16199344,5,3
16143,16204832,5,3
16147,16208528,5,3
16159,16218160,5,3
16160,16218720,5,3
16161,16219056,5,3
16163,16221296,5,3
16190,16248064,5,3
16192,16253328,5,3
16200,16265984,5,3
16225,16296224,5,3
16228,16298688,5,3
16231,16308208,5,3
16232,16308544,5,3
16233,16309664,5,3
16237,16315376,5,3
16240,16321648,5,3
16250,16333072,5,3
16259,16341136,5,3
16266,16348416,5,3
16268,16349200,5,3
16273,16353344,5,3
16291,16370816,5,3
16293,16373392,5,3
16295,16375632,5,3
16303,16383584,5,3
16304,16385264,5,3
16316,16397472,5,3
16323,16408000,5,3
16329,16417520,5,3
16335,16426592,5,3
16337,16431408,5,3
16340,16434096,5,3
16343,16441488,5,3
16357,16457616,5,3
16366,16468144,5,3
16369,16473968,5,3
16371,16474752,5,3
16395,16508240,5,3
16397,16510480,5,3
16413,16531984,5,3
16427,16576784,5,3
16429,16579472,5,3
16434,16585296,5,3
16435,16589104,5,3
16438,16590224,5,3
16439,16591456,5,3
16455,16608928,5,3
16471,16631104,5,3
16478,16639728,5,3
16479,16640064,5,3
16481,16642976,5,3
16484,16645776,5,3
16493,16659888,5,3
16501,16672992,5,3
16516,16697632,5,3
16517,16698976,5,3
16522,16706816,5,3
16523,16706928,5,3
16527,16711184,5,3
16530,16713536,5,3
16536,16716672,5,3
16544,16721040,5,3
16546,16722272,5,3
16551,16730000,5,3
16564,16756544,5,3
16569,16762256,5,3
16572,16764944,5,3
16582,16774688,5,3
16593,16790816,5,3
16600,16793952,5,3
16602,16795296,5,3
16621,16823632,5,3
16623,16826208,5,3
16632,16843232,5,3
16644,16858352,5,3
16646,16862608,5,3
16654,16876272,5,3
16657,16878512,5,3
16665,16886128,5,3
16670,16890944,5,3
16671,16891168,5,3
16674,16893968,5,3
16704,16929696,5,3
16715,16948848,5,3
16720,16962512,5,3
16731,16978192,5,3
16746,16996336,5,3
16797,17060512,5,3
16803,17064880,5,3
16805,17066224,5,3
16824,17087392,5,3
16825,17089856,5,3
16829,17100384,5,3
16841,17122784,5,3
16842,17126368,5,3
16848,17134992,5,3
16852,17138240,5,3
16853,17139808,5,3
16860,17145856,5,3
16862,17148544,5,3
16863,17148768,5,3
16868,17155376,5,3
16874,17158512,5,3
16880,17170272,5,3
16895,17191328,5,3
16896,17192672,5,3
16902,17201408,5,3
16903,17204768,5,3
16908,17210592,5,3
16918,17227952,5,3
16924,17233552,5,3
16926,17235680,5,3
16945,17259088,5,3
16966,17289216,5,3
16984,17329200,5,3
16990,17339728,5,3
17033,17404688,5,3
17047,17420816,5,3
17055,17433920,5,3
17072,17460576,5,3
17079,17465280,5,3
17102,17487456,5,3
17104,17490816,5,3
17119,17513664,5,3
17122,17520944,5,3
17133,17530128,5,3
17136,17533600,5,3
17151,17552080,5,3
17152,17553200,5,3
17159,17558016,5,3
17160,17558128,5,3
17179,17581424,5,3
17190,17593520,5,3
17195,17605616,5,3
17230,17659264,5,3
17234,17664304,5,3
17243,17683232,5,3
17249,17687040,5,3
17254,17692864,5,3
17272,17709552,5,3
17276,17716496,5,3
17287,17725232,5,3
17300,17737776,5,3
17301,17738672,5,3
17330,17789632,5,3
17335,17793104,5,3
17336,17793328,5,3
17338,17794224,5,3
17343,17805648,5,3
17346,17809904,5,3
17356,17822336,5,3
17361,17827712,5,3
17378,17853472,5,3
17386,17867136,5,3
17405,17899280,5,3
17419,17914400,5,3
17423,17916416,5,3
17425,17916864,5,3
17445,17932544,5,3
17463,17959760,5,3
17467,17964912,5,3
17471,17968832,5,3
17475,17978352,5,3
17479,17981824,5,3
17483,17986752,5,3
17486,17989328,5,3
17491,17994144,5,3
17503,18005456,5,3
17504,18005680,5,3
17522,18020912,5,3
17524,18021584,5,3
17526,18023712,5,3
17528,18028192,5,3
17534,18040512,5,3
17536,18042080,5,3
17546,18051488,5,3
17558,18072096,5,3
17566,18081392,5,3
17568,18084864,5,3
17576,18099760,5,3
17578,18101328,5,3
17585,18105024,5,3
17588,18106480,5,3
17590,18109168,5,3
17599,18117680,5,3
17602,18120256,5,3
17622,18136272,5,3
17625,18144112,5,3
17632,18151280,5,3
17633,18151952,5,3
17638,18155760,5,3
17640,18162256,5,3
17642,18165056,5,3
17645,18166512,5,3
17653,18186336,5,3
17657,18188800,5,3
17667,18196528,5,3
17669,18196976,5,3
17672,18197760,5,3
17690,18223632,5,3
17693,18225648,5,3
17707,18238864,5,3
17712,18243344,5,3
17720,18249840,5,3
17731,18261936,5,3
17751,18299680,5,3
17761,18308080,5,3
17776,18317264,5,3
17789,18329472,5,3
17808,18344032,5,3
17814,18348848,5,3
17819,18357696,5,3
17822,18364304,5,3
17830,18372704,5,3
17833,18379984,5,3
17836,18381776,5,3
17842,18386256,5,3
17851,18395776,5,3
17854,18398688,5,3
17862,18406416,5,3
17869,18415040,5,3
17878,18428928,5,3
17886,18437104,5,3
17898,18450768,5,3
17912,18468800,5,3
17915,18470480,5,3
17917,18473168,5,3
17925,18482128,5,3
17935,18491760,5,3
17945,18501392,5,3
17961,18519088,5,3
17967,18527600,5,3
17970,18530848,5,3
17980,18545184,5,3
17981,18545296,5,3
17985,18551568,5,3
17990,18555264,5,3
18017,18584608,5,3
18020,18587408,5,3
18025,18595920,5,3
18036,18615408,5,3
18048,18626048,5,3
18049,18626160,5,3
18059,18636016,5,3
18074,18653040,5,3
18086,18664464,5,3
18101,18678688,5,3
18106,18686192,5,3
18107,18692576,5,3
18111,18697728,5,3
18112,18702208,5,3
18132,18728416,5,3
18136,18731328,5,3
18145,18736480,5,3
18149,18739168,5,3
18159,18751264,5,3
18165,18755072,5,3
18167,18756752,5,3
18169,18759552,5,3
18173,18765376,5,3
18178,18769296,5,3
18180,18772768,5,3
18198,18792816,5,3
18206,18801776,5,3
18207,18804688,5,3
18218,18817344,5,3
18225,18822832,5,3
18239,18837728,5,3
18265,18865840,5,3
18278,18878272,5,3
18282,18882864,5,3
18295,18898880,5,3
18297,18899216,5,3
18311,18905152,5,3
18314,18908624,5,3
18333,18923408,5,3
18353,18939200,5,3
18365,18955328,5,3
18369,18957232,5,3
18371,18963168,5,3
18377,18971456,5,3
18378,18972800,5,3
18379,18973248,5,3
18380,18974704,5,3
18384,18976496,5,3
18397,18989376,5,3
18434,19042128,5,3
18443,19046720,5,3
18451,19054560,5,3
18455,19059488,5,3
18462,19074944,5,3
18463,19077408,5,3
18476,19091968,5,3
18478,19092640,5,3
18480,19096560,5,3
18481,19099360,5,3
18497,19124000,5,3
18503,19127248,5,3
18510,19131952,5,3
18514,19139120,5,3
18518,19149760,5,3
18519,19149984,5,3
18522,19151776,5,3
18530,19161408,5,3
18540,19172832,5,3
18545,19184704,5,3
18552,19194784,5,3
18555,19200720,5,3
18563,19214048,5,3
18578,19224240,5,3
18585,19229952,5,3
18595,19239472,5,3
18599,19243168,5,3
18600,19246864,5,3
18602,19248432,5,3
18604,19252352,5,3
18605,19255712,5,3
18612,19266912,5,3
18624,19288864,5,3
18625,19301184,5,3
18640,19334784,5,3
18647,19343968,5,3
18649,19347104,5,3
18652,19350688,5,3
18655,19354048,5,3
18657,19354832,5,3
18682,19390000,5,3
18684,19393248,5,3
18686,19401648,5,3
18720,19449920,5,3
18725,19457312,5,3
18727,19458096,5,3
18728,19461120,5,3
18730,19464480,5,3
18733,19468176,5,3
18739,19473104,5,3
18740,19473776,5,3
18750,19482848,5,3
18754,19487776,5,3
18781,19521936,5,3
18801,19540976,5,3
18812,19554640,5,3
18821,19569648,5,3
18831,19578944,5,3
18845,19595184,5,3
18861,19612768,5,3
18866,19616352,5,3
18874,19626880,5,3
18875,19627104,5,3
18886,19642560,5,3
18891,19644912,5,3
18898,19658128,5,3
18900,19659248,5,3
18917,19680640,5,3
18924,19688704,5,3
18942,19708976,5,3
18943,19709424,5,3
18944,19709984,5,3
18958,19728800,5,3
18962,19734176,5,3
18981,19767440,5,3
18983,19768560,5,3
18996,19787376,5,3
18999,19789840,5,3
19027,19820640,5,3
19049,19853568,5,3
19051,19855136,5,3
19052,19856032,5,3
19066,19867344,5,3
19097,19904752,5,3
19101,19914272,5,3
19111,19927040,5,3
19115,19933312,5,3
19124,19948656,5,3
19158,19991104,5,3
19163,19999280,5,3
19172,20004656,5,3
19179,20013280,5,3
19180,20013504,5,3
19214,20077232,5,3
19225,20095152,5,3
19228,20097168,5,3
19230,20097952,5,3
19240,20110272,5,3
19247,20121024,5,3
19250,20122480,5,3
19258,20130320,5,3
19264,20136928,5,3
19267,20138944,5,3
19271,20141968,5,3
19272,20142192,5,3
19275,20147792,5,3
19277,20157200,5,3
19294,20175344,5,3
19302,20182624,5,3
19304,20184528,5,3
19315,20205472,5,3
19318,20206032,5,3
19321,20209616,5,3
19336,20231456,5,3
19341,20234592,5,3
19350,20252512,5,3
19351,20254528,5,3
19359,20265728,5,3
19364,20273120,5,3
19365,20273680,5,3
19385,20295632,5,3
19388,20297984,5,3
19391,20299776,5,3
19392,20300000,5,3
19397,20311424,5,3
19418,20329344,5,3
19421,20330352,5,3
19423,20331360,5,3
19428,20338304,5,3
19429,20338752,5,3
19433,20345248,5,3
19440,20356448,5,3
19446,20368320,5,3
19464,20385792,5,3
19469,20390272,5,3
19474,20399456,5,3
19475,20399680,5,3
19481,20401920,5,3
19485,20404160,5,3
19489,20408528,5,3
19490,20409760,5,3
19499,20419952,5,3
19511,20434400,5,3
19513,20435744,5,3
19520,20447728,5,3
19524,20457584,5,3
19530,20466320,5,3
19532,20468224,5,3
19537,20475616,5,3
19538,20475952,5,3
19552,20492864,5,3
19557,20496784,5,3
19560,20500592,5,3
19573,20512576,5,3
19585,20532512,5,3
19586,20533184,5,3
19589,20538000,5,3
19607,20558496,5,3
19617,20572496,5,3
19632,20590864,5,3
19638,20595344,5,3
19640,20596912,5,3
19645,20602960,5,3
19651,20608896,5,3
19654,20613376,5,3
19666,20635328,5,3
19682,20658064,5,3
19689,20664112,5,3
19691,20664560,5,3
19697,20678000,5,3
19704,20683824,5,3
19706,20685616,5,3
19710,20691552,5,3
19718,20718432,5,3
19727,20729408,5,3
19755,20754160,5,3
19761,20762336,5,3
19763,20763568,5,3
19764,20764352,5,3
19773,20775888,5,3
19776,20777568,5,3
19781,20783056,5,3
19789,20791120,5,3
19798,20800640,5,3
19809,20818896,5,3
19841,20859104,5,3
19842,20860448,5,3
19843,20863248,5,3
19845,20864704,5,3
19854,20882960,5,3
19866,20892368,5,3
19872,20900992,5,3
19875,20901664,5,3
19881,20913424,5,3
19887,20917120,5,3
19890,20920928,5,3
19900,20937952,5,3
19905,20947136,5,3
19909,20951728,5,3
19921,20977152,5,3
19941,20999104,5,3
19944,21000224,5,3
19949,21006160,5,3
19958,21012992,5,3
19963,21017808,5,3
19974,21031584,5,3
20003,21071456,5,3
20005,21072800,5,3
20010,21078960,5,3
20016,21086576,5,3
20018,21089040,5,3
20019,21090496,5,3
20020,21091056,5,3
20023,21093856,5,3
20026,21094976,5,3
20028,21097552,5,3
20031,21099792,5,3
20067,21145600,5,3
20074,21151872,5,3
20077,21154336,5,3
20079,21155120,5,3
20087,21166208,5,3
20095,21172928,5,3
20137,21234416,5,3
20142,21249536,5,3
20148,21255024,5,3
20149,21255136,5,3
20157,21264432,5,3
20159,21266112,5,3
20165,21270256,5,3
20171,21277984,5,3
20179,21286160,5,3
20182,21288848,5,3
20185,21290976,5,3
20186,21291088,5,3
20188,21291760,5,3
20190,21294896,5,3
20194,21297248,5,3
20211,21316848,5,3
20226,21330624,5,3
20228,21331296,5,3
20231,21334656,5,3
20235,21336784,5,3
20239,21341040,5,3
20265,21376656,5,3
20268,21379792,5,3
20277,21386064,5,3
20278,21386288,5,3
20285,21392784,5,3
20288,21395136,5,3
20294,21401072,5,3
20298,21403424,5,3
20299,21404544,5,3
20305,21409248,5,3
20315,21426944,5,3
20322,21437920,5,3
20337,21460320,5,3
20354,21485296,5,3
20361,21492352,5,3
20363,21493472,5,3
20365,21495264,5,3
20379,21508592,5,3
20380,21509152,5,3
20386,21513520,5,3
20393,21520464,5,3
20399,21532448,5,3
20405,21539392,5,3
20406,21542304,5,3
20416,21560000,5,3
20422,21580608,5,3
20424,21584080,5,3
20425,21584192,5,3
20429,21586208,5,3
20432,21593152,5,3
20436,21599648,5,3
20437,21600544,5,3
20444,21611632,5,3
20446,21613088,5,3
20447,21614208,5,3
20468,21641536,5,3
20469,21647136,5,3
20471,21656656,5,3
20477,21661248,5,3
20479,21664160,5,3
20486,21670656,5,3
20498,21689920,5,3
20522,21739648,5,3
20524,21743344,5,3
20533,21759360,5,3
20542,21768768,5,3
20550,21782432,5,3
20560,21810992,5,3
20564,21815584,5,3
20565,21815696,5,3
20575,21837536,5,3
20579,21843248,5,3
20582,21846832,5,3
20592,21856016,5,3
20596,21861392,5,3
20606,21875168,5,3
20613,21880096,5,3
20616,21882560,5,3
20617,21883344,5,3
20632,21898128,5,3
20634,21907760,5,3
20637,21917392,5,3
20638,21918288,5,3
20641,21920864,5,3
20644,21925568,5,3
20664,21953232,5,3
20685,21967120,5,3
20689,21970704,5,3
20694,21981792,5,3
20695,21982912,5,3
20696,21984368,5,3
20717,22012480,5,3
20720,22016064,5,3
20736,22046192,5,3
20740,22048208,5,3
20745,22051792,5,3
20748,22053808,5,3
20765,22086624,5,3
20781,22104880,5,3
20787,22113280,5,3
20789,22114288,5,3
20793,22118096,5,3
20801,22133104,5,3
20808,22145088,5,3
20809,22145760,5,3
20810,22149120,5,3
20811,22151136,5,3
20814,22155728,5,3
20821,22163456,5,3
20823,22164688,5,3
20837,22175888,5,3
20840,22183392,5,3
20852,22198400,5,3
20862,22210160,5,3
20871,22218448,5,3
20882,22229984,5,3
20891,22241744,5,3
20894,22242416,5,3
20900,22247120,5,3
20902,22250704,5,3
20905,22255632,5,3
20907,22258320,5,3
20924,22284976,5,3
20931,22294608,5,3
20942,22308384,5,3
20944,22310960,5,3
20983,22350384,5,3
20987,22356208,5,3
20990,22360016,5,3
21022,22388688,5,3
21041,22408960,5,3
21065,22446704,5,3
21071,22450512,5,3
21076,22452304,5,3
21078,22457568,5,3
21082,22465520,5,3
21087,22470896,5,3
21088,22471904,5,3
21092,22475824,5,3
21096,22480528,5,3
21099,22482992,5,3
21111,22493072,5,3
21112,22494528,5,3
21113,22494640,5,3
21114,22495088,5,3
21147,22535632,5,3
21159,22554336,5,3
21167,22567104,5,3
21187,22612352,5,3
21191,22621200,5,3
21202,22631728,5,3
21210,22644272,5,3
21216,22650096,5,3
21220,22653568,5,3
21225,22658944,5,3
21229,22664768,5,3
21234,22674736,5,3
21235,22678320,5,3
21236,22680336,5,3
21237,22681680,5,3
21239,22685040,5,3
21241,22686496,5,3
21248,22701056,5,3
21259,22716848,5,3
21260,22718864,5,3
21275,22736000,5,3
21291,22752912,5,3
21293,22755264,5,3
21306,22764560,5,3
21316,22781472,5,3
21321,22788640,5,3
21322,22790544,5,3
21335,22808128,5,3
21336,22808688,5,3
21344,22817536,5,3
21349,22821568,5,3
21357,22831200,5,3
21364,22843744,5,3
21370,22850464,5,3
21375,22858192,5,3
21390,22884176,5,3
21394,22889328,5,3
21401,22900080,5,3
21403,22903552,5,3
21404,22904000,5,3
21405,22905120,5,3
21406,22906352,5,3
21412,22914528,5,3
21418,22920800,5,3
21420,22922032,5,3
21431,22941968,5,3
21445,22952720,5,3
21454,22959104,5,3
21457,22962128,5,3
21460,22973776,5,3
21464,22983632,5,3
21467,22990128,5,3
21470,22996400,5,3
21471,22996736,5,3
21494,23027984,5,3
21503,23034368,5,3
21505,23037056,5,3
21506,23037728,5,3
21541,23085776,5,3
21543,23088688,5,3
21552,23098992,5,3
21563,23110528,5,3
21572,23125872,5,3
21579,23147824,5,3
21581,23149616,5,3
21594,23167312,5,3
21597,23172352,5,3
21602,23175376,5,3
21603,23176048,5,3
21610,23191616,5,3
21619,23208640,5,3
21631,23216368,5,3
21642,23233392,5,3
21643,23235296,5,3
21650,23248512,5,3
21658,23263856,5,3
21661,23268000,5,3
21674,23277520,5,3
21677,23279648,5,3
21681,23280880,5,3
21682,23281440,5,3
21686,23284800,5,3
21694,23293648,5,3
21695,23294656,5,3
21707,23308768,5,3
21710,23313360,5,3
21729,23340576,5,3
21742,23351664,5,3
21757,23369584,5,3
21760,23372832,5,3
21763,23381232,5,3
21767,23383920,5,3
21771,23389408,5,3
21804,23438576,5,3
21811,23446192,5,3
21824,23463664,5,3
21825,23466576,5,3
21831,23480800,5,3
21840,23493344,5,3
21843,23494352,5,3
21853,23513952,5,3
21854,23514512,5,3
21857,23518544,5,3
21872,23549904,5,3
21882,23574096,5,3
21892,23591232,5,3
21896,23595600,5,3
21912,23622144,5,3
21920,23642192,5,3
21923,23649808,5,3
21928,23660784,5,3
21932,23672432,5,3
21938,23683072,5,3
21949,23707936,5,3
21950,23708272,5,3
21960,23722272,5,3
21964,23730000,5,3
21965,23730112,5,3
21968,23732464,5,3
21980,23749152,5,3
21981,23750496,5,3
21986,23758224,5,3
21993,23769536,5,3
22005,23778832,5,3
22006,23781632,5,3
22014,23799552,5,3
22015,23806496,5,3
22021,23810640,5,3
22024,23817584,5,3
22025,23819712,5,3
22027,23820384,5,3
22028,23821616,5,3
22034,23831584,5,3
22039,23836288,5,3
22044,23839088,5,3
22061,23867648,5,3
22063,23872912,5,3
22067,23877168,5,3
22075,23891280,5,3
22079,23895984,5,3
22084,23910096,5,3
22086,23913232,5,3
22089,23915920,5,3
22091,23919392,5,3
22095,23925888,5,3
22112,23945824,5,3
22133,23976512,5,3
22143,23985920,5,3
22145,23986704,5,3
22147,23988384,5,3
22164,24014704,5,3
22169,24019632,5,3
22178,24030384,5,3
22179,24031280,5,3
22181,24032736,5,3
22188,24047632,5,3
22190,24051216,5,3
22201,24079328,5,3
22209,24089296,5,3
22211,24090304,5,3
22218,24106656,5,3
22227,24121104,5,3
22234,24128272,5,3
22235,24128608,5,3
22249,24151680,5,3
22255,24162880,5,3
22260,24169936,5,3
22277,24198048,5,3
22282,24202976,5,3
22287,24212384,5,3
22293,24221456,5,3
22301,24229408,5,3
22313,24248336,5,3
22321,24261552,5,3
22327,24271968,5,3
22341,24287424,5,3
22345,24294256,5,3
22348,24297280,5,3
22352,24307136,5,3
22355,24310944,5,3
22360,24316432,5,3
22372,24331440,5,3
22380,24341856,5,3
22382,24346560,5,3
22395,24368848,5,3
22401,24372768,5,3
22404,24373664,5,3
22416,24386320,5,3
22445,24416336,5,3
22467,24453744,5,3
22476,24465280,5,3
22485,24475696,5,3
22517,24520496,5,3
22518,24521728,5,3
22520,24525648,5,3
22521,24525872,5,3
22524,24527552,5,3
22530,24540208,5,3
22540,24568208,5,3
22541,24575264,5,3
22562,24607184,5,3
22564,24612000,5,3
22565,24613456,5,3
22567,24615472,5,3
22577,24621856,5,3
22579,24622528,5,3
22584,24625440,5,3
22604,24643248,5,3
22608,24647392,5,3
22609,24647728,5,3
22621,24661056,5,3
22624,24665088,5,3
22625,24666544,5,3
22630,24673264,5,3
22632,24674608,5,3
22633,24682000,5,3
22636,24685696,5,3
22638,24687264,5,3
22661,24721760,5,3
22666,24728704,5,3
22668,24729600,5,3
22671,24732736,5,3
22681,24748192,5,3
22690,24767680,5,3
22691,24769248,5,3
22692,24769696,5,3
22695,24771376,5,3
22700,24777648,5,3
22701,24777984,5,3
22705,24783136,5,3
22706,24783248,5,3
22717,24793552,5,3
22752,24843280,5,3
22753,24843392,5,3
22756,24848880,5,3
22761,24864784,5,3
22762,24865008,5,3
22765,24869824,5,3
22779,24889536,5,3
22810,24938816,5,3
22812,24942176,5,3
22837,24979024,5,3
22839,24981936,5,3
22841,24985520,5,3
22842,24987984,5,3
22848,24998288,5,3
22873,25042640,5,3
22882,25056752,5,3
22893,25076576,5,3
22914,25115104,5,3
22928,25133696,5,3
22929,25136272,5,3
22932,25140528,5,3
22934,25143776,5,3
22936,25144672,5,3
22950,25161584,5,3
22952,25165952,5,3
22953,25166064,5,3
22986,25206384,5,3
22994,25214448,5,3
22996,25218928,5,3
23020,25261264,5,3
23021,25262608,5,3
23027,25271008,5,3
23034,25279408,5,3
23040,25285456,5,3
23044,25287136,5,3
23046,25289712,5,3
23048,25291056,5,3
23092,25341120,5,3
23108,25368784,5,3
23109,25369344,5,3
23113,25373600,5,3
23118,25380656,5,3
23123,25393536,5,3
23129,25402720,5,3
23131,25405408,5,3
23137,25410672,5,3
23142,25419968,5,3
23150,25425680,5,3
23155,25444832,5,3
23161,25458608,5,3
23162,25461856,5,3
23165,25464096,5,3
23167,25466336,5,3
23170,25467568,5,3
23181,25477312,5,3
23188,25481904,5,3
23204,25517184,5,3
23206,25518080,5,3
23210,25528384,5,3
23216,25534544,5,3
23221,25537008,5,3
23230,25550560,5,3
23238,25556720,5,3
23245,25568592,5,3
23246,25568928,5,3
23254,25581808,5,3
23266,25603424,5,3
23268,25605888,5,3
23280,25618544,5,3
23287,25629184,5,3
23293,25638928,5,3
23296,25643184,5,3
23297,25644192,5,3
23340,25695040,5,3
23341,25696832,5,3
23347,25706352,5,3
23353,25712960,5,3
