,customer_id,Recency_flag,monetary_flag
25290,28991088,5,5
25353,29126944,5,5
25356,29136352,5,5
25360,29156400,5,5
25368,29183056,5,5
25400,29272544,5,5
25405,29277360,5,5
25411,29305360,5,5
25412,29305696,5,5
25413,29310288,5,5
25436,29368192,5,5
25439,29377040,5,5
25440,29379168,5,5
25467,29442560,5,5
25473,29459472,5,5
25475,29464736,5,5
25488,29487136,5,5
25494,29500016,5,5
25495,29502256,5,5
25503,29520624,5,5
25509,29535072,5,5
25529,29587824,5,5
25539,29598464,5,5
25546,29606640,5,5
25553,29612016,5,5
25575,29650880,5,5
25576,29652112,5,5
25593,29689744,5,5
25594,29695344,5,5
25609,29727152,5,5
25612,29731072,5,5
25632,29768592,5,5
25635,29778112,5,5
25636,29779120,5,5
25643,29788528,5,5
25644,29790656,5,5
25647,29791776,5,5
25653,29806336,5,5
25680,29862896,5,5
25696,29908928,5,5
25702,29922704,5,5
25710,29936144,5,5
25711,29936480,5,5
25717,29953952,5,5
25736,29996624,5,5
25751,30030336,5,5
25755,30037056,5,5
25771,30080848,5,5
25810,30184112,5,5
25812,30185792,5,5
25826,30205840,5,5
25848,30238320,5,5
25861,30261168,5,5
25862,30261504,5,5
25868,30277520,5,5
25870,30280208,5,5
25872,30283680,5,5
25873,30284240,5,5
25878,30298352,5,5
25881,30312576,5,5
25883,30318064,5,5
25887,30326128,5,5
25890,30338112,5,5
25901,30372720,5,5
25906,30381568,5,5
25918,30412368,5,5
25920,30413824,5,5
25932,30427488,5,5
25944,30461536,5,5
25949,30464896,5,5
25954,30471280,5,5
25960,30488192,5,5
25968,30498720,5,5
25975,30518880,5,5
25989,30553040,5,5
25995,30560432,5,5
26010,30586080,5,5
26012,30590224,5,5
26013,30593696,5,5
26020,30608592,5,5
26026,30618672,5,5
26029,30622144,5,5
26035,30635808,5,5
26037,30643872,5,5
26040,30651488,5,5
26081,30748256,5,5
26083,30754416,5,5
26090,30766400,5,5
26096,30784208,5,5
26101,30793280,5,5
26105,30804368,5,5
26108,30811984,5,5
26137,30894416,5,5
26157,30942016,5,5
26161,30947504,5,5
26172,30971472,5,5
26179,30990400,5,5
26191,31017280,5,5
26192,31024112,5,5
26197,31040912,5,5
26207,31057488,5,5
26217,31088288,5,5
26218,31089744,5,5
26220,31090976,5,5
26222,31097248,5,5
26233,31127264,5,5
26280,31223696,5,5
26284,31228400,5,5
26290,31233552,5,5
26303,31273088,5,5
26304,31273648,5,5
26306,31281152,5,5
26312,31302320,5,5
26331,31353392,5,5
26333,31354736,5,5
26335,31357312,5,5
26340,31370080,5,5
26342,31372208,5,5
26363,31403792,5,5
26387,31461136,5,5
26388,31468080,5,5
26394,31488576,5,5
26395,31491376,5,5
26399,31496080,5,5
26412,31514672,5,5
26426,31535280,5,5
26446,31568992,5,5
26447,31575376,5,5
26449,31576944,5,5
26460,31598336,5,5
26462,31601808,5,5
26463,31605056,5,5
26477,31639888,5,5
26479,31642800,5,5
26482,31646272,5,5
26484,31648288,5,5
26494,31675952,5,5
26529,31728368,5,5
26533,31732848,5,5
26549,31754576,5,5
26583,31818192,5,5
26591,31828048,5,5
26599,31844064,5,5
26617,31867248,5,5
26618,31867808,5,5
26619,31871168,5,5
26628,31885280,5,5
26631,31891440,5,5
26645,31913616,5,5
26670,31963904,5,5
26678,31970624,5,5
26679,31972080,5,5
26696,31996720,5,5
26699,32000864,5,5
26705,32008368,5,5
26711,32018448,5,5
26714,32024272,5,5
26742,32078928,5,5
26744,32083856,5,5
26745,32084976,5,5
26760,32109056,5,5
26770,32131008,5,5
26780,32145344,5,5
26788,32162480,5,5
26797,32178384,5,5
26822,32252528,5,5
26823,32254768,5,5
26839,32289600,5,5
26843,32293408,5,5
26847,32300688,5,5
26850,32314688,5,5
26851,32317712,5,5
26856,32322864,5,5
26861,32331936,5,5
26872,32352656,5,5
26879,32367888,5,5
26882,32374048,5,5
26888,32383568,5,5
26902,32438000,5,5
26922,32452112,5,5
26928,32463536,5,5
26933,32469808,5,5
26947,32504192,5,5
26954,32530848,5,5
26965,32563776,5,5
26966,32565232,5,5
26986,32604096,5,5
26987,32607456,5,5
27060,32783968,5,5
27068,32812304,5,5
27090,32876368,5,5
27095,32886336,5,5
27097,32895744,5,5
27107,32911088,5,5
27112,32916464,5,5
27120,32937520,5,5
27134,32980864,5,5
27142,33005392,5,5
27148,33021968,5,5
27151,33029472,5,5
27159,33038544,5,5
27185,33091184,5,5
27190,33100928,5,5
27191,33102608,5,5
27206,33144832,5,5
27227,33199152,5,5
27235,33205872,5,5
27253,33247424,5,5
27264,33272288,5,5
27265,33272848,5,5
27267,33273856,5,5
27269,33277216,5,5
27289,33329856,5,5
27321,33389552,5,5
27326,33394816,5,5
27342,33419456,5,5
27352,33435248,5,5
27361,33454624,5,5
27388,33520032,5,5
27404,33576032,5,5
27406,33576816,5,5
27408,33579952,5,5
27409,33581072,5,5
27451,33676048,5,5
27458,33691392,5,5
27463,33723200,5,5
27465,33725776,5,5
27486,33773824,5,5
27502,33798016,5,5
27525,33856928,5,5
27534,33868464,5,5
27535,33870928,5,5
27541,33885040,5,5
27544,33893552,5,5
27562,33923792,5,5
27565,33927040,5,5
27571,33936224,5,5
27579,33960080,5,5
27584,33969152,5,5
27591,33986960,5,5
27605,34013168,5,5
27618,34054272,5,5
27622,34069056,5,5
27623,34071856,5,5
27639,34107920,5,5
27643,34116992,5,5
27647,34123152,5,5
27664,34160896,5,5
27676,34190016,5,5
27693,34217232,5,5
27702,34232352,5,5
27703,34239744,5,5
27714,34251056,5,5
27718,34257552,5,5
27721,34263040,5,5
27732,34286000,5,5
27733,34287904,5,5
27735,34296752,5,5
27739,34309408,5,5
27740,34312544,5,5
27751,34349952,5,5
27760,34365408,5,5
27767,34380080,5,5
27777,34401584,5,5
27778,34403040,5,5
27781,34422864,5,5
27784,34425888,5,5
27785,34432272,5,5
27792,34450416,5,5
27817,34548304,5,5
27855,34657952,5,5
27862,34674864,5,5
27906,34809824,5,5
27908,34813856,5,5
27918,34830768,5,5
27924,34854288,5,5
27933,34874224,5,5
27936,34880832,5,5
27941,34904016,5,5
27946,34918016,5,5
27965,34956432,5,5
27974,34986448,5,5
27987,35011984,5,5
28018,35116480,5,5
28020,35118496,5,5
28021,35118608,5,5
28058,35206976,5,5
28067,35225904,5,5
28074,35242928,5,5
28077,35244272,5,5
28087,35275296,5,5
28103,35321552,5,5
28114,35357728,5,5
28118,35367248,5,5
28129,35400848,5,5
28137,35428736,5,5
28159,35484624,5,5
28163,35494480,5,5
28191,35579936,5,5
28197,35604464,5,5
28198,35606816,5,5
28206,35617120,5,5
28212,35626752,5,5
28218,35645792,5,5
28229,35682080,5,5
28252,35746704,5,5
28263,35775488,5,5
28267,35784560,5,5
28269,35792176,5,5
28277,35817824,5,5
28284,35839104,5,5
28299,35893088,5,5
28337,36106448,5,5
28368,36187312,5,5
28401,36272208,5,5
28403,36279152,5,5
28411,36305360,5,5
28412,36315552,5,5
28421,36335152,5,5
28438,36383200,5,5
28466,36454096,5,5
28471,36468656,5,5
28481,36521632,5,5
28550,36733536,5,5
28603,36911280,5,5
28607,36916096,5,5
28617,36935472,5,5
28642,37015328,5,5
28663,37088576,5,5
28692,37191280,5,5
28712,37264304,5,5
28716,37288496,5,5
28718,37294880,5,5
28733,37350656,5,5
28741,37379216,5,5
28767,37473744,5,5
28770,37484048,5,5
28775,37506448,5,5
28776,37512720,5,5
28779,37515632,5,5
28797,37571520,5,5
28806,37596048,5,5
28825,37645888,5,5
28837,37694608,5,5
28848,37738848,5,5
28856,37759232,5,5
28899,37906176,5,5
28905,37919504,5,5
28913,37949520,5,5
28918,37969904,5,5
28919,37975616,5,5
28922,37980432,5,5
28926,37989840,5,5
28963,38149888,5,5
28983,38234672,5,5
28986,38238368,5,5
29045,38416336,5,5
29062,38470320,5,5
29070,38494512,5,5
29078,38512096,5,5
29104,38606400,5,5
29110,38620736,5,5
29120,38657808,5,5
29146,38772720,5,5
29151,38784256,5,5
29157,38804080,5,5
29166,38833536,5,5
29169,38842608,5,5
29188,38926384,5,5
29197,38943296,5,5
29202,38952480,5,5
29212,38999744,5,5
29214,39009824,5,5
29220,39031216,5,5
29236,39127424,5,5
29243,39159568,5,5
29248,39182640,5,5
29279,39333280,5,5
29280,39334624,5,5
29285,39357584,5,5
29291,39391520,5,5
29304,39421984,5,5
29311,39440464,5,5
29320,39462080,5,5
29334,39543168,5,5
29348,39594800,5,5
29360,39671744,5,5
29364,39682160,5,5
29366,39683392,5,5
29383,39817904,5,5
29397,39897984,5,5
29404,39947152,5,5
29421,40094768,5,5
29429,40143936,5,5
29469,40395824,5,5
29470,40404112,5,5
29475,40458880,5,5
29479,40494944,5,5
29493,40627440,5,5
29504,40657456,5,5
29528,40780208,5,5
29552,40901392,5,5
29574,40987632,5,5
29654,41591536,5,5
29658,41643952,5,5
29664,41684608,5,5
29672,41762336,5,5
29675,41825952,5,5
29683,41887104,5,5
29719,42172032,5,5
29727,42216048,5,5
29730,42231840,5,5
29816,42944272,5,5
29827,43081472,5,5
29861,43497440,5,5
29874,43670704,5,5
29906,43936480,5,5
29913,43998416,5,5
29927,44240000,5,5
29974,45442880,5,5
29976,45553088,5,5
29977,45576496,5,5
0,1121904,4,1
12,1129072,4,1
65,1174208,4,1
117,1222928,4,1
120,1225392,4,1
176,1304240,4,1
239,1375248,4,1
249,1381632,4,1
285,1433600,4,1
305,1462608,4,1
311,1477280,4,1
314,1482096,4,1
335,1504720,4,1
342,1513120,4,1
388,1566880,4,1
410,1589504,4,1
411,1590064,4,1
431,1611904,4,1
433,1613136,4,1
453,1636768,4,1
466,1652784,4,1
484,1673280,4,1
494,1684592,4,1
495,1685152,4,1
528,1716400,4,1
571,1773856,4,1
577,1782928,4,1
579,1784384,4,1
667,1894816,4,1
707,1944208,4,1
730,1977248,4,1
755,1994608,4,1
780,2014880,4,1
792,2031904,4,1
795,2033920,4,1
801,2037504,4,1
812,2048032,4,1
853,2097648,4,1
870,2128336,4,1
892,2152752,4,1
897,2158576,4,1
927,2185792,4,1
949,2204832,4,1
1006,2264864,4,1
1017,2277632,4,1
1019,2278080,4,1
1026,2282896,4,1
1041,2296784,4,1
1057,2318624,4,1
1067,2326688,4,1
1082,2339680,4,1
1182,2441376,4,1
1218,2477552,4,1
1232,2499952,4,1
1287,2560320,4,1
1293,2568048,4,1
1333,2617664,4,1
1340,2624160,4,1
1370,2651264,4,1
1388,2668960,4,1
1389,2669520,4,1
1393,2675344,4,1
1428,2706928,4,1
1436,2715216,4,1
1456,2733920,4,1
1464,2743888,4,1
1465,2745120,4,1
1485,2766512,4,1
1490,2769872,4,1
1508,2785664,4,1
1514,2790928,4,1
1573,2858016,4,1
1578,2860480,4,1
1579,2862272,4,1
1621,2903264,4,1
1685,2963072,4,1
1705,2983232,4,1
1714,2988496,4,1
1720,3000368,4,1
1746,3024896,4,1
1754,3032176,4,1
1763,3043600,4,1
1770,3046400,4,1
1811,3103520,4,1
1817,3108224,4,1
1841,3132528,4,1
1869,3161200,4,1
1907,3200512,4,1
1910,3206000,4,1
2069,3359328,4,1
2088,3380608,4,1
2105,3398752,4,1
2183,3486000,4,1
2207,3507504,4,1
2236,3533264,4,1
2272,3563840,4,1
2274,3564848,4,1
2287,3577952,4,1
2299,3590944,4,1
2311,3606624,4,1
2317,3610544,4,1
2335,3623200,4,1
2357,3653104,4,1
2358,3653216,4,1
2362,3656576,4,1
2371,3663072,4,1
2388,3679536,4,1
2443,3746064,4,1
2509,3811360,4,1
2511,3812256,4,1
2516,3815392,4,1
2522,3822448,4,1
2533,3830960,4,1
2544,3843952,4,1
2546,3847200,4,1
2547,3849888,4,1
2573,3870272,4,1
2582,3876544,4,1
2600,3892112,4,1
2623,3914624,4,1
2636,3922128,4,1
2645,3931536,4,1
2667,3955392,4,1
2702,3990112,4,1
2723,4010384,4,1
2739,4019568,4,1
2752,4028752,4,1
2769,4041856,4,1
2836,4103792,4,1
2855,4118464,4,1
2874,4135824,4,1
2893,4157552,4,1
2919,4178496,4,1
2933,4195856,4,1
2962,4222512,4,1
2970,4231584,4,1
2994,4251632,4,1
2997,4252976,4,1
3001,4256224,4,1
3042,4286240,4,1
3068,4313568,4,1
3081,4326448,4,1
3110,4346496,4,1
3124,4355456,4,1
3134,4368000,4,1
3143,4373152,4,1
3210,4423664,4,1
3211,4424448,4,1
3216,4427584,4,1
3267,4471712,4,1
3293,4494784,4,1
3294,4495008,4,1
3299,4501616,4,1
3303,4508000,4,1
3309,4516400,4,1
3324,4532416,4,1
3329,4536224,4,1
3332,4537456,4,1
3347,4548432,4,1
3357,4566800,4,1
3360,4569824,4,1
3378,4580688,4,1
3409,4606000,4,1
3417,4611152,4,1
3453,4639264,4,1
3482,4657296,4,1
3493,4665808,4,1
3532,4695488,4,1
3541,4699632,4,1
3544,4701200,4,1
3548,4703552,4,1
3583,4736592,4,1
3586,4738272,4,1
3592,4742192,4,1
3614,4757536,4,1
3633,4771200,4,1
3655,4788112,4,1
3695,4822160,4,1
3717,4837616,4,1
3721,4840752,4,1
3735,4852960,4,1
3742,4859680,4,1
3751,4869312,4,1
3754,4872224,4,1
3756,4872896,4,1
3791,4898320,4,1
3800,4905152,4,1
3802,4906384,4,1
3815,4912992,4,1
3836,4929792,4,1
3841,4934496,4,1
3858,4952640,4,1
3862,4956560,4,1
3880,4965968,4,1
3886,4971792,4,1
3887,4975600,4,1
3916,4999344,4,1
3976,5038656,4,1
3980,5042688,4,1
3989,5046048,4,1
3999,5057360,4,1
4013,5068224,4,1
4021,5072144,4,1
4032,5086144,4,1
4042,5092304,4,1
4059,5105072,4,1
4060,5105968,4,1
4075,5117616,4,1
4081,5119968,4,1
4098,5139568,4,1
4100,5139792,4,1
4101,5140352,4,1
4106,5147520,4,1
4149,5180784,4,1
4154,5189072,4,1
4190,5213264,4,1
4201,5230848,4,1
4209,5240704,4,1
4226,5261536,4,1
4232,5265456,4,1
4244,5273408,4,1
4257,5282816,4,1
4270,5291328,4,1
4283,5299392,4,1
4304,5321568,4,1
4335,5343856,4,1
4341,5347664,4,1
4382,5385296,4,1
4384,5385856,4,1
4391,5390336,4,1
4395,5394368,4,1
4396,5394704,4,1
4428,5421024,4,1
4486,5459216,4,1
4493,5464032,4,1
4508,5474672,4,1
4514,5477808,4,1
4525,5486656,4,1
4540,5496512,4,1
4542,5499200,4,1
4560,5520144,4,1
4582,5537392,4,1
4603,5552064,4,1
4623,5574688,4,1
4628,5578720,4,1
4630,5581072,4,1
4638,5585104,4,1
4664,5607280,4,1
4697,5638192,4,1
4711,5648272,4,1
4712,5648608,4,1
4718,5656672,4,1
4734,5668992,4,1
4735,5672688,4,1
4737,5673360,4,1
4745,5682208,4,1
4749,5688368,4,1
4750,5688816,4,1
4759,5701696,4,1
4764,5705840,4,1
4772,5714016,4,1
4796,5732048,4,1
4809,5742128,4,1
4818,5750416,4,1
4823,5756240,4,1
4828,5763072,4,1
4847,5782448,4,1
4858,5794992,4,1
4882,5813136,4,1
4895,5826128,4,1
4906,5840352,4,1
4930,5863424,4,1
4940,5868464,4,1
4941,5869024,4,1
4944,5870368,4,1
4965,5884704,4,1
4969,5888064,4,1
4974,5891648,4,1
4995,5910576,4,1
5005,5922448,4,1
5039,5945968,4,1
5058,5961984,4,1
5063,5967024,4,1
5065,5968368,4,1
5089,5995584,4,1
5093,6002080,4,1
5109,6008800,4,1
5110,6010032,4,1
5185,6087424,4,1
5193,6091232,4,1
5197,6093472,4,1
5200,6095264,4,1
5265,6163472,4,1
5267,6164256,4,1
5275,6180944,4,1
5287,6198080,4,1
5335,6264272,4,1
5337,6265840,4,1
5399,6324640,4,1
5413,6335168,4,1
5417,6338304,4,1
5418,6338416,4,1
5428,6345472,4,1
5431,6346928,4,1
5471,6392400,4,1
5478,6403488,4,1
5482,6405616,4,1
5517,6450528,4,1
5540,6468112,4,1
5567,6492304,4,1
5577,6501376,4,1
5589,6520640,4,1
5613,6537216,4,1
5622,6544496,4,1
5626,6549088,4,1
5654,6571152,4,1
5655,6572048,4,1
5713,6642384,4,1
5720,6650448,4,1
5726,6654480,4,1
5742,6673856,4,1
5750,6681696,4,1
5797,6755504,4,1
5818,6780368,4,1
5819,6781040,4,1
5832,6790112,4,1
5844,6795824,4,1
5866,6812288,4,1
5874,6819568,4,1
5894,6839504,4,1
5896,6840288,4,1
5903,6845888,4,1
5916,6853840,4,1
5922,6857872,4,1
5924,6860896,4,1
5932,6872208,4,1
5938,6877136,4,1
5947,6884864,4,1
5970,6902112,4,1
6001,6932128,4,1
6002,6934928,4,1
6009,6942880,4,1
6017,6954192,4,1
6046,6984768,4,1
6050,6988576,4,1
6061,6994064,4,1
6062,6994624,4,1
6066,6999104,4,1
6072,7004144,4,1
6080,7011312,4,1
6096,7023184,4,1
6104,7028112,4,1
6122,7046704,4,1
6123,7048384,4,1
6135,7056112,4,1
6139,7058688,4,1
6144,7062944,4,1
6154,7072688,4,1
6169,7088144,4,1
6179,7096320,4,1
6185,7099232,4,1
6205,7118272,4,1
6224,7139104,4,1
6228,7142464,4,1
6231,7143472,4,1
6257,7166880,4,1
6258,7166992,4,1
6307,7208768,4,1
6311,7212016,4,1
6319,7217616,4,1
6345,7237776,4,1
6358,7251440,4,1
6359,7252112,4,1
6383,7269696,4,1
6401,7284592,4,1
6405,7289072,4,1
6412,7299040,4,1
6415,7303296,4,1
6444,7326816,4,1
6456,7336672,4,1
6475,7351120,4,1
6486,7357168,4,1
6491,7360192,4,1
6500,7367808,4,1
6510,7375200,4,1
6568,7425712,4,1
6573,7431424,4,1
6583,7442176,4,1
6597,7453600,4,1
6604,7461776,4,1
6638,7482832,4,1
6669,7504000,4,1
6704,7534688,4,1
6713,7542192,4,1
6721,7549248,4,1
6730,7553616,4,1
6732,7554960,4,1
6739,7562576,4,1
6753,7574224,4,1
6758,7576016,4,1
6764,7582736,4,1
6794,7607376,4,1
6809,7624848,4,1
6830,7648032,4,1
6834,7651280,4,1
6841,7655424,4,1
6844,7657776,4,1
6845,7659232,4,1
6856,7673568,4,1
6860,7674800,4,1
6946,7755888,4,1
6949,7757680,4,1
6964,7773248,4,1
6984,7791280,4,1
7020,7829360,4,1
7035,7842688,4,1
7040,7845040,4,1
7062,7862848,4,1
7064,7869008,4,1
7066,7870128,4,1
7079,7880544,4,1
7099,7902384,4,1
7115,7910448,4,1
7123,7915600,4,1
7124,7916608,4,1
7143,7931952,4,1
7148,7934640,4,1
7170,7950544,4,1
7190,7966784,4,1
7192,7967344,4,1
7205,7979104,4,1
7228,8003296,4,1
7246,8020096,4,1
7248,8021440,4,1
7251,8025024,4,1
7253,8026704,4,1
7258,8030176,4,1
7271,8042160,4,1
7288,8062880,4,1
7298,8072512,4,1
7300,8073520,4,1
7302,8075872,4,1
7310,8084720,4,1
7312,8084944,4,1
7336,8103984,4,1
7345,8114400,4,1
7360,8132992,4,1
7362,8136240,4,1
7385,8163008,4,1
7407,8189328,4,1
7449,8228640,4,1
7456,8236032,4,1
7460,8240848,4,1
7462,8242640,4,1
7468,8252608,4,1
7469,8252832,4,1
7480,8265264,4,1
7495,8273552,4,1
7514,8290128,4,1
7537,8312976,4,1
7543,8319472,4,1
7547,8325296,4,1
7550,8329664,4,1
7568,8343328,4,1
7579,8351280,4,1
7585,8362480,4,1
7596,8374576,4,1
7611,8388800,4,1
7619,8401568,4,1
7636,8417920,4,1
7660,8445024,4,1
7672,8466976,4,1
7674,8468992,4,1
7705,8503264,4,1
7718,8517376,4,1
7755,8563072,4,1
7758,8565872,4,1
7794,8606864,4,1
7796,8607872,4,1
7797,8609216,4,1
7798,8609328,4,1
7818,8626688,4,1
7821,8632176,4,1
7823,8634080,4,1
7857,8670032,4,1
7859,8672944,4,1
7890,8712592,4,1
7891,8713264,4,1
7898,8722000,4,1
7901,8729280,4,1
7906,8735104,4,1
7915,8746976,4,1
7940,8779904,4,1
7965,8811936,4,1
7971,8819104,4,1
7975,8822576,4,1
7985,8836688,4,1
7991,8838592,4,1
8008,8855056,4,1
8016,8861328,4,1
8025,8869168,4,1
8039,8880928,4,1
8056,8896832,4,1
8065,8906800,4,1
8075,8917664,4,1
8104,8939280,4,1
8131,8973440,4,1
8149,8989680,4,1
8152,8995728,4,1
8153,9000656,4,1
8164,9010512,4,1
8177,9018128,4,1
8179,9018912,4,1
8182,9021376,4,1
8184,9022160,4,1
8194,9028544,4,1
8202,9037728,4,1
8218,9055088,4,1
8222,9058336,4,1
8226,9060352,4,1
8248,9090816,4,1
8265,9115568,4,1
8275,9122736,4,1
8276,9122848,4,1
8279,9125312,4,1
8287,9137856,4,1
8296,9153872,4,1
8299,9156448,4,1
8305,9161376,4,1
8317,9173808,4,1
8319,9175152,4,1
8345,9196768,4,1
8351,9198896,4,1
8388,9233952,4,1
8391,9239104,4,1
8410,9257024,4,1
8422,9267216,4,1
8425,9269232,4,1
8427,9269680,4,1
8447,9294544,4,1
8455,9306640,4,1
8462,9315488,4,1
8496,9361968,4,1
8510,9377648,4,1
8516,9384592,4,1
8520,9389296,4,1
8523,9392768,4,1
8532,9401056,4,1
8549,9422448,4,1
8580,9444064,4,1
8582,9445296,4,1
8586,9448432,4,1
8604,9457840,4,1
8608,9462432,4,1
8625,9472400,4,1
8632,9478560,4,1
8648,9486512,4,1
8649,9488192,4,1
8662,9496368,4,1
8677,9505104,4,1
8680,9507120,4,1
8684,9508576,4,1
8689,9514288,4,1
8693,9518656,4,1
8695,9520672,4,1
8696,9520784,4,1
8706,9530528,4,1
8710,9535344,4,1
8722,9542848,4,1
8755,9567376,4,1
8766,9574432,4,1
8773,9577456,4,1
8778,9579696,4,1
8781,9580592,4,1
8784,9581488,4,1
8785,9581600,4,1
8789,9582608,4,1
8797,9588656,4,1
8820,9607472,4,1
8824,9612064,4,1
8833,9619344,4,1
8840,9623712,4,1
8841,9624832,4,1
8865,9634800,4,1
8879,9647680,4,1
8883,9651040,4,1
8885,9651600,4,1
8889,9655072,4,1
8894,9658768,4,1
8895,9659440,4,1
8901,9661792,4,1
8910,9669856,4,1
8913,9673888,4,1
8922,9679712,4,1
8925,9683408,4,1
8930,9686992,4,1
8966,9712976,4,1
9009,9742208,4,1
9010,9743664,4,1
9045,9759568,4,1
9051,9764832,4,1
9055,9766960,4,1
9060,9770656,4,1
9075,9777264,4,1
9093,9789248,4,1
9096,9790256,4,1
9108,9798096,4,1
9127,9813328,4,1
9144,9825872,4,1
9146,9826096,4,1
9149,9831920,4,1
9152,9833936,4,1
9156,9834944,4,1
9162,9840992,4,1
9171,9845248,4,1
9199,9865744,4,1
9203,9868320,4,1
9217,9874928,4,1
9253,9898448,4,1
9267,9910656,4,1
9273,9911776,4,1
9300,9924768,4,1
9323,9936752,4,1
9328,9939552,4,1
9333,9942240,4,1
9341,9945600,4,1
9352,9950304,4,1
9380,9973600,4,1
9400,9988720,4,1
9410,9996672,4,1
9411,9996784,4,1
9414,9998912,4,1
9416,10002048,4,1
9420,10007088,4,1
9424,10010000,4,1
9455,10026688,4,1
9475,10047520,4,1
9478,10049536,4,1
9479,10049648,4,1
9485,10053232,4,1
9487,10053456,4,1
9488,10053904,4,1
9504,10062416,4,1
9517,10067120,4,1
9532,10072944,4,1
9535,10075744,4,1
9551,10084704,4,1
9558,10087840,4,1
9587,10104528,4,1
9594,10112816,4,1
9598,10117520,4,1
9623,10141376,4,1
9638,10153248,4,1
9655,10162208,4,1
9658,10163328,4,1
9669,10169376,4,1
9674,10171056,4,1
9681,10176656,4,1
9701,10192336,4,1
9706,10196592,4,1
9744,10228960,4,1
9748,10231312,4,1
9755,10239040,4,1
9766,10244640,4,1
9767,10245424,4,1
9779,10256848,4,1
9784,10260432,4,1
9811,10276560,4,1
9833,10299296,4,1
9839,10306688,4,1
9853,10318672,4,1
9858,10320688,4,1
9861,10322704,4,1
9870,10330432,4,1
9877,10333456,4,1
9879,10334352,4,1
9884,10340176,4,1
9890,10347792,4,1
9905,10359440,4,1
9919,10370528,4,1
9923,10371872,4,1
9928,10373216,4,1
9936,10381056,4,1
9937,10382064,4,1
9949,10397520,4,1
9980,10419696,4,1
9987,10421824,4,1
10003,10435824,4,1
10009,10439520,4,1
10017,10444560,4,1
10028,10448928,4,1
10069,10481520,4,1
10070,10481744,4,1
10089,10495184,4,1
10091,10496416,4,1
10098,10500896,4,1
10100,10502016,4,1
10103,10505936,4,1
10123,10519936,4,1
10131,10526992,4,1
10132,10529568,4,1
10138,10531696,4,1
10142,10534160,4,1
10147,10539536,4,1
10158,10548832,4,1
10163,10553088,4,1
10176,10565408,4,1
10178,10566528,4,1
10180,10566976,4,1
10182,10567760,4,1
10191,10574592,4,1
10195,10576272,4,1
10198,10577840,4,1
10204,10579296,4,1
10223,10592288,4,1
10225,10593184,4,1
10226,10593408,4,1
10228,10595536,4,1
10237,10603376,4,1
10238,10605504,4,1
10246,10613456,4,1
10253,10618832,4,1
10262,10631264,4,1
10279,10651648,4,1
10286,10656240,4,1
10306,10666096,4,1
10307,10666208,4,1
10316,10672928,4,1
10321,10676736,4,1
10347,10697344,4,1
10360,10705856,4,1
10361,10706192,4,1
10365,10708656,4,1
10372,10716384,4,1
10374,10717280,4,1
10381,10720752,4,1
10391,10729488,4,1
10395,10732064,4,1
10401,10737776,4,1
10402,10737888,4,1
10404,10739232,4,1
10411,10741696,4,1
10414,10744832,4,1
10417,10748080,4,1
10421,10750432,4,1
10424,10754576,4,1
10426,10755248,4,1
10432,10758384,4,1
10446,10767008,4,1
10456,10772608,4,1
10460,10774176,4,1
10463,10776752,4,1
10478,10796352,4,1
10482,10798592,4,1
10483,10799600,4,1
10488,10804304,4,1
10506,10830848,4,1
10509,10833872,4,1
10514,10835776,4,1
10519,10840368,4,1
10522,10840928,4,1
10523,10841040,4,1
10530,10848992,4,1
10563,10890320,4,1
10566,10892784,4,1
10568,10894464,4,1
10590,10910480,4,1
10597,10916416,4,1
10621,10948224,4,1
10626,10951584,4,1
10636,10958752,4,1
10652,10971184,4,1
10653,10971632,4,1
10658,10974880,4,1
10660,10976672,4,1
10677,10990672,4,1
10688,10998512,4,1
10703,11010272,4,1
10716,11023600,4,1
10719,11024832,4,1
10721,11028192,4,1
10733,11034912,4,1
10737,11036816,4,1
10751,11046448,4,1
10753,11047120,4,1
10756,11048800,4,1
10770,11063584,4,1
10774,11066608,4,1
10786,11079824,4,1
10796,11086432,4,1
10809,11103120,4,1
10813,11106480,4,1
10819,11112864,4,1
10823,11118016,4,1
10841,11129104,4,1
10843,11130784,4,1
10857,11140976,4,1
10886,11176816,4,1
10897,11188464,4,1
10902,11192496,4,1
10905,11193056,4,1
10920,11205488,4,1
10950,11238640,4,1
10969,11253424,4,1
10981,11261936,4,1
10982,11262384,4,1
10984,11265184,4,1
10992,11269440,4,1
11001,11273920,4,1
11021,11285120,4,1
11022,11286464,4,1
11027,11288928,4,1
11033,11293072,4,1
11047,11303040,4,1
11063,11314912,4,1
11091,11331824,4,1
11099,11335968,4,1
11131,11358256,4,1
11152,11377520,4,1
11162,11384240,4,1
11170,11388384,4,1
11180,11396672,4,1
11186,11400368,4,1
11189,11402944,4,1
11190,11405296,4,1
11210,11416272,4,1
11221,11421312,4,1
11251,11436992,4,1
11255,11439344,4,1
11275,11450768,4,1
11280,11454128,4,1
11282,11454912,4,1
11283,11455024,4,1
11300,11466000,4,1
11306,11470816,4,1
11307,11470928,4,1
11315,11478320,4,1
11323,11482576,4,1
11337,11489632,4,1
11354,11501504,4,1
11372,11518528,4,1
11380,11524688,4,1
11382,11526256,4,1
11402,11539024,4,1
11460,11590992,4,1
11461,11594576,4,1
11474,11608016,4,1
11482,11616528,4,1
11486,11617424,4,1
11509,11639824,4,1
11524,11649120,4,1
11539,11660992,4,1
