,level_0,index,Sub_flag,subscription,customer_id,Recency_flag,Refreq,points
0,13,2284,25,0,1129296,5,5,6
1,16,4611,25,0,1134000,2,4,12
2,27,1137,25,0,1142176,5,5,17
3,29,1186,25,0,1143520,5,4,7
4,30,2487,25,0,1144080,5,5,15
5,41,8300,25,0,1155392,4,0,15
6,54,210,25,0,1163792,4,0,2
7,71,5790,25,0,1176672,5,4,10
8,73,6653,25,0,1179696,5,5,6
9,90,13976,25,0,1194816,5,4,12
10,92,14250,25,0,1195600,5,5,9
11,94,14714,25,0,1198624,3,0,4
12,97,51,25,0,1201648,5,0,2
13,108,2915,25,0,1214640,5,0,9
14,125,659,25,0,1231664,4,0,10
15,130,5226,25,0,1241296,5,5,6
16,159,21195,25,0,1285648,5,4,14
17,164,25051,25,0,1294608,5,0,3
18,174,1459,25,0,1303120,5,0,4
19,188,5405,25,0,1321264,5,5,20
20,209,15251,25,0,1341424,5,0,4
21,212,5957,25,0,1344896,5,0,3
22,216,17509,25,0,1346912,5,5,17
23,222,10407,25,0,1357664,4,0,3
24,237,24205,25,0,1373680,5,4,14
25,255,1103,25,0,1391040,1,5,17
26,294,5792,25,0,1447600,4,0,6
27,324,6381,25,0,1493744,5,4,7
28,328,7343,25,0,1495760,5,5,11
29,329,7375,25,0,1496768,4,0,6
30,387,8676,25,0,1565648,5,5,10
31,440,17641,25,0,1620192,4,4,12
32,441,17844,25,0,1621088,4,5,11
33,451,20369,25,0,1634976,5,5,13
34,455,21346,25,0,1638672,3,5,9
35,482,5476,25,0,1668352,5,4,14
36,492,15396,25,0,1681232,5,0,8
37,503,26081,25,0,1693216,5,4,5
38,507,2456,25,0,1694672,5,0,3
39,525,741,25,0,1713264,1,0,2
40,545,9209,25,0,1744624,5,5,11
41,570,24751,25,0,1773520,4,5,15
42,600,6496,25,0,1809920,3,0,1
43,626,12189,25,0,1832432,5,0,4
44,631,14376,25,0,1836352,5,0,4
45,679,2967,25,0,1908704,4,0,4
46,683,7532,25,0,1911280,4,5,15
47,696,3530,25,0,1936704,4,0,25
48,720,6958,25,0,1963248,4,0,5
49,736,7781,25,0,1979152,5,0,2
50,743,19023,25,0,1983856,4,5,15
51,775,13501,25,0,2010848,4,4,7
52,811,6522,25,0,2047472,5,0,8
53,822,3383,25,0,2054976,5,4,5
54,831,1703,25,0,2061136,1,4,10
55,843,970,25,0,2080176,5,4,6
56,864,2756,25,0,2119824,5,0,1
57,883,1632,25,0,2139536,2,0,4
58,899,7605,25,0,2161936,5,0,2
59,907,9565,25,0,2168096,5,5,9
60,954,15849,25,0,2208080,5,4,7
61,976,15173,25,0,2228576,5,0,12
62,980,17065,25,0,2232944,5,4,8
63,1005,1744,25,0,2264416,4,0,2
64,1013,3706,25,0,2273040,5,2,14
65,1047,11796,25,0,2306192,4,5,6
66,1054,14546,25,0,2317056,5,0,8
67,1079,22643,25,0,2338112,4,5,9
68,1086,25918,25,0,2345952,5,4,6
69,1093,7973,25,0,2353344,5,0,6
70,1103,25467,25,0,2365216,5,4,8
71,1105,3172,25,0,2366112,5,5,15
72,1143,4617,25,0,2404416,5,5,17
73,1149,6042,25,0,2410576,4,5,15
74,1187,15386,25,0,2444736,5,3,9
75,1260,4240,25,0,2531872,4,5,14
76,1271,11803,25,0,2542736,4,4,16
77,1277,13690,25,0,2549568,5,0,1
78,1369,9797,25,0,2651040,5,5,15
79,1396,13945,25,0,2678480,5,5,6
80,1450,21506,25,0,2725744,5,4,13
81,1459,22209,25,0,2737392,4,3,11
82,1462,22486,25,0,2742432,5,4,5
83,1475,25375,25,0,2756768,5,5,13
84,1481,27306,25,0,2763376,5,3,5
85,1496,7575,25,0,2772112,2,4,12
86,1506,12947,25,0,2784096,5,4,12
87,1524,21950,25,0,2802800,5,0,1
88,1533,26392,25,0,2816576,5,0,1
89,1610,25816,25,0,2895536,5,4,7
90,1626,2684,25,0,2905840,5,4,12
91,1634,4897,25,0,2912000,4,4,8
92,1638,5765,25,0,2913568,5,0,3
93,1645,6741,25,0,2918720,5,4,8
94,1663,10684,25,0,2943248,4,5,13
95,1670,13353,25,0,2947616,4,4,5
96,1734,28484,25,0,3014368,5,0,4
97,1771,775,25,0,3048976,5,4,9
98,1836,9215,25,0,3130624,5,0,3
99,1843,2599,25,0,3133536,5,0,3
100,1859,11360,25,0,3151120,4,0,10
101,1971,18543,25,0,3266256,3,0,4
102,2000,6629,25,0,3295376,4,4,5
103,2056,1166,25,0,3347120,5,0,3
104,2142,28613,25,0,3436944,5,5,7
105,2160,539,25,0,3461136,4,4,24
106,2192,3333,25,0,3492160,5,0,3
107,2214,10898,25,0,3510080,4,4,5
108,2284,5269,25,0,3575712,5,4,5
109,2309,9025,25,0,3601920,5,5,9
110,2315,13816,25,0,3609312,5,0,6
111,2325,17406,25,0,3614016,5,0,8
112,2367,947,25,0,3659712,5,0,6
113,2375,7103,25,0,3665760,5,0,4
114,2391,3683,25,0,3680992,5,0,3
115,2404,2731,25,0,3698240,5,5,14
116,2405,2877,25,0,3698800,5,0,6
117,2438,15577,25,0,3742032,4,5,15
118,2440,16152,25,0,3742928,4,0,4
119,2594,15248,25,0,3888528,3,4,7
120,2658,18652,25,0,3944080,5,5,17
121,2685,6716,25,0,3971184,5,0,2
122,2732,1881,25,0,4014640,4,0,9
123,2913,6541,25,0,4172896,4,0,4
124,2941,12435,25,0,4202576,5,5,20
125,3114,5378,25,0,4350192,4,5,17
126,3317,14922,25,0,4526816,5,4,14
127,3383,7717,25,0,4584608,5,0,2
128,3413,13417,25,0,4609472,5,5,13
129,3473,24025,25,0,4651696,5,0,2
130,3502,6697,25,0,4672416,5,5,11
131,3514,14246,25,0,4680816,5,0,10
132,3553,5134,25,0,4707472,5,0,10
133,3566,12234,25,0,4722928,5,5,30
134,3613,4993,25,0,4757312,5,0,1
135,3630,7815,25,0,4769856,4,0,3
136,3656,12499,25,0,4788896,4,0,4
137,3723,23193,25,0,4843104,5,0,10
138,3803,3096,25,0,4906496,5,4,8
139,3833,11028,25,0,4923296,4,4,12
140,3839,12778,25,0,4930912,5,4,19
141,3845,13181,25,0,4937744,3,5,11
142,3963,4033,25,0,5030592,5,5,9
143,3969,11451,25,0,5035968,5,0,1
144,4112,10732,25,0,5151776,1,0,2
145,4173,18565,25,0,5202960,5,5,13
146,4222,23561,25,0,5257168,3,4,10
147,4234,24742,25,0,5266128,4,0,6
148,4243,25518,25,0,5272736,5,5,15
149,4290,991,25,0,5307008,3,0,2
150,4313,11196,25,0,5328848,5,3,5
151,4324,16271,25,0,5337136,4,0,4
152,4328,17906,25,0,5340272,5,5,6
153,4332,18400,25,0,5342400,5,0,1
154,4429,14118,25,0,5421360,4,0,1
155,4448,17917,25,0,5436928,5,4,6
156,4488,25776,25,0,5460672,4,5,7
157,4600,2040,25,0,5551280,4,0,3
158,4601,2088,25,0,5551392,5,4,8
159,4611,3414,25,0,5560240,4,5,7
160,4672,11067,25,0,5614112,4,5,11
161,4677,11748,25,0,5619264,4,0,1
162,4683,12881,25,0,5625200,4,4,10
163,4724,16030,25,0,5663280,5,0,6
164,4893,3219,25,0,5821088,4,0,4
165,5066,9258,25,0,5968928,5,5,15
166,5152,17999,25,0,6050912,5,0,2
167,5199,6234,25,0,6094928,4,0,5
168,5466,25942,25,0,6387136,5,4,6
169,8,1149,25,1,1124592,5,4,8
170,26,668,25,1,1141168,5,5,17
171,60,2117,25,1,1167824,5,0,2
172,63,3218,25,1,1171968,1,0,5
173,66,4095,25,1,1174544,5,0,2
174,81,11148,25,1,1186640,5,5,15
175,99,3297,25,1,1204224,5,4,6
176,100,3903,25,1,1206464,5,0,4
177,139,10093,25,1,1259328,4,4,7
178,167,5847,25,1,1296512,5,0,4
179,177,3833,25,1,1304352,5,5,9
180,242,693,25,1,1376704,4,5,6
181,297,2156,25,1,1449952,5,5,7
182,326,6859,25,1,1494976,5,3,6
183,362,8887,25,1,1536752,5,5,9
184,384,7212,25,1,1560720,4,5,15
185,450,20246,25,1,1632736,5,0,1
186,462,22127,25,1,1646624,4,5,15
187,483,5600,25,1,1670368,5,0,10
188,490,13916,25,1,1680000,5,5,14
189,580,3963,25,1,1785728,5,0,1
190,607,13007,25,1,1815520,5,0,2
191,724,10875,25,1,1971648,5,5,7
192,768,13521,25,1,2005024,5,0,3
193,829,933,25,1,2059008,3,4,19
194,830,967,25,1,2060912,5,0,1
195,837,79,25,1,2076368,3,4,14
196,859,1823,25,1,2106384,4,0,4
197,875,5215,25,1,2134496,4,5,6
198,904,9028,25,1,2167312,5,2,12
199,933,247,25,1,2190048,5,5,9
200,940,5670,25,1,2196880,5,5,6
201,959,1499,25,1,2211664,4,5,13
202,967,8064,25,1,2222528,5,0,4
203,1100,22854,25,1,2363312,4,4,6
204,1114,14674,25,1,2379216,4,4,5
205,1255,3208,25,1,2529296,5,5,13
206,1358,8362,25,1,2639952,5,5,14
207,1422,17886,25,1,2700432,5,4,6
208,1534,26589,25,1,2819264,5,4,9
209,1679,15847,25,1,2956688,5,4,5
210,1703,21411,25,1,2981776,4,5,20
211,1849,5242,25,1,3142160,5,0,2
212,1894,10934,25,1,3186736,4,0,4
213,2027,15504,25,1,3321360,5,5,7
214,2029,16896,25,1,3322704,3,5,6
215,2081,22390,25,1,3373440,5,5,15
216,2137,11856,25,1,3428656,5,0,8
217,2178,5730,25,1,3481408,5,3,5
218,2223,13778,25,1,3523296,5,5,11
219,2389,1839,25,1,3679648,3,5,20
220,2459,21409,25,1,3759168,5,4,9
221,2559,6637,25,1,3858288,5,5,15
222,2591,14372,25,1,3885392,5,0,4
223,2675,27848,25,1,3964576,5,0,1
224,2719,21049,25,1,4006464,4,5,20
225,2740,4463,25,1,4019680,4,5,20
226,3072,883,25,1,4316144,5,5,13
227,3458,21999,25,1,4640720,5,4,8
228,4029,27534,25,1,5084352,5,0,1
229,4051,2091,25,1,5098128,4,4,9
230,4252,26296,25,1,5279344,5,0,4
231,4278,28885,25,1,5295696,5,0,4
232,4368,28405,25,1,5374880,5,5,20
233,4419,12034,25,1,5416992,5,0,6
234,4567,23544,25,1,5525408,5,4,14
235,4675,11361,25,1,5615792,4,0,8
236,4810,23735,25,1,5742240,4,4,5
237,4842,25877,25,1,5777744,5,5,7
238,4853,26625,25,1,5790400,5,0,5
239,4957,29586,25,1,5877312,5,5,8
240,4987,14034,25,1,5901168,5,0,2
241,5046,4177,25,1,5951120,4,0,2
242,5047,8026,25,1,5951680,5,0,1
243,5083,2937,25,1,5987072,5,0,10
244,5499,17130,25,1,6427120,4,0,4
245,6,831,20,0,1124144,5,5,13
246,9,1626,20,0,1126608,5,2,11
247,11,1663,20,0,1128512,5,4,10
248,24,4842,20,0,1140384,4,0,8
249,28,1184,20,0,1142848,3,0,2
250,42,1141,20,0,1155504,4,0,5
251,46,6782,20,0,1156624,5,0,2
252,56,632,20,0,1164912,4,0,3
253,58,1198,20,0,1166144,5,0,2
254,62,2802,20,0,1171408,5,4,5
255,70,5681,20,0,1175776,4,5,7
256,79,10370,20,0,1185408,4,0,4
257,84,11503,20,0,1188880,5,4,7
258,105,286,20,0,1213184,4,0,6
259,111,4303,20,0,1217776,5,5,9
260,138,9462,20,0,1259216,5,5,11
261,140,10263,20,0,1260560,1,4,12
262,160,22016,20,0,1286544,4,0,4
263,162,22228,20,0,1289456,5,4,16
264,169,73,20,0,1297632,4,4,7
265,172,1005,20,0,1300768,5,4,7
266,183,1968,20,0,1316336,5,0,2
267,197,747,20,0,1328208,4,4,14
268,214,10661,20,0,1345680,4,4,19
269,241,644,20,0,1376256,5,0,3
270,287,7013,20,0,1438304,5,5,6
271,308,903,20,0,1466528,4,0,5
272,338,9190,20,0,1510320,5,0,5
273,365,10484,20,0,1540560,5,4,7
274,369,1440,20,0,1546272,4,0,6
275,403,9696,20,0,1583904,5,0,2
276,415,3559,20,0,1593536,5,0,2
277,421,7828,20,0,1600144,5,5,15
278,430,13989,20,0,1611344,5,0,10
279,448,19628,20,0,1630160,4,5,13
280,465,24230,20,0,1649872,4,0,3
281,474,1164,20,0,1658272,5,0,3
282,489,12665,20,0,1678432,4,5,11
283,493,15456,20,0,1683136,5,0,2
284,500,22116,20,0,1692544,3,5,20
285,508,2763,20,0,1695008,4,3,9
286,539,5629,20,0,1729392,4,0,6
287,548,10548,20,0,1750896,5,5,13
288,559,17507,20,0,1761088,5,5,14
289,583,3771,20,0,1790656,2,5,14
290,587,9490,20,0,1792560,5,5,11
291,590,43,20,0,1797824,5,4,8
292,596,4410,20,0,1802416,5,4,6
293,648,16925,20,0,1867040,5,0,1
294,668,3314,20,0,1896608,4,0,2
295,691,19335,20,0,1927520,5,5,15
296,710,4433,20,0,1948016,4,0,4
297,726,233,20,0,1972992,5,4,7
298,757,7681,20,0,1996400,5,5,9
299,779,4345,20,0,2013984,4,4,24
300,781,6212,20,0,2017680,5,5,13
301,785,261,20,0,2022048,4,0,8
302,789,7458,20,0,2025968,4,5,14
303,825,5466,20,0,2056320,5,5,6
304,826,177,20,0,2056432,5,0,5
305,840,465,20,0,2077936,5,4,5
306,845,1901,20,0,2081520,5,5,7
307,879,383,20,0,2137744,4,5,25
308,881,1286,20,0,2138976,4,0,1
309,884,1834,20,0,2139760,5,0,10
310,900,7754,20,0,2162496,5,0,8
311,905,9350,20,0,2167424,4,0,4
312,948,10457,20,0,2203376,5,0,10
313,970,9851,20,0,2226336,5,4,5
314,974,13533,20,0,2228352,4,4,6
315,978,16142,20,0,2231152,5,5,9
316,1020,5174,20,0,2278528,3,0,8
317,1022,5395,20,0,2279312,5,0,2
318,1024,5926,20,0,2282000,5,4,12
319,1032,7224,20,0,2288496,5,5,14
320,1036,8505,20,0,2294880,5,5,17
321,1043,10738,20,0,2298128,4,0,2
322,1075,20709,20,0,2334640,4,0,2
323,1123,13388,20,0,2385712,4,4,10
324,1137,2557,20,0,2399936,4,4,8
325,1151,6625,20,0,2411024,5,0,10
326,1159,8603,20,0,2417296,5,0,2
327,1162,9120,20,0,2421440,5,5,9
328,1184,14711,20,0,2442832,5,5,6
329,1186,15118,20,0,2444624,5,4,6
330,1205,19090,20,0,2468368,1,4,19
331,1225,21358,20,0,2485840,5,5,13
332,1228,21546,20,0,2496592,4,0,10
333,1235,22770,20,0,2501520,5,0,4
334,1243,24864,20,0,2511824,5,0,3
335,1276,13435,20,0,2549232,5,0,4
336,1302,25090,20,0,2574320,5,4,8
337,1304,25478,20,0,2576560,5,4,8
338,1305,25591,20,0,2578128,4,0,1
339,1323,2339,20,0,2604224,5,5,9
340,1346,6780,20,0,2632224,5,4,6
341,1353,7942,20,0,2636592,4,5,15
342,1357,8297,20,0,2639616,5,0,2
343,1395,13901,20,0,2677360,5,0,4
344,1398,14017,20,0,2682288,4,5,13
345,1460,22218,20,0,2739184,5,0,3
346,1471,24190,20,0,2754080,5,3,9
347,1474,24536,20,0,2755984,4,0,8
348,1487,5181,20,0,2768080,4,0,1
349,1551,7366,20,0,2840096,4,4,10
350,1637,5259,20,0,2913232,4,5,11
351,1716,23455,20,0,2989504,5,0,1
352,1749,11651,20,0,3026912,5,2,6
353,1791,3083,20,0,3069808,5,0,8
354,1820,4220,20,0,3114608,5,0,1
355,1824,8576,20,0,3120320,4,5,17
356,1825,8893,20,0,3120544,5,0,6
357,1855,8489,20,0,3147312,5,5,7
358,1856,8547,20,0,3147984,5,0,20
359,1870,19395,20,0,3162096,5,4,14
360,1880,2116,20,0,3171952,4,0,1
361,1901,4631,20,0,3193680,5,4,8
362,1968,14489,20,0,3264016,4,0,4
363,1992,4431,20,0,3283392,4,4,12
364,2008,8998,20,0,3304672,5,4,10
365,2026,15216,20,0,3320240,5,0,4
366,2043,20305,20,0,3335920,5,0,1
367,2074,22201,20,0,3365040,4,0,4
368,2112,13660,20,0,3408272,2,0,3
369,2216,10958,20,0,3514448,4,4,6
370,2256,3438,20,0,3551408,4,0,4
371,2261,7379,20,0,3556112,3,0,1
372,2268,11574,20,0,3561488,4,5,7
373,2277,17643,20,0,3567424,4,0,4
374,2292,540,20,0,3582096,5,0,5
375,2310,9174,20,0,3604608,4,0,4
376,2318,14413,20,0,3610768,4,4,14
377,2340,23194,20,0,3631600,3,4,8
378,2345,24355,20,0,3636528,5,0,2
379,2390,3331,20,0,3679984,4,3,5
380,2420,7523,20,0,3729152,3,2,4
381,2421,7784,20,0,3729712,5,5,7
382,2431,12303,20,0,3734640,5,0,1
383,2432,12769,20,0,3735984,4,4,12
384,2433,13004,20,0,3736432,4,4,12
385,2444,17242,20,0,3746736,5,0,4
386,2457,20535,20,0,3757376,5,0,3
387,2487,6916,20,0,3785152,4,0,4
388,2512,18566,20,0,3812592,5,0,6
389,2521,23270,20,0,3822112,5,1,5
390,2541,2135,20,0,3842720,4,0,2
391,2661,19321,20,0,3947888,5,5,30
392,2682,4971,20,0,3970288,5,5,20
393,2722,24278,20,0,4009152,4,4,5
394,2755,11137,20,0,4030320,5,0,6
395,2791,24888,20,0,4063136,5,4,6
396,2817,191,20,0,4084080,5,1,5
397,2827,4810,20,0,4089680,4,0,2
398,2884,3730,20,0,4149600,5,5,11
399,2916,8955,20,0,4175360,4,0,4
400,2948,22901,20,0,4208736,5,4,9
401,2964,24303,20,0,4224864,5,4,6
402,2973,5496,20,0,4234384,5,5,13
403,2976,6148,20,0,4238528,5,0,2
404,2979,9608,20,0,4240768,4,5,9
405,3002,21928,20,0,4257008,3,1,9
406,3040,6490,20,0,4285680,1,0,6
407,3066,71,20,0,4311776,5,0,10
408,3076,4448,20,0,4320848,5,0,2
409,3179,9758,20,0,4400256,5,4,10
410,3235,6849,20,0,4447296,5,4,7
411,3246,9651,20,0,4454464,5,5,15
412,3273,4795,20,0,4477648,3,4,5
413,3279,6463,20,0,4482464,5,4,5
414,3343,916,20,0,4546304,5,3,13
415,3373,5904,20,0,4578896,5,5,13
416,3403,11359,20,0,4599504,5,5,15
417,3428,16659,20,0,4622016,5,5,13
418,3445,19099,20,0,4637136,4,0,1
419,3449,19611,20,0,4637696,5,0,2
420,3505,7527,20,0,4675104,5,5,15
421,3704,19734,20,0,4826752,5,0,15
422,3771,18567,20,0,4884768,5,0,6
423,3850,13856,20,0,4940992,5,4,7
424,3860,15605,20,0,4953984,4,4,14
425,3878,19573,20,0,4965072,4,5,7
426,3961,3481,20,0,5029248,5,0,2
427,3985,19182,20,0,5045264,4,5,15
428,4002,27361,20,0,5060048,4,5,9
429,4034,15,20,0,5087040,3,0,12
430,4056,2796,20,0,5103168,5,5,11
431,4071,5400,20,0,5116048,4,4,6
432,4165,17492,20,0,5198032,4,0,6
433,4194,21021,20,0,5221328,5,4,5
434,4200,21535,20,0,5230400,5,0,4
435,4255,26668,20,0,5281584,5,4,9
436,4265,27708,20,0,5288864,4,5,20
437,4273,28545,20,0,5293232,4,4,8
438,4274,28562,20,0,5293344,5,0,6
439,4305,9312,20,0,5321680,5,4,8
440,4323,15630,20,0,5336912,4,5,15
441,4340,20595,20,0,5347552,4,0,6
442,4345,22274,20,0,5350576,4,5,30
443,4351,24680,20,0,5356400,4,5,11
444,4353,25431,20,0,5357408,4,0,4
445,4403,7126,20,0,5408032,5,5,7
446,4416,11615,20,0,5414528,5,5,11
447,4449,17967,20,0,5437712,4,0,4
448,4485,25199,20,0,5458768,5,3,4
449,4491,25956,20,0,5462240,4,4,5
450,4533,502,20,0,5493936,4,5,6
451,4544,6350,20,0,5504352,4,4,6
452,4551,11121,20,0,5510848,5,0,6
453,4591,466,20,0,5541760,5,5,9
454,4606,2930,20,0,5554080,5,5,6
455,4619,5012,20,0,5566960,5,4,8
456,4640,8324,20,0,5586000,4,0,5
457,4642,8465,20,0,5588128,4,4,5
458,4651,8963,20,0,5592048,5,4,16
459,4658,9801,20,0,5601008,5,5,17
460,4661,10297,20,0,5601456,4,0,4
461,4667,10594,20,0,5609408,4,4,12
462,4678,11931,20,0,5620048,5,0,8
463,4831,25162,20,0,5766880,4,3,7
464,4839,25822,20,0,5774720,5,4,5
465,4846,26050,20,0,5780544,5,0,1
466,4864,27515,20,0,5801376,5,5,7
467,4883,29301,20,0,5813472,5,5,11
468,4890,29950,20,0,5817616,4,4,8
469,4961,344,20,0,5881120,5,5,20
470,5006,19028,20,0,5922896,4,0,2
471,5030,4600,20,0,5939472,4,0,2
472,5042,2884,20,0,5948768,5,0,1
473,5048,9550,20,0,5952352,5,0,2
474,5060,6978,20,0,5965008,5,0,3
475,5067,9430,20,0,5969152,4,0,3
476,5078,17965,20,0,5975200,5,5,7
477,5084,4321,20,0,5991216,5,0,1
478,5095,1366,20,0,6002416,5,0,4
479,5136,6943,20,0,6033104,5,4,10
480,5144,13926,20,0,6042176,5,0,2
481,5165,22846,20,0,6065024,4,5,11
482,5192,17196,20,0,6090896,5,4,5
483,5195,21880,20,0,6092128,4,0,3
484,5234,10833,20,0,6136032,4,0,3
485,5241,12993,20,0,6139952,4,5,15
486,5255,18615,20,0,6155856,5,5,11
487,5273,25654,20,0,6175904,5,5,11
488,5345,3690,20,0,6276032,4,4,16
489,5377,8432,20,0,6304144,5,5,7
490,5405,2051,20,0,6328000,1,3,7
491,5433,14366,20,0,6348608,5,4,7
492,5440,17048,20,0,6357120,5,0,4
493,5442,17611,20,0,6360816,5,5,11
494,5467,26009,20,0,6387584,5,5,9
495,5489,8509,20,0,6410880,5,5,20
496,5524,14716,20,0,6456352,4,5,9
497,5527,15322,20,0,6456912,5,5,7
498,5587,5028,20,0,6517280,5,5,9
499,5590,6196,20,0,6520864,5,0,4
500,5608,11808,20,0,6533856,5,4,10
501,5689,24121,20,0,6614048,4,5,14
502,5690,24862,20,0,6615168,5,5,25
503,5693,26165,20,0,6618640,4,0,4
504,5732,1936,20,0,6661648,3,0,3
505,5737,6410,20,0,6666464,5,0,1
506,5762,13191,20,0,6698944,4,5,11
507,5774,7920,20,0,6716416,5,0,3
508,5779,15096,20,0,6720448,5,0,4
509,5787,12958,20,0,6741616,5,0,2
510,5869,14888,20,0,6816768,4,0,4
511,5880,19376,20,0,6825952,5,0,4
512,5888,23546,20,0,6835808,4,4,5
513,5912,21488,20,0,6849808,5,4,10
514,5956,19654,20,0,6893488,5,5,13
515,6025,6972,20,0,6962480,5,0,3
516,6085,7389,20,0,7015120,5,5,13
517,6100,2212,20,0,7025984,5,0,1
518,6132,4417,20,0,7054544,5,0,10
519,6198,25195,20,0,7110544,5,4,6
520,6212,125,20,0,7124880,5,5,8
521,6222,167,20,0,7137648,5,4,16
522,6226,56,20,0,7141120,2,5,9
523,6230,1323,20,0,7142800,5,4,8
524,6238,5590,20,0,7150416,5,0,2
525,6253,4381,20,0,7163632,5,0,4
526,6287,8550,20,0,7190512,4,5,20
527,6300,11145,20,0,7202160,5,0,2
528,6323,15755,20,0,7221200,5,0,10
529,6332,2551,20,0,7226016,5,5,15
530,6334,2721,20,0,7226912,5,0,2
531,6395,12423,20,0,7279664,5,5,20
532,6423,13768,20,0,7313040,5,5,11
533,6433,719,20,0,7318528,5,4,7
534,6487,9227,20,0,7357392,5,2,4
535,6502,12952,20,0,7368368,5,0,12
536,6507,13734,20,0,7372512,5,4,6
537,6515,15459,20,0,7382144,5,0,3
538,6621,20382,20,0,7473424,5,0,6
539,6626,22815,20,0,7474880,5,5,11
540,6662,9825,20,0,7499968,5,0,10
541,6784,16818,20,0,7597072,4,0,10
542,6826,22421,20,0,7645568,5,4,6
543,6843,25079,20,0,7657328,5,4,24
544,6887,14297,20,0,7695296,4,4,8
545,6915,26261,20,0,7722064,4,3,5
546,6955,6994,20,0,7763616,5,0,8
547,6983,11389,20,0,7791168,5,1,9
548,7013,15874,20,0,7823984,5,5,11
549,7023,16996,20,0,7830144,5,0,5
550,7078,2952,20,0,7880432,5,0,1
551,7203,20229,20,0,7978768,5,5,13
552,7206,20776,20,0,7980448,4,0,4
553,7216,22827,20,0,7992656,5,1,9
554,7293,2501,20,0,8065792,5,0,3
555,7389,16313,20,0,8167936,5,4,5
556,7500,25287,20,0,8279824,5,4,8
557,7541,28384,20,0,8318128,4,0,2
558,7599,11040,20,0,8379504,5,0,2
559,7602,11720,20,0,8380624,5,4,7
560,7629,18233,20,0,8412208,4,0,1
561,7708,7744,20,0,8505952,4,0,4
562,7747,15573,20,0,8550864,5,5,11
563,7847,27554,20,0,8656928,5,4,10
564,7897,4699,20,0,8719760,4,5,7
565,7903,6616,20,0,8729952,5,0,16
566,7926,16120,20,0,8759408,5,5,7
567,8048,10324,20,0,8889552,5,0,4
568,8066,11797,20,0,8908480,5,0,4
569,8109,15137,20,0,8944432,5,0,1
570,8300,28910,20,0,9157008,5,5,6
571,8308,29514,20,0,9162832,4,5,11
572,8535,13814,20,0,9405984,5,5,9
573,8567,8431,20,0,9434768,5,5,9
574,8811,27904,20,0,9600976,4,0,1
575,9490,3908,20,0,10054912,4,2,12
576,9556,18271,20,0,10087392,5,5,15
577,5,570,20,1,1123696,5,0,8
578,64,3385,20,1,1173088,5,0,2
579,134,6574,20,1,1247680,4,0,5
580,142,12489,20,1,1262464,5,0,4
581,190,1570,20,1,1322272,4,0,3
582,409,1347,20,1,1589056,5,0,2
583,422,9005,20,1,1600368,5,0,6
584,463,24082,20,1,1647744,5,5,6
585,477,1865,20,1,1661632,5,0,5
586,560,17744,20,1,1763776,5,0,2
587,575,3405,20,1,1779456,5,0,10
588,606,11613,20,1,1812608,5,0,10
589,689,16318,20,1,1926736,4,4,10
590,815,626,20,1,2049936,5,4,8
591,818,1533,20,1,2053184,4,4,10
592,824,4488,20,1,2055984,4,0,1
593,835,6,20,1,2071216,5,5,7
594,885,2045,20,1,2139872,5,4,8
595,960,3101,20,1,2212336,5,5,17
596,1068,18658,20,1,2329152,5,0,1
597,1072,19609,20,1,2333184,4,0,1
598,1074,20400,20,1,2334192,5,0,8
599,1083,24426,20,1,2340128,5,3,23
600,1141,3927,20,1,2400944,5,0,2
601,1148,5999,20,1,2410240,5,0,1
602,1201,17791,20,1,2462096,5,4,7
603,1326,2972,20,1,2607136,5,2,4
604,1429,18942,20,1,2707712,4,5,9
605,1447,21113,20,1,2724176,5,0,10
606,1484,3117,20,1,2765952,5,5,20
607,1570,22126,20,1,2856112,5,4,12
608,1572,22840,20,1,2856896,5,0,8
609,1582,26850,20,1,2862720,4,0,3
610,1602,9872,20,1,2884560,5,5,14
611,1607,22074,20,1,2891280,4,5,20
612,1823,6715,20,1,3117856,5,0,6
613,1837,10551,20,1,3130848,3,5,17
614,1842,1438,20,1,3133088,5,5,11
615,1860,11487,20,1,3152912,4,0,1
616,1883,9520,20,1,3172960,5,0,2
617,1965,13338,20,1,3261552,5,0,2
618,2146,255,20,1,3446128,5,5,8
619,2164,3343,20,1,3466400,4,0,3
620,2165,3428,20,1,3468752,5,4,5
621,2181,770,20,1,3484656,5,5,11
622,2281,2195,20,1,3573360,4,5,15
623,2288,12449,20,1,3579296,4,0,12
624,2302,6525,20,1,3596656,5,4,9
625,2602,16825,20,1,3892672,4,0,1
626,2664,20479,20,1,3954496,3,4,7
627,2698,23508,20,1,3987200,5,0,3
628,2707,26426,20,1,3993360,5,5,30
629,2734,2363,20,1,4017664,4,0,1
630,2745,6804,20,1,4023824,5,5,14
631,2746,7198,20,1,4023936,5,3,7
632,2756,11293,20,1,4030432,5,0,6
633,2790,23727,20,1,4062912,4,0,6
634,3191,10945,20,1,4411008,4,5,7
635,3207,14501,20,1,4422208,4,0,8
636,3296,10314,20,1,4498256,4,2,5
637,3361,3837,20,1,4569936,4,0,3
638,3427,16298,20,1,4621904,5,0,1
639,3563,10336,20,1,4719456,4,0,2
640,3660,12967,20,1,4791696,4,0,4
641,3890,21471,20,1,4979296,4,5,13
642,4063,4068,20,1,5107312,3,5,9
643,4130,12811,20,1,5164656,4,0,1
644,4177,19039,20,1,5206656,5,0,2
