,level_0,index,Sub_flag,subscription,customer_id,Recency_flag,Refreq,points
7624,17703,7437,8,0,18234272,5,5,9
7625,17706,9112,8,0,18237408,5,0,2
7626,17713,15335,8,0,18244800,4,0,2
7627,17718,18334,8,0,18247600,4,3,5
7628,17736,23702,8,0,18278064,5,4,6
7629,17744,29854,8,0,18288256,5,0,2
7630,17749,2409,8,0,18298896,5,0,10
7631,17758,4639,8,0,18305952,4,0,2
7632,17764,7087,8,0,18309536,4,4,8
7633,17791,21121,8,0,18334848,5,3,11
7634,17798,23206,8,0,18338992,2,5,9
7635,17803,24372,8,0,18342016,5,5,7
7636,17818,28001,8,0,18355232,4,0,3
7637,17823,28664,8,0,18364752,5,5,15
7638,17825,29097,8,0,18366656,5,0,6
7639,17846,21499,8,0,18391296,5,4,5
7640,17861,29776,8,0,18406192,5,0,2
7641,17872,2581,8,0,18419072,5,4,10
7642,17884,6704,8,0,18433856,4,0,8
7643,17919,13210,8,0,18474064,4,4,5
7644,17921,13973,8,0,18476080,5,5,7
7645,17927,15233,8,0,18482800,4,5,13
7646,17944,17857,8,0,18501056,5,0,10
7647,17963,20609,8,0,18523008,4,5,15
7648,17992,25352,8,0,18556720,4,5,20
7649,17996,26095,8,0,18561200,5,0,6
7650,18000,26384,8,0,18564672,5,5,6
7651,18001,26620,8,0,18565344,5,4,8
7652,18008,27496,8,0,18573520,4,5,20
7653,18019,29170,8,0,18586624,3,5,7
7654,18035,5925,8,0,18610480,5,5,9
7655,18039,6744,8,0,18616976,5,5,13
7656,18044,10261,8,0,18619888,5,0,10
7657,18047,10590,8,0,18625936,5,5,9
7658,18066,18322,8,0,18642624,5,5,14
7659,18071,20366,8,0,18650240,4,0,6
7660,18085,25590,8,0,18664016,5,0,2
7661,18090,27782,8,0,18666480,5,5,9
7662,18097,29153,8,0,18674096,2,5,11
7663,18099,29417,8,0,18674992,5,0,2
7664,18120,12029,8,0,18719120,5,5,20
7665,18125,14046,8,0,18721920,5,5,13
7666,18128,14690,8,0,18723824,5,0,2
7667,18184,26401,8,0,18777696,5,4,6
7668,18234,27969,8,0,18832688,5,5,20
7669,18257,1555,8,0,18854416,4,0,1
7670,18259,5982,8,0,18857552,5,0,1
7671,18260,6040,8,0,18857888,4,0,5
7672,18263,796,8,0,18862032,5,5,9
7673,18267,3585,8,0,18866848,5,5,11
7674,18275,8286,8,0,18877040,3,0,4
7675,18302,9173,8,0,18901680,5,4,14
7676,18309,867,8,0,18904368,5,5,11
7677,18310,1963,8,0,18904480,4,4,6
7678,18315,4643,8,0,18908736,4,0,5
7679,18326,8918,8,0,18916912,4,0,2
7680,18331,10064,8,0,18921280,5,4,13
7681,18340,14004,8,0,18927552,5,3,7
7682,18342,17170,8,0,18931136,5,0,15
7683,18360,744,8,0,18951296,5,0,2
7684,18366,1557,8,0,18955888,5,0,1
7685,18382,5330,8,0,18975264,5,4,13
7686,18392,7556,8,0,18986800,4,5,9
7687,18405,12270,8,0,18995200,4,4,10
7688,18408,13283,8,0,18998784,4,0,6
7689,18411,14568,8,0,19000912,5,0,4
7690,18422,16856,8,0,19028576,5,0,6
7691,18428,18007,8,0,19037760,5,4,5
7692,18461,25702,8,0,19072704,5,0,1
7693,18469,27206,8,0,19085920,5,5,17
7694,18474,3871,8,0,19090288,5,5,10
7695,18485,12471,8,0,19105184,5,0,9
7696,18499,24721,8,0,19124784,5,5,8
7697,18500,25411,8,0,19125120,4,5,20
7698,18509,10273,8,0,19131392,4,0,3
7699,18523,1646,8,0,19154576,5,0,3
7700,18525,1706,8,0,19157264,4,4,10
7701,18533,5034,8,0,19165440,5,5,25
7702,18536,5427,8,0,19166896,4,4,8
7703,18575,15657,8,0,19220992,3,5,13
7704,18582,17232,8,0,19226592,5,0,1
7705,18587,18008,8,0,19233312,4,2,6
7706,18588,18039,8,0,19234432,3,4,9
7707,18594,18795,8,0,19239024,5,4,12
7708,18596,18960,8,0,19239808,5,5,14
7709,18615,22831,8,0,19270720,5,0,2
7710,18667,2969,8,0,19369056,5,5,13
7711,18688,8346,8,0,19403776,4,0,12
7712,18697,11247,8,0,19416096,5,0,9
7713,18703,13542,8,0,19422032,5,4,19
7714,18709,15894,8,0,19435248,4,4,5
7715,18713,16135,8,0,19443536,5,0,2
7716,18726,19350,8,0,19457648,5,0,3
7717,18731,19974,8,0,19465824,5,0,5
7718,18736,21344,8,0,19469856,5,5,7
7719,18741,21993,8,0,19475232,4,5,17
7720,18743,22282,8,0,19476352,4,5,10
7721,18753,25332,8,0,19487440,4,0,5
7722,18759,26510,8,0,19491136,4,0,2
7723,18764,1085,8,0,19497744,5,0,2
7724,18770,3874,8,0,19506368,4,3,7
7725,18775,8938,8,0,19517456,5,0,6
7726,18787,12694,8,0,19528768,4,0,6
7727,18795,16704,8,0,19537056,4,4,19
7728,18805,23246,8,0,19544224,4,5,15
7729,18834,8572,8,0,19579952,4,0,8
7730,18839,10649,8,0,19585888,4,4,6
7731,18843,14124,8,0,19592048,4,0,2
7732,18846,19032,8,0,19595856,5,0,2
7733,18856,24083,8,0,19607168,4,4,14
7734,18857,24224,8,0,19607280,5,0,9
7735,18858,24549,8,0,19607728,4,4,19
7736,18872,28438,8,0,19625088,5,5,6
7737,18878,29285,8,0,19631136,4,5,11
7738,18879,653,8,0,19635280,4,0,2
7739,18881,2886,8,0,19637408,5,0,3
7740,18899,25132,8,0,19658800,5,4,6
7741,18913,1363,8,0,19677728,5,0,4
7742,18935,5001,8,0,19702816,5,0,6
7743,18954,9662,8,0,19727904,5,5,30
7744,18960,10553,8,0,19731600,5,4,6
7745,18964,11103,8,0,19738096,5,4,10
7746,18985,16486,8,0,19771248,4,0,4
7747,18994,18668,8,0,19784912,5,4,9
7748,19002,19712,8,0,19797792,5,4,5
7749,19017,22060,8,0,19813248,5,0,1
7750,19022,22322,8,0,19815152,5,4,7
7751,19024,22373,8,0,19815936,4,0,15
7752,19025,22453,8,0,19817728,5,0,4
7753,19033,23800,8,0,19827248,4,0,10
7754,19041,24413,8,0,19838672,5,0,1
7755,19053,25309,8,0,19856592,4,5,11
7756,19056,25602,8,0,19857824,5,0,4
7757,19067,27809,8,0,19869808,5,0,3
7758,19074,28754,8,0,19881568,4,5,17
7759,19075,28879,8,0,19882240,5,4,5
7760,19081,29173,8,0,19888176,5,5,6
7761,19086,29930,8,0,19895232,4,5,10
7762,19090,2897,8,0,19900048,1,0,2
7763,19091,3452,8,0,19901616,5,4,5
7764,19118,19260,8,0,19943504,4,4,8
7765,19129,22738,8,0,19954928,5,2,12
7766,19140,26846,8,0,19972624,5,5,7
7767,19156,5656,8,0,19990320,4,0,3
7768,19165,8311,8,0,20002304,5,0,2
7769,19173,13330,8,0,20004880,5,5,7
7770,19183,16435,8,0,20018880,4,0,3
7771,19186,17912,8,0,20026496,5,0,4
7772,19215,23167,8,0,20077680,5,5,13
7773,19227,25401,8,0,20097056,5,0,2
7774,19249,28578,8,0,20122256,4,5,7
7775,19278,11440,8,0,20158208,5,0,2
7776,19284,14602,8,0,20164816,5,0,5
7777,19287,16848,8,0,20171088,5,5,20
7778,19300,25097,8,0,20180720,5,0,2
7779,19307,27706,8,0,20190464,3,0,8
7780,19314,29444,8,0,20204912,5,0,2
7781,19316,29709,8,0,20205808,5,4,14
7782,19325,2064,8,0,20213312,5,0,9
7783,19329,2511,8,0,20221824,5,5,7
7784,19333,2857,8,0,20228320,5,4,8
7785,19335,3094,8,0,20231120,4,4,19
7786,19357,6436,8,0,20264608,1,5,7
7787,19358,6571,8,0,20264720,5,5,11
7788,19362,7096,8,0,20271664,5,0,8
7789,19376,9548,8,0,20290032,4,5,25
7790,19379,9870,8,0,20291600,5,4,6
7791,19381,10332,8,0,20292160,4,0,1
7792,19387,10868,8,0,20297536,5,5,7
7793,19399,12119,8,0,20312320,4,0,5
7794,19403,12320,8,0,20316240,5,4,7
7795,19408,12856,8,0,20320384,4,0,1
7796,19411,13057,8,0,20325200,4,5,15
7797,19419,13922,8,0,20329680,5,0,3
7798,19422,14285,8,0,20330464,1,0,4
7799,19425,14612,8,0,20332480,5,5,11
7800,19426,14650,8,0,20336960,4,0,2
7801,19427,14713,8,0,20337408,4,4,6
7802,19443,16745,8,0,20362160,5,5,13
7803,19452,17827,8,0,20373808,5,0,4
7804,19472,20326,8,0,20396208,2,0,10
7805,19484,21389,8,0,20403936,4,0,1
7806,19486,21711,8,0,20404832,3,0,15
7807,19504,23154,8,0,20428464,4,5,10
7808,19528,24707,8,0,20464304,4,0,5
7809,19551,26546,8,0,20489840,5,4,8
7810,19554,26808,8,0,20493648,4,2,4
7811,19562,27430,8,0,20501488,5,0,1
7812,19565,27506,8,0,20504736,4,5,13
7813,19590,29093,8,0,20538784,4,4,14
7814,19606,29723,8,0,20557600,3,0,8
7815,19616,2522,8,0,20572272,5,5,10
7816,19625,5358,8,0,20583584,5,0,4
7817,19631,8608,8,0,20589968,5,5,11
7818,19633,9752,8,0,20591648,5,5,13
7819,19641,12225,8,0,20598816,5,0,2
7820,19643,13243,8,0,20601056,4,5,7
7821,19693,25095,8,0,20667136,4,5,15
7822,19695,25694,8,0,20673632,5,4,14
7823,19716,420,8,0,20700624,5,0,2
7824,19719,663,8,0,20719104,4,0,2
7825,19722,2021,8,0,20723808,5,0,3
7826,19728,3614,8,0,20730752,4,4,6
7827,19733,4304,8,0,20736912,5,5,20
7828,19734,4387,8,0,20737360,3,5,11
7829,19740,5564,8,0,20744304,4,0,2
7830,19741,5610,8,0,20745760,5,0,6
7831,19745,6396,8,0,20747664,1,0,4
7832,19758,8523,8,0,20757968,4,5,8
7833,19774,10158,8,0,20776224,4,0,2
7834,19782,11601,8,0,20784400,4,4,12
7835,19783,11605,8,0,20785856,4,5,20
7836,19793,12290,8,0,20794592,5,4,6
7837,19802,13237,8,0,20804448,4,0,2
7838,19803,13432,8,0,20805568,5,0,2
7839,19811,13908,8,0,20822032,5,5,9
7840,19812,13982,8,0,20825392,5,5,9
7841,19821,14724,8,0,20832672,5,3,9
7842,19822,14799,8,0,20834240,5,5,11
7843,19825,14941,8,0,20838384,4,3,7
7844,19844,16315,8,0,20864144,5,5,9
7845,19856,17584,8,0,20884864,5,3,9
7846,19859,17894,8,0,20887664,3,0,4
7847,19861,17897,8,0,20888896,4,0,4
7848,19870,18560,8,0,20898752,5,0,3
7849,19883,20219,8,0,20914768,4,0,2
7850,19894,21064,8,0,20928544,5,5,20
7851,19899,21263,8,0,20935600,5,0,4
7852,19902,21473,8,0,20938400,5,5,9
7853,19929,23864,8,0,20985440,5,0,4
7854,19933,23955,8,0,20990256,5,0,8
7855,19936,24195,8,0,20992720,4,5,15
7856,19942,24578,8,0,20999216,5,5,9
7857,19953,25582,8,0,21007952,4,5,9
7858,19957,25817,8,0,21012768,1,5,20
7859,19964,26163,8,0,21021392,5,0,2
7860,19970,26466,8,0,21027440,4,5,8
7861,19972,26522,8,0,21028336,5,5,15
7862,19973,26577,8,0,21029008,5,0,2
7863,19993,27056,8,0,21057008,4,5,15
7864,20000,27225,8,0,21067760,5,0,3
7865,20007,27630,8,0,21074368,5,4,10
7866,20011,27696,8,0,21079184,4,5,20
7867,20014,27743,8,0,21086128,5,0,2
7868,20021,27932,8,0,21091280,5,4,10
7869,20044,28569,8,0,21112672,5,5,13
7870,20071,29409,8,0,21150304,4,4,8
7871,20088,29942,8,0,21166768,4,4,6
7872,20092,1082,8,0,21170016,4,0,3
7873,20096,2105,8,0,21174272,5,4,7
7874,20099,2997,8,0,21177408,5,0,8
7875,20108,5282,8,0,21192864,5,0,1
7876,20118,8388,8,0,21208208,4,4,9
7877,20119,9051,8,0,21209104,5,4,6
7878,20129,10533,8,0,21224560,5,4,6
7879,20145,14651,8,0,21252224,5,5,8
7880,20150,15294,8,0,21255360,4,0,4
7881,20153,15777,8,0,21259504,4,5,7
7882,20154,16011,8,0,21259616,5,5,6
7883,20162,17175,8,0,21269248,5,0,5
7884,20175,19807,8,0,21282800,5,4,7
7885,20181,20659,8,0,21288400,3,0,1
7886,20191,23278,8,0,21295456,5,5,8
7887,20199,25105,8,0,21301728,5,0,4
7888,20222,27876,8,0,21326592,5,4,8
7889,20245,1637,8,0,21348880,5,0,2
7890,20262,12268,8,0,21372512,4,0,8
7891,20287,14387,8,0,21394576,5,4,8
7892,20289,206,8,0,21395696,5,0,5
7893,20306,6075,8,0,21411152,5,5,13
7894,20317,16754,8,0,21433776,5,4,9
7895,20320,18209,8,0,21436688,5,0,2
7896,20321,19273,8,0,21437472,5,4,9
7897,20327,22361,8,0,21445536,5,3,11
7898,20331,22716,8,0,21450352,4,5,9
7899,20333,23910,8,0,21458304,5,0,10
7900,20340,7119,8,0,21465584,4,5,11
7901,20346,16045,8,0,21478352,5,4,5
7902,20347,16104,8,0,21478576,5,0,2
7903,20377,5493,8,0,21506688,4,4,12
7904,20394,14728,8,0,21523600,5,0,1
7905,20395,15102,8,0,21525504,4,0,6
7906,20418,8213,8,0,21563360,5,0,2
7907,20419,9000,8,0,21563920,4,4,6
7908,20433,3139,8,0,21594944,5,0,3
7909,20439,7946,8,0,21601216,5,0,3
7910,20449,15619,8,0,21615328,5,0,6
7911,20451,16924,8,0,21618688,5,4,5
7912,20455,20179,8,0,21628320,1,4,5
7913,20464,22996,8,0,21638176,2,0,3
7914,20474,5202,8,0,21657776,5,5,8
7915,20476,5637,8,0,21658784,5,0,3
7916,20478,7939,8,0,21662368,5,0,3
7917,20493,5183,8,0,21681408,5,2,5
7918,20496,8047,8,0,21686896,5,5,13
7919,20501,25612,8,0,21696640,5,5,13
7920,20507,4817,8,0,21722624,5,0,1
7921,20514,4654,8,0,21732592,4,5,15
7922,20518,8074,8,0,21734832,4,5,6
7923,20521,8703,8,0,21739200,4,0,10
7924,20523,9307,8,0,21742336,4,4,12
7925,20535,14852,8,0,21762832,5,5,9
7926,20548,22586,8,0,21780640,5,5,7
7927,20553,24310,8,0,21787696,5,5,11
7928,20559,26405,8,0,21808416,4,5,7
7929,20569,2193,8,0,21824656,5,4,5
7930,20607,23542,8,0,21875280,1,5,14
7931,20615,26767,8,0,21881440,4,0,5
7932,20629,10355,8,0,21893648,5,5,25
7933,20635,24186,8,0,21909664,5,4,6
7934,20640,2335,8,0,21918848,4,5,20
7935,20646,4664,8,0,21927248,4,5,11
7936,20653,7676,8,0,21937664,5,5,13
7937,20677,15757,8,0,21964320,4,5,20
7938,20706,23320,8,0,21997360,3,0,5
7939,20711,24217,8,0,22001056,5,0,1
7940,20712,24233,8,0,22002512,4,5,14
7941,20724,27355,8,0,22023904,4,4,5
7942,20773,26098,8,0,22096256,5,5,8
7943,20782,29111,8,0,22106560,5,4,29
7944,20783,29769,8,0,22109360,2,0,3
7945,20812,12478,8,0,22153376,5,4,14
7946,20832,17849,8,0,22173200,5,0,2
7947,20847,21155,8,0,22192688,5,0,2
7948,20851,22243,8,0,22195600,5,5,14
7949,20858,23855,8,0,22206576,4,0,1
7950,20879,27628,8,0,22227632,5,0,5
7951,20908,29902,8,0,22258768,5,4,7
7952,20910,1345,8,0,22261344,5,5,21
7953,20914,8279,8,0,22267168,4,0,15
7954,20917,9918,8,0,22271088,4,0,4
7955,20925,12829,8,0,22285872,5,0,2
7956,20940,21011,8,0,22306256,4,0,8
7957,20961,29403,8,0,22329776,4,0,2
7958,20973,287,8,0,22340752,5,3,4
7959,20981,4165,8,0,22345904,4,4,5
7960,20989,8308,8,0,22358448,4,0,3
7961,20992,4298,8,0,22360912,5,4,8
7962,21013,2868,8,0,22382416,5,0,2
7963,21015,3993,8,0,22384768,5,0,3
7964,21019,4998,8,0,22386560,4,4,6
7965,21024,7132,8,0,22389808,3,0,10
7966,21030,8634,8,0,22400672,5,0,6
7967,21037,10423,8,0,22406048,5,5,9
7968,21039,10864,8,0,22407728,5,5,13
7969,21040,10939,8,0,22408624,4,5,9
7970,21045,11728,8,0,22414672,5,5,13
7971,21046,11957,8,0,22416128,4,5,21
7972,21047,12047,8,0,22417584,4,5,13
7973,21056,14407,8,0,22431360,4,4,7
7974,21057,14453,8,0,22433936,1,0,6
7975,21075,8382,8,0,22452080,5,0,2
7976,21105,8155,8,0,22489824,3,5,15
7977,21106,8192,8,0,22490048,4,5,11
7978,21122,10764,8,0,22503600,5,5,11
7979,21125,12042,8,0,22507744,5,0,4
7980,21144,3199,8,0,22530480,5,0,9
7981,21145,3737,8,0,22533504,5,0,4
7982,21146,4509,8,0,22535520,5,0,4
7983,21158,13552,8,0,22550864,4,5,6
7984,21172,1236,8,0,22583008,5,4,9
7985,21178,2259,8,0,22590848,5,0,10
7986,21201,4780,8,0,22630384,5,4,6
7987,21212,6223,8,0,22645840,5,4,10
7988,21238,10150,8,0,22684144,4,5,11
7989,21262,14321,8,0,22722224,5,5,9
7990,21278,16184,8,0,22741040,4,0,8
7991,21284,17014,8,0,22746192,5,0,4
7992,21292,18916,8,0,22754816,5,2,14
7993,21294,19050,8,0,22755488,4,5,9
7994,21297,19455,8,0,22757056,5,5,7
7995,21300,20143,8,0,22759296,4,4,12
7996,21303,20618,8,0,22761312,4,0,4
7997,21307,20895,8,0,22765456,5,4,12
7998,21310,21098,8,0,22767696,4,0,1
7999,21319,22434,8,0,22785392,5,4,8
8000,21358,4756,8,0,22831872,4,4,14
8001,21374,11213,8,0,22858080,5,5,10
8002,21393,18776,8,0,22888880,5,0,10
8003,21409,25546,8,0,22910944,4,5,6
8004,21410,25680,8,0,22911280,4,5,13
8005,21414,510,8,0,22915760,5,0,3
8006,21424,6878,8,0,22926624,5,5,9
8007,21427,7536,8,0,22931440,4,4,8
8008,21452,6149,8,0,22957312,4,0,1
8009,21461,11708,8,0,22976464,5,0,1
8010,21465,193,8,0,22984416,5,5,25
8011,21466,676,8,0,22984976,4,5,15
8012,21496,4394,8,0,23029104,5,4,19
8013,21540,9181,8,0,23084768,5,0,10
8014,21544,9604,8,0,23089584,5,5,15
8015,21546,9665,8,0,23090032,5,5,15
8016,21548,9796,8,0,23094288,4,5,9
8017,21556,10884,8,0,23103920,5,4,10
8018,21566,11913,8,0,23116800,4,1,5
8019,21570,12161,8,0,23119936,5,0,8
8020,21573,12407,8,0,23127776,4,3,12
8021,21575,12534,8,0,23134832,5,5,14
8022,21591,13842,8,0,23165968,5,0,1
8023,21595,14821,8,0,23168656,4,4,7
8024,21606,15966,8,0,23182656,5,5,8
8025,21629,18509,8,0,23214688,5,0,4
8026,21633,19081,8,0,23222864,4,0,4
8027,21653,20782,8,0,23254224,5,0,8
8028,21659,21573,8,0,23264192,4,4,5
8029,21670,22478,8,0,23274160,5,4,8
8030,21675,22912,8,0,23277856,5,0,2
8031,21690,25239,8,0,23287488,5,5,11
8032,21698,25913,8,0,23297792,4,5,11
8033,21700,26150,8,0,23302048,5,5,11
8034,21709,26753,8,0,23312800,5,4,7
8035,21712,27348,8,0,23315600,4,0,10
8036,21724,1898,8,0,23334080,5,4,5
8037,21728,3668,8,0,23337552,5,4,13
8038,21736,7227,8,0,23345616,3,0,6
8039,21752,12071,8,0,23360512,5,4,12
8040,21769,16800,8,0,23388624,5,4,6
8041,21786,22447,8,0,23414272,4,5,8
8042,21806,1766,8,0,23440368,4,5,25
8043,21808,1875,8,0,23440816,4,0,1
8044,21819,3088,8,0,23461648,5,0,15
8045,21850,7756,8,0,23506560,5,0,1
8046,21903,12371,8,0,23611616,5,5,7
8047,21911,12688,8,0,23621808,5,0,4
8048,21922,13443,8,0,23648912,5,4,8
8049,21941,15165,8,0,23692816,4,5,20
8050,21942,15343,8,0,23694608,5,0,2
8051,21947,15620,8,0,23705360,4,0,2
8052,21955,16070,8,0,23716896,5,5,9
8053,21972,16888,8,0,23741648,4,4,5
8054,21982,17813,8,0,23752288,4,1,3
8055,21983,17854,8,0,23752736,4,5,11
8056,21988,18165,8,0,23758448,4,4,8
8057,21991,18514,8,0,23765280,5,5,13
8058,22003,20182,8,0,23775808,5,0,8
8059,22033,23204,8,0,23828896,5,0,1
8060,22040,23741,8,0,23836512,5,0,1
8061,22062,25701,8,0,23869888,5,0,1
8062,22073,27329,8,0,23888816,4,0,1
8063,22076,27748,8,0,23891952,4,4,6
8064,22078,28121,8,0,23895760,5,0,2
8065,22114,8768,8,0,23950976,4,0,5
8066,22115,8935,8,0,23952320,5,4,12
8067,22118,9445,8,0,23954224,5,5,6
8068,22156,21610,8,0,24006640,5,5,7
8069,22167,25459,8,0,24017728,5,4,19
8070,22174,1039,8,0,24027472,5,0,1
8071,22189,3925,8,0,24049200,5,3,4
8072,22199,6570,8,0,24073616,4,5,11
8073,22205,8217,8,0,24082240,5,0,2
8074,22207,8466,8,0,24085936,4,5,13
8075,22220,16457,8,0,24111472,4,0,6
8076,22230,18472,8,0,24125360,5,0,9
8077,22232,18738,8,0,24126704,4,0,1
8078,22239,20497,8,0,24135664,3,5,11
8079,22244,21531,8,0,24143728,5,4,10
8080,22256,23457,8,0,24163888,5,5,8
8081,22269,25643,8,0,24187408,4,0,3
8082,22294,28663,8,0,24221680,4,0,5
8083,22299,29375,8,0,24226048,4,0,2
8084,22318,8314,8,0,24260096,4,4,12
8085,22328,17071,8,0,24274768,4,4,6
8086,22339,25810,8,0,24286192,4,0,5
8087,22368,2424,8,0,24324384,5,5,20
8088,22377,2946,8,0,24337264,4,4,8
8089,22383,3410,8,0,24348688,5,4,19
8090,22407,5393,8,0,24375344,4,0,3
8091,22417,6190,8,0,24386656,5,0,3
8092,22421,7091,8,0,24388336,5,4,6
8093,22423,7121,8,0,24389680,4,0,5
8094,22431,7769,8,0,24398752,4,4,16
8095,22440,8271,8,0,24412192,4,0,3
8096,22450,8667,8,0,24423392,4,0,1
8097,22465,9493,8,0,24448256,5,0,4
8098,22468,9613,8,0,24453968,4,5,30
8099,22473,9682,8,0,24458448,3,5,9
8100,22477,10074,8,0,24465616,5,0,2
8101,22478,10175,8,0,24466064,4,5,20
8102,22494,11215,8,0,24493952,2,4,10
8103,22512,12297,8,0,24511984,5,5,15
8104,22523,13058,8,0,24526768,1,5,25
8105,22528,13396,8,0,24537968,5,4,6
8106,22529,13402,8,0,24539088,5,5,25
8107,22538,14107,8,0,24559472,5,0,8
8108,22542,14412,8,0,24578512,4,0,4
8109,22547,14835,8,0,24582880,5,0,1
8110,22566,16187,8,0,24615136,4,0,3
8111,22575,16729,8,0,24620960,4,4,5
8112,22593,17796,8,0,24634736,4,5,13
8113,22596,17865,8,0,24636752,2,5,6
8114,22602,18246,8,0,24640672,5,5,15
8115,22606,18535,8,0,24645712,5,4,7
8116,22626,19529,8,0,24667104,5,5,9
8117,22637,20115,8,0,24686816,4,0,3
8118,22651,20969,8,0,24710896,5,4,6
8119,22658,21320,8,0,24718848,4,5,9
8120,22660,21400,8,0,24721200,5,4,5
8121,22664,21514,8,0,24727248,4,0,10
8122,22675,22204,8,0,24740240,5,4,7
8123,22676,22340,8,0,24741024,4,4,5
8124,22678,22398,8,0,24743040,5,3,5
8125,22684,22635,8,0,24751440,5,0,1
8126,22698,23680,8,0,24777312,4,0,3
8127,22703,23927,8,0,24782128,4,0,1
8128,22733,25545,8,0,24813936,5,5,13
8129,22735,25707,8,0,24820656,5,0,3
8130,22741,25935,8,0,24831856,5,1,13
8131,22766,27389,8,0,24871504,5,5,15
8132,22770,27530,8,0,24875312,4,5,8
8133,22773,27759,8,0,24878560,5,0,1
8134,22790,28689,8,0,24903536,5,5,15
8135,22804,29714,8,0,24929408,4,0,1
8136,22822,2015,8,0,24960208,5,4,10
8137,22830,3535,8,0,24972976,5,0,2
8138,22831,3664,8,0,24975440,4,0,8
8139,22834,4058,8,0,24978016,5,4,6
8140,22845,5724,8,0,24995040,5,5,11
8141,22861,8790,8,0,25021584,4,0,1
8142,22871,10888,8,0,25038832,5,0,3
8143,22876,11892,8,0,25047008,4,0,9
8144,22884,13226,8,0,25059776,5,0,1
8145,22888,14804,8,0,25071648,3,4,6
8146,22898,16985,8,0,25083632,5,0,5
8147,22901,17783,8,0,25095840,5,0,1
8148,22903,17991,8,0,25097968,5,1,5
8149,22912,19522,8,0,25113872,4,0,1
8150,22916,20549,8,0,25118128,4,0,5
8151,22920,20979,8,0,25123840,5,5,7
8152,22959,28541,8,0,25170320,4,0,12
8153,22977,1169,8,0,25198544,4,0,8
8154,23001,4294,8,0,25221056,5,0,10
8155,23003,4393,8,0,25223632,5,0,4
8156,23009,4681,8,0,25233376,4,0,1
8157,23014,5002,8,0,25242672,5,3,5
8158,23019,5553,8,0,25251968,4,0,2
8159,23030,6970,8,0,25276160,5,4,5
8160,23053,10115,8,0,25294192,4,5,9
8161,23065,12142,8,0,25310656,5,5,11
8162,23071,12311,8,0,25314240,4,4,29
8163,23077,12617,8,0,25318272,4,4,12
8164,23079,12975,8,0,25323760,5,0,6
8165,23084,13677,8,0,25333392,5,0,8
8166,23097,14455,8,0,25346496,5,0,4
8167,23099,14655,8,0,25348624,1,0,10
8168,23102,14880,8,0,25364528,5,5,15
8169,23120,17158,8,0,25386368,4,0,4
8170,23121,17228,8,0,25386480,5,5,11
8171,23178,24262,8,0,25475184,5,1,9
8172,23191,25474,8,0,25489296,4,4,10
8173,23193,25508,8,0,25496016,4,1,2
8174,23199,25783,8,0,25507776,4,4,20
8175,23200,25830,8,0,25512816,4,5,15
8176,23220,27086,8,0,25536896,5,5,20
8177,23223,27192,8,0,25540704,4,0,3
8178,23239,28204,8,0,25558176,3,4,16
8179,23249,28711,8,0,25575424,4,5,15
8180,23250,28784,8,0,25578000,4,0,2
8181,23253,28881,8,0,25581360,5,1,4
8182,23257,28980,8,0,25585168,5,4,5
8183,23282,29788,8,0,25620000,4,4,14
8184,23285,29838,8,0,25623920,4,4,6
8185,23312,6950,8,0,25667712,1,4,13
8186,23317,8069,8,0,25677680,5,5,20
8187,23321,10723,8,0,25680816,4,0,3
8188,23329,12400,8,0,25689664,5,0,3
8189,23330,12436,8,0,25689888,5,5,11
8190,23332,12634,8,0,25690784,4,5,8
8191,23336,14534,8,0,25692800,4,0,3
8192,23337,14635,8,0,25693808,5,0,3
8193,23368,24442,8,0,25732784,5,0,3
8194,23387,27031,8,0,25765376,4,5,11
8195,23409,29771,8,0,25796960,4,4,8
8196,23414,484,8,0,25806032,5,0,10
8197,23436,2636,8,0,25840528,4,0,2
8198,23440,2799,8,0,25847360,4,0,2
8199,23467,4560,8,0,25879392,5,0,1
8200,23476,5352,8,0,25885664,5,0,1
8201,23478,5413,8,0,25893616,4,5,20
8202,23514,7595,8,0,25954544,5,0,2
8203,23518,7733,8,0,25960816,5,0,12
8204,23519,7795,8,0,25961040,4,5,11
8205,23520,7810,8,0,25961152,4,5,15
8206,23521,7817,8,0,25961600,4,4,8
8207,23543,9369,8,0,25988032,5,5,7
8208,23546,9531,8,0,25991840,5,4,5
8209,23601,12457,8,0,26067440,5,4,9
8210,23622,14157,8,0,26098912,4,0,2
8211,23640,15101,8,0,26134192,5,0,2
8212,23646,15522,8,0,26140128,5,0,2
8213,23657,16345,8,0,26152560,5,4,24
8214,23674,17374,8,0,26174288,5,0,3
8215,23679,17512,8,0,26182016,4,1,4
8216,23682,17629,8,0,26183136,5,4,8
8217,23685,17855,8,0,26185600,5,0,2
8218,23691,18179,8,0,26193440,4,0,2
8219,23711,18915,8,0,26228944,5,5,11
8220,23779,21368,8,0,26341504,4,0,6
8221,23810,22509,8,0,26386080,4,0,4
8222,23811,22548,8,0,26386304,5,0,2
8223,23833,23498,8,0,26416544,4,0,10
8224,23837,23623,8,0,26420352,4,0,10
8225,23852,24409,8,0,26442528,4,0,1
8226,23862,24717,8,0,26455856,5,5,9
8227,23878,25268,8,0,26485200,4,0,15
8228,23888,25484,8,0,26507264,4,5,9
8229,23889,25519,8,0,26510624,5,5,20
8230,23956,27661,8,0,26608176,4,0,2
